date	DEPO1010_21498	DEPO1010_22983	DEPO1200_11395	DEPO1200_11417	DEPO1200_12094	DEPO1200_13187	DEPO1201_10271	DEPO1201_10272	DEPO1204_11407	DEPO1204_11409	DEPO1204_11413	DEPO1204_11416	DEPO1204_22817	DEPO1206_14889	DEPO1206_14890	DEPO1206_14892	DEPO1206_14895	DEPO1206_23422	DEPO1207_10273	DEPO1207_10274	DEPO1207_11127	DEPO1207_11128	DEPO1208_11397	DEPO1208_13137	DEPO1212_10099	DEPO1212_10100	DEPO1213_25976	DEPO1213_25981	DEPO1213_25982	DEPO1213_25983	DEPO1214_14903	DEPO1214_14904	DEPO1217_10291	DEPO1217_10292	DEPO1218_10293	DEPO1218_10294	DEPO1218_10295	DEPO1218_10296	DEPO1218_10297	DEPO1218_10298	DEPO1218_10299	DEPO1218_10300	DEPO1218_10301	DEPO1218_10302	DEPO1218_10663	DEPO1218_11210	DEPO1219_10185	DEPO1219_10310	DEPO1219_10312	DEPO1219_10314	DEPO1219_10315	DEPO1219_10316	DEPO1219_10317	DEPO1219_10318	DEPO1219_10320	DEPO1219_10321	DEPO1219_10322	DEPO1219_10325	DEPO1219_10326	DEPO1220_14911	DEPO1220_14913	DEPO1220_14915	DEPO1220_14917	DEPO1220_23299	DEPO1221_10277	DEPO1221_10278	DEPO1222_11629	DEPO1222_13215	DEPO1224_10275	DEPO1224_10276	DEPO1225_14897	DEPO1226_10194	DEPO1226_10203	DEPO1227_11418	DEPO1227_12103	DEPO1227_13135	DEPO1227_13136	DEPO1228_10664	DEPO1229_10494	DEPO1229_10495	DEPO1229_10496	DEPO1230_10531	DEPO1230_10532	DEPO1230_10533	DEPO1230_10534	DEPO1230_10535	DEPO1230_11592	DEPO1230_11593	DEPO1230_11594	DEPO1231_10591	DEPO1231_10661	DEPO1232_10592	DEPO1233_10593	DEPO1233_10662	DEPO1233_13181	DEPO1235_10681	DEPO1235_10739	DEPO1235_11612	DEPO1235_16662	DEPO1235_27583	DEPO1236_10972	DEPO1236_10989	DEPO1240_12014	DEPO1240_12099	DEPO1242_11931	DEPO1242_11932	DEPO1242_25934	DEPO1243_11129	DEPO1243_11130	DEPO1245_27529	DEPO1245_27778	DEPO1245_28538	DEPO1255_11300	DEPO1255_11493	DEPO1255_11494	DEPO1255_15222	DEPO1256_12015	DEPO1256_12096	DEPO1256_20543	DEPO1990_12016	DEPO2202_12017	DEPO2202_12105	DEPO2240_28354	DEPO2240_28355	DEPO2246_28357	DEPO3100_10280	DEPO3100_10744	DEPO3101_10424	DEPO3101_10425	DEPO3102_10745	DEPO3102_13268	DEPO3103_10284	DEPO3103_10991	DEPO3103_11499	DEPO3103_13189	DEPO3104_28352	DEPO3104_28353	DEPO3105_10285	DEPO3105_11449	DEPO3106_14905	DEPO3106_14906	DEPO3106_14908	DEPO3106_14910	DEPO3107_10594	DEPO3107_10746	DEPO3107_13240	DEPO3108_10595	DEPO3109_28356	DEPO3110_12019	DEPO3114_12020	DEPO3248_11133	DEPO3248_11134	DEPO3248_11135	DEPO3248_11136	DEPO3248_11137	DEPO3248_11138	DEPO3248_11139	DEPO3248_11140	DEPO3248_11141	DEPO3248_11142	DEPO3308_10726	DEPO3401_12104	DEPO3401_23388	DEPO3402_21500	DEPO3402_22936
1707241848	0	0	33	31	16	40	22	19	11	6	1	0	11	21	35	34	26	34	22	25	28	28	39	23	0	0	31	44	39	45	16	15	13	24	1	1	4	0	9	5	0	0	0	9	0	0	7	11	12	5	8	10	9	8	10	8	9	1	2	28	1	21	22	19	25	28	15	36	7	0	15	21	22	32	33	4	22	0	27	24	40	10	8	5	6	9	9	8	6	22	10	22	0	0	0	22	24	23	21	23	17	18	0	0	6	19	0	24	27	28	27	27	13	16	16	26	0	34	0	47	17	15	4	0	27	0	0	0	0	0	0	34	38	0	29	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707242034	0	0	33	32	14	39	22	19	11	6	1	0	11	20	35	34	26	33	22	25	28	28	39	23	0	0	31	43	39	45	16	15	13	24	1	0	3	0	9	5	0	0	0	9	0	0	7	11	12	4	7	10	9	9	10	8	9	0	2	28	0	21	22	19	25	28	15	36	7	0	14	21	22	32	33	2	21	0	26	24	40	10	8	5	6	9	9	7	6	22	10	22	0	0	0	22	24	23	21	23	17	18	0	0	6	19	0	24	27	28	27	27	12	16	16	26	0	34	0	46	17	15	4	0	27	0	0	0	0	0	0	34	38	0	29	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707242132	0	0	33	32	14	39	22	19	11	6	1	0	11	20	35	34	26	31	22	25	28	28	37	23	0	0	31	43	37	45	16	15	12	24	1	0	3	0	9	5	0	0	0	9	0	0	7	11	12	4	7	10	9	9	10	8	9	0	1	28	1	22	21	18	25	28	15	36	6	0	14	21	22	31	33	1	21	0	26	23	40	10	8	5	6	9	9	7	5	22	10	22	0	0	0	22	24	23	21	23	17	18	0	0	6	19	0	23	26	28	27	27	11	16	16	26	0	34	1	45	17	15	4	0	27	0	0	0	0	0	0	34	38	0	29	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707242210	0	0	33	33	13	39	22	19	11	6	1	0	11	20	34	34	26	31	22	25	28	28	37	23	0	0	31	43	37	45	16	15	12	24	1	0	4	0	9	5	0	0	0	9	0	0	7	11	12	4	7	10	9	8	10	8	9	0	1	28	0	21	21	18	25	28	15	36	6	0	14	21	21	31	33	1	21	0	26	23	40	10	8	5	6	9	9	7	5	22	10	22	0	0	0	22	24	23	21	23	17	18	0	0	6	19	0	23	27	28	27	27	11	16	15	26	0	34	0	45	17	15	4	0	27	0	0	0	0	0	0	34	38	0	28	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707242307	0	0	33	33	13	39	22	19	11	6	1	0	11	19	34	34	25	31	22	25	28	28	37	23	0	0	31	43	37	45	16	15	12	24	1	0	4	0	9	5	0	0	0	9	0	0	7	11	12	4	7	10	9	8	10	8	8	1	1	28	0	19	20	18	25	28	15	36	6	0	14	21	21	31	33	0	21	0	26	23	40	10	8	5	6	9	9	7	4	22	10	22	0	0	0	22	24	23	21	22	17	18	0	0	7	19	0	23	27	28	27	27	11	15	15	26	0	34	0	45	17	15	4	0	27	0	0	0	0	0	0	34	38	0	28	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707242329	0	0	33	33	13	39	22	19	11	6	1	0	11	19	34	34	25	30	22	25	28	28	37	23	0	0	31	43	37	45	16	15	12	24	1	0	4	0	9	5	0	0	0	9	0	0	7	11	12	4	7	10	9	8	10	8	8	1	1	28	0	19	20	18	25	28	15	36	5	0	14	21	21	31	33	0	21	0	26	23	40	10	8	5	6	9	9	7	4	22	10	22	0	0	0	22	24	23	21	22	17	18	0	0	6	19	0	23	27	28	27	27	11	15	15	26	0	33	0	45	17	15	4	0	27	0	0	0	0	0	0	34	38	0	28	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707242343	0	0	33	33	13	39	22	19	11	6	1	0	11	19	34	34	25	30	22	25	28	28	37	23	0	0	31	43	37	45	16	15	12	24	1	0	4	0	9	5	0	0	0	9	0	0	7	11	12	4	7	10	9	8	10	8	8	1	0	28	0	19	20	18	25	28	15	36	5	0	14	21	21	31	33	0	21	0	26	23	40	10	8	5	6	9	9	7	4	22	10	22	0	0	0	22	24	23	21	22	17	18	0	0	6	18	0	23	27	28	27	27	11	15	15	26	0	33	0	45	17	15	4	0	27	0	0	0	0	0	0	34	38	0	28	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707250748	0	0	33	33	13	39	21	19	11	6	1	0	11	18	33	34	25	30	22	25	28	28	37	23	0	0	31	43	37	45	16	15	12	24	0	0	4	0	9	5	0	0	0	9	0	0	7	11	12	3	7	10	9	8	10	8	8	1	0	28	0	19	20	17	25	28	15	36	4	0	14	21	21	31	33	0	21	0	26	22	40	10	8	5	6	9	9	7	4	22	10	22	0	0	0	22	24	23	21	22	17	18	0	0	6	18	0	23	27	27	27	27	11	15	15	26	0	33	0	45	17	15	4	0	27	0	0	0	0	0	0	34	38	0	28	0	0	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707251027	0	0	24	25	0	34	20	16	10	1	0	0	9	0	25	22	16	19	20	25	28	28	25	9	0	0	27	40	19	36	16	12	12	24	0	0	0	0	4	0	0	0	0	2	0	0	6	8	12	0	5	9	9	5	9	4	7	0	0	26	0	0	7	12	21	23	0	36	0	0	13	20	21	29	29	0	5	0	17	16	34	6	5	3	5	7	1	7	0	17	7	21	0	0	0	21	24	22	21	22	16	18	0	0	6	17	0	19	22	27	26	24	0	8	0	22	0	27	0	39	16	14	0	0	23	0	0	0	0	0	0	33	37	0	25	0	0	0	0	4	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
1707251309	0	0	15	16	0	25	19	14	7	0	0	0	8	0	10	10	4	7	18	25	27	27	10	0	0	0	24	36	2	16	12	9	10	21	0	0	0	1	0	0	0	0	0	0	0	0	3	5	11	0	2	0	7	3	8	5	1	0	0	19	0	0	0	0	14	17	0	33	0	0	7	19	19	23	23	0	0	0	4	0	31	4	3	0	5	4	1	6	0	6	0	19	0	0	0	20	23	21	21	22	13	17	0	0	3	16	0	17	20	25	25	22	0	0	1	19	0	19	0	36	12	12	0	0	18	0	0	0	0	0	0	29	37	0	25	0	0	0	0	1	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707251351	0	0	14	16	1	25	19	14	7	0	0	0	8	0	9	10	3	5	18	25	27	27	11	0	0	0	24	35	3	17	12	9	11	20	0	0	0	2	0	0	0	0	0	0	0	0	3	5	11	0	2	0	7	3	8	5	1	1	0	19	0	0	0	0	14	17	0	33	0	0	6	19	19	23	23	0	0	0	3	0	31	4	3	0	5	4	0	6	0	6	1	19	0	0	0	20	23	21	21	22	13	17	0	0	3	16	0	17	20	25	25	23	0	0	1	19	0	18	0	36	12	12	0	0	18	0	0	0	0	0	0	29	37	0	25	0	0	0	0	1	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707251441	0	0	7	12	0	23	16	15	7	0	0	0	5	0	2	0	1	0	18	22	27	27	2	1	0	0	17	31	0	6	12	5	11	19	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	0	1	0	6	3	6	4	0	1	0	15	1	0	0	1	9	16	0	28	0	1	5	18	17	21	18	1	0	0	0	0	30	1	2	0	3	0	0	4	0	0	0	16	0	0	0	19	23	21	21	21	12	17	0	0	2	16	0	16	20	23	25	23	0	0	0	16	0	14	0	32	11	11	0	0	14	0	0	0	0	0	0	27	37	0	25	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707251521	0	0	0	2	0	16	15	12	7	0	0	0	5	0	0	0	0	0	17	21	26	27	0	0	0	0	16	25	1	0	11	3	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	1	0	5	2	4	3	0	0	0	13	0	0	0	0	4	15	0	27	0	0	3	16	18	17	14	0	0	0	0	0	30	0	2	0	2	0	0	3	1	1	1	15	0	0	0	18	23	21	21	21	11	17	0	0	1	16	0	16	20	23	25	22	0	0	0	16	0	14	0	28	10	11	0	0	14	0	0	0	0	0	0	27	37	0	24	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0
1707251605	0	0	0	0	0	9	15	10	6	0	0	0	3	0	0	0	0	0	15	20	26	26	0	0	0	0	10	14	0	0	10	3	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	3	1	4	2	0	0	0	6	0	0	0	0	0	13	0	27	0	0	0	13	17	17	11	1	0	0	0	0	28	0	1	1	2	0	0	3	0	0	0	15	0	0	0	16	22	20	20	21	11	17	0	0	0	16	0	15	19	22	23	19	0	0	0	15	0	12	0	28	10	11	0	0	13	0	0	0	0	0	0	27	37	0	23	0	0	0	0	0	- -	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0
1707251658	0	0	0	0	0	0	14	6	4	0	0	0	3	0	0	0	0	0	9	16	25	25	0	0	0	0	0	0	0	0	8	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	27	0	0	0	11	13	10	4	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	14	22	20	20	21	9	16	0	0	0	15	0	14	14	21	19	16	0	0	0	14	0	6	0	21	9	11	0	0	9	0	0	0	0	0	0	23	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707251727	0	0	0	0	0	0	13	6	2	0	0	0	3	0	1	0	0	0	9	15	25	25	0	0	0	0	0	0	0	0	8	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	27	0	0	0	11	12	10	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	14	22	20	19	21	8	16	0	0	0	15	0	13	13	20	19	16	0	0	1	14	0	4	0	20	9	11	0	0	9	0	0	0	0	0	0	23	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707251900	0	0	0	0	0	0	13	7	3	0	0	0	3	0	0	0	0	0	9	14	25	24	0	0	0	0	0	0	0	0	9	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	27	0	0	0	11	8	7	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	22	20	19	21	8	15	0	0	0	15	0	13	11	20	19	15	0	0	0	14	0	4	0	20	8	11	0	0	8	0	0	0	0	0	0	24	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707251927	0	0	0	1	0	0	13	7	3	0	0	0	3	0	0	0	0	0	8	14	25	24	0	0	0	0	0	0	0	0	9	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	27	0	0	0	11	8	7	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	22	19	19	21	8	15	0	0	0	15	0	12	11	20	19	15	0	0	0	14	0	4	0	20	8	11	0	0	8	0	0	0	0	0	0	24	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707252025	0	0	0	1	0	0	13	6	3	0	0	0	3	1	0	0	0	0	9	14	25	24	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	4	0	27	0	0	0	10	8	7	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	22	19	19	21	8	15	0	0	0	15	0	12	12	20	19	16	0	0	0	13	0	3	0	19	8	11	0	0	8	0	0	0	0	0	0	24	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707252100	0	0	0	1	0	0	13	5	3	0	0	0	3	0	0	0	0	0	9	14	25	24	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	4	0	27	0	0	0	10	8	6	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	22	19	19	21	8	15	0	0	0	15	0	12	12	20	19	15	0	0	0	13	0	3	0	20	8	11	0	0	8	0	0	0	0	0	0	24	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707252124	0	0	0	1	0	0	12	5	3	0	0	0	3	0	0	0	0	0	9	14	25	24	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	4	0	27	0	0	0	10	8	6	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	22	19	19	21	8	15	0	0	0	15	0	12	13	20	19	14	0	0	0	13	0	3	0	20	8	11	0	0	8	0	0	0	0	0	0	24	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707252143	0	0	0	2	0	0	12	5	3	0	0	0	3	0	0	0	0	0	9	14	25	24	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	4	0	27	0	0	0	8	8	4	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	22	19	19	21	8	15	0	0	0	15	0	12	12	20	19	14	0	0	0	13	0	3	0	20	8	11	0	0	8	0	0	0	0	0	0	24	37	0	22	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707252259	0	0	0	0	0	0	12	5	2	1	0	0	2	0	0	0	0	0	9	14	25	24	0	0	0	0	0	1	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	4	0	27	0	0	0	8	8	3	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	12	0	0	0	15	22	19	19	21	8	15	0	0	0	15	0	12	11	20	20	14	0	0	0	13	0	3	0	20	8	11	0	0	6	0	0	0	0	0	0	23	37	0	21	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707252332	0	0	0	0	0	0	12	4	2	0	0	0	2	0	0	0	0	1	9	14	25	24	0	0	0	0	0	1	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	4	0	27	0	0	0	8	8	3	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	12	0	0	0	15	22	19	19	21	8	15	0	0	0	15	0	12	11	20	20	14	0	0	0	13	0	3	0	20	8	11	0	0	4	0	0	0	0	0	0	23	37	0	21	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707260820	0	0	0	0	0	0	12	3	2	0	0	0	1	0	0	0	0	0	5	14	24	23	0	0	0	0	0	1	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	7	7	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	11	0	0	0	14	20	19	18	21	7	14	0	0	0	13	0	9	10	20	19	14	0	0	0	10	0	2	0	20	7	11	0	0	3	0	0	0	0	0	0	21	37	0	21	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1707261009	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	20	21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	17	16	16	20	2	13	0	0	0	13	0	0	0	18	15	7	0	0	0	9	0	0	0	2	6	9	0	0	1	0	0	0	0	0	0	13	36	0	17	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
1707261047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	4	0	0	0	10	15	16	14	20	1	12	0	0	0	11	0	0	0	18	12	8	0	0	0	7	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	9	36	0	16	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
1707261116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	1	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	14	15	12	20	0	12	0	0	0	11	0	0	0	17	10	7	0	0	0	3	0	0	0	0	6	7	0	0	1	0	0	0	0	0	0	5	36	0	16	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
1707261144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	13	12	12	20	0	10	0	0	0	11	0	0	0	15	7	4	0	0	0	3	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	3	36	0	16	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
1707261213	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	12	11	12	20	1	10	0	0	0	11	0	0	0	15	7	2	0	0	0	3	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	3	36	0	16	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
1707261257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	9	10	11	20	0	10	0	0	0	11	0	0	0	15	7	1	0	0	0	3	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	1	36	0	16	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0
1707261315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	9	10	10	20	0	10	0	0	0	12	0	0	0	15	7	1	0	0	0	3	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	2	36	0	16	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
1707261354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	9	10	10	20	0	10	0	0	0	12	0	0	0	15	7	0	0	0	0	3	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	2	36	0	15	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1707261538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	4	8	2	19	0	8	0	0	0	11	0	0	0	15	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	35	0	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
1707261603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	1	18	0	8	0	0	0	10	0	0	0	15	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	0	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
1707261646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	9	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	13	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
