date	QUIM0000_20852	QUIM1000_10853	QUIM1001A_10826	QUIM1001A_10848	QUIM1004A_10997	QUIM1004A_11037	QUIM1100_19111	QUIM1101_10001	QUIM1102_10558	QUIM1102_13086	QUIM1103_10699	QUIM1103_10700	QUIM1103_10796	QUIM1103_11086	QUIM1103_11235	QUIM1103_11477	QUIM1103_11955	QUIM1103_12352	QUIM1103_12988	QUIM1103_20723	QUIM1103C_12356	QUIM1103C_12357	QUIM1103C_12360	QUIM1103C_12362	QUIM1103C_12364	QUIM1103C_12365	QUIM1103C_12366	QUIM1103C_12367	QUIM1103C_12368	QUIM1103C_12370	QUIM1103C_12371	QUIM1103C_12372	QUIM1103C_12374	QUIM1103C_12375	QUIM1103C_12376	QUIM1103C_12378	QUIM1103C_12380	QUIM1103C_12381	QUIM1103C_12382	QUIM1103C_12383	QUIM1103C_12384	QUIM1103C_12989	QUIM1103C_12990	QUIM1103C_18476	QUIM1103C_20776	QUIM1103C_20778	QUIM1103C_22805	QUIM1103C_25829	QUIM1104_10399	QUIM1104_10400	QUIM1104_10401	QUIM1104_10402	QUIM1104_10403	QUIM1104_10404	QUIM1104_10405	QUIM1104_10454	QUIM1104_10456	QUIM1104_10458	QUIM1104_10801	QUIM1104_10802	QUIM1104_10849	QUIM1104_10850	QUIM1104_11058	QUIM1104_11087	QUIM1104_11278	QUIM1104_11279	QUIM1104_11288	QUIM1104_11480	QUIM1104_11481	QUIM1104_11938	QUIM1104_11939	QUIM1104_11956	QUIM1104_12185	QUIM1104_12193	QUIM1104_12203	QUIM1104_12995	QUIM1104_12996	QUIM1104_13005	QUIM1104_13014	QUIM1104_13733	QUIM1104_14126	QUIM1105_10460	QUIM1105_23592	QUIM1105C_12315	QUIM1105C_12386	QUIM1105C_12388	QUIM1105C_14094	QUIM1105C_23582	QUIM1106_10462	QUIM1106_10463	QUIM1106_10464	QUIM1106_13734	QUIM1106_17110	QUIM1106_23578	QUIM1106_23597	QUIM1110_10827	QUIM1111_12261	QUIM1111_17112	QUIM1210_27238	QUIM1213_27239	QUIM1213_28101	QUIM1301_13500	QUIM1301C_12391	QUIM1301C_12392	QUIM1301C_23593	QUIM1302_10169	QUIM1302_10589	QUIM1302_10641	QUIM1302_12187	QUIM1302_18479	QUIM1303_10642	QUIM1303C_12317	QUIM1303C_12393	QUIM1303C_23615	QUIM1304_10515	QUIM1304_10762	QUIM1304_13987	QUIM1311_27240	QUIM1311_28100	QUIM1512_27241	QUIM1513_27242	QUIM1513_28096	QUIM1618_10851	QUIM1618_26113	QUIM1618C_12318	QUIM1618C_12394	QUIM1618C_12395	QUIM1618C_12396	QUIM1618C_23581	QUIM1618C_28095	QUIM1619_10559	QUIM1619_10643	QUIM1619_10763	QUIM1619_11012	QUIM1619_19034	QUIM1619_23579	QUIM1619_23580	QUIM2312_27243	QUIM2518_12262	QUIM2518C_12319	QUIM2518C_12402	QUIM2519_10645	QUIM2519_10646	QUIM2519_28664	QUIM2620_27244	QUIM2621_27245	QUIM2621_28098	QUIM2624_27246	QUIM2625_27247	QUIM2626_27248	QUIM3012_27249	QUIM3014_12983	QUIM3213_28709	QUIM3214_27250	QUIM3313_28708	QUIM3315_27251	QUIM3401_27252	QUIM3402_10780	QUIM3514_27254	QUIM3900_10800	QUIM3991_25971	QUIM3992_25972	QUIM3997_23424	QUIM4013_25969	QUIM4100_12263	QUIM4150_11360	QUIM4165_12073	QUIM4213_28588	QUIM4230_28231	QUIM4313_28587	QUIM4513_28589	QUIM4900_11518	QUIM4950_12074	QUIM6961_14142	QUIM6970_12320	QUIM6971_13474	QUIM6975_12464	QUIM6981_12321	QUIM6982_12322	QUIM6983_13475	QUIM6984_13894	QUIM6985_18932	QUIM6986_21206	QUIM6987_22404	QUIM6988_24943	QUIM6989_27258	QUIM6990_16874	QUIM6997_24944
1707241848	22	30	42	37	42	45	0	69	16	21	26	63	66	17	3	3	39	52	12	50	19	20	12	23	23	19	24	0	13	7	11	0	0	18	0	15	21	8	19	18	13	7	1	5	8	18	20	14	7	12	4	12	5	0	15	7	21	1	9	6	0	0	17	18	13	2	0	0	12	0	12	0	21	18	-1	22	13	10	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	42	16	24	22	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	17	5	17	19	15	13	15	25	10	16	3	18	17	17	10	10	10	10	10	10	20	20	5
1707242034	22	30	42	37	42	45	0	69	16	21	25	63	66	18	3	2	37	53	11	49	19	20	12	23	23	19	24	0	14	7	11	0	0	17	0	15	21	8	19	18	14	7	0	3	7	18	20	13	8	12	5	10	5	0	14	7	21	0	9	6	0	0	17	18	13	2	0	0	13	0	12	0	21	15	-1	22	13	10	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	42	16	24	22	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	17	5	17	19	15	13	15	25	10	16	3	18	17	17	10	10	10	10	10	10	20	20	5
1707242132	22	30	42	36	42	45	0	69	16	21	24	63	66	18	2	2	37	53	11	49	19	19	12	23	23	19	24	0	14	7	10	0	0	17	0	15	21	8	19	18	14	7	0	3	7	18	20	13	8	12	5	10	5	0	14	7	21	0	8	6	0	0	16	18	13	2	0	1	12	0	12	0	21	15	-1	22	13	11	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	42	16	24	22	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	17	5	17	19	15	13	15	25	10	16	3	18	17	17	10	10	10	10	10	10	20	20	5
1707242210	22	30	42	36	42	45	0	69	16	21	24	63	66	19	1	2	37	53	10	49	19	19	12	23	23	19	24	0	15	7	9	0	0	17	0	15	21	8	19	18	14	6	0	3	7	18	20	13	8	12	5	10	5	0	14	7	21	0	8	6	0	0	15	18	13	1	0	1	12	0	13	0	21	15	-1	22	13	11	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	41	15	24	21	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	17	5	17	19	15	13	15	25	10	16	3	18	17	17	10	10	10	10	10	10	20	20	5
1707242307	22	30	42	36	42	45	0	69	16	21	24	64	66	19	0	2	37	53	10	49	19	19	13	23	23	19	24	0	15	7	8	0	0	17	0	15	21	8	19	18	14	6	0	3	7	18	20	13	8	12	5	10	5	0	14	7	21	0	8	6	0	0	14	18	13	0	0	0	13	0	14	0	21	15	-1	22	13	12	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	41	15	24	21	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	17	5	17	19	15	13	15	25	10	14	3	17	15	17	10	10	10	10	10	10	20	20	5
1707242329	22	30	42	36	42	45	0	69	16	21	24	64	66	19	0	2	37	53	10	49	19	19	13	23	23	19	24	0	15	7	8	0	0	17	0	15	21	8	19	18	14	6	0	3	7	18	20	13	8	12	5	10	5	0	14	7	21	0	8	6	0	0	14	18	13	0	0	0	13	0	14	0	21	15	-1	22	13	12	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	41	15	24	21	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	17	5	17	19	15	14	15	25	10	14	3	17	15	17	10	10	10	10	10	10	20	20	5
1707242343	22	30	42	36	42	45	0	69	16	21	24	64	66	19	0	2	37	53	10	49	19	19	13	23	23	19	24	0	15	7	8	0	0	17	0	15	21	8	19	18	14	6	0	3	7	18	20	13	8	12	5	10	5	0	14	7	21	0	8	6	0	0	14	18	13	0	0	0	13	0	14	0	21	15	-1	22	13	12	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	41	15	24	21	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	17	5	17	19	15	14	15	25	10	14	3	17	15	17	10	10	10	10	10	10	20	20	5
1707250748	22	30	42	36	42	45	0	69	16	21	23	64	66	19	0	2	36	53	10	49	19	18	13	23	23	19	24	0	15	7	8	0	0	17	0	15	20	8	19	18	14	6	0	3	7	18	20	13	8	12	5	10	5	0	14	6	21	0	8	5	0	0	14	18	12	0	0	1	13	0	14	0	21	15	-1	22	13	12	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	32	14	0	50	24	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	24	0	48	24	0	81	56	27	26	28	26	28	30	18	23	22	0	24	24	0	48	41	15	24	21	18	0	48	24	0	24	23	30	27	29	0	50	0	22	28	22	28	17	0	0	5	17	16	16	5	17	19	15	14	14	25	10	14	3	17	15	17	10	10	10	10	10	10	20	20	5
1707251027	22	30	58	57	62	67	0	69	16	21	37	64	61	34	1	1	36	48	9	49	18	18	13	23	23	19	24	0	15	7	4	0	0	16	0	15	20	7	19	18	14	6	0	3	7	18	20	13	8	12	5	10	5	0	14	6	21	0	8	5	0	0	14	18	12	0	0	1	13	0	14	0	20	14	-1	22	13	12	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	31	14	0	49	19	0	88	30	28	30	21	22	23	24	24	69	29	29	29	23	24	22	22	0	47	23	0	81	56	27	26	28	26	28	30	19	23	21	0	24	24	0	44	33	12	19	19	12	0	48	24	0	23	23	28	25	28	0	50	0	19	28	22	25	16	0	0	5	17	16	16	5	17	18	14	13	14	25	10	14	2	17	15	17	9	10	10	10	10	10	20	20	5
1707251309	22	30	53	55	61	66	0	69	16	21	36	61	61	32	1	1	34	46	9	49	17	18	11	22	23	19	24	0	15	7	4	0	0	16	0	14	19	6	18	17	14	7	0	3	7	18	18	13	8	11	4	10	5	0	13	6	21	0	8	4	0	0	13	18	12	0	0	1	13	0	14	0	19	12	-1	22	13	12	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	26	14	0	49	18	0	87	30	28	29	21	22	23	24	23	68	29	29	28	23	24	21	22	0	46	23	0	81	56	27	26	28	26	28	30	19	23	21	0	24	24	0	43	21	7	12	18	1	0	47	23	0	23	23	28	23	28	0	49	0	17	28	22	23	16	0	0	5	17	16	16	5	16	17	11	13	14	25	10	13	1	17	14	17	9	10	10	10	10	10	20	20	5
1707251351	22	30	53	55	61	66	0	69	16	21	36	61	61	31	1	1	34	46	9	49	17	18	11	22	23	19	24	0	15	7	4	0	0	16	0	14	19	6	18	17	14	7	0	3	7	18	17	13	8	11	4	10	5	0	13	6	21	0	8	4	0	0	13	18	12	0	0	0	13	0	14	0	18	12	-1	22	13	12	20	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	26	14	0	49	18	0	88	30	28	30	21	22	23	24	24	68	29	29	28	23	24	21	22	0	46	23	0	81	56	27	26	28	26	28	30	19	23	21	0	24	24	0	43	21	7	12	18	1	0	47	23	0	23	23	28	23	28	0	50	0	17	28	22	23	16	0	0	5	17	16	16	5	16	17	11	13	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707251441	22	30	49	53	59	64	0	68	16	21	36	61	61	30	1	0	33	46	8	49	17	18	11	22	23	19	24	0	15	7	4	0	0	15	0	14	18	6	18	17	14	6	0	3	7	18	16	13	8	11	4	10	5	0	12	6	21	0	8	4	0	0	13	18	11	0	0	0	13	0	14	0	18	12	-1	22	12	12	19	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	26	14	0	47	17	0	88	30	28	30	21	22	23	24	24	65	28	28	27	22	23	20	20	0	46	23	0	76	54	25	26	26	25	27	29	17	22	17	0	24	24	0	41	18	6	10	16	0	0	46	22	0	22	22	28	23	28	0	50	0	17	28	22	23	16	0	0	5	17	16	16	5	16	17	11	13	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707251521	22	30	47	49	59	64	0	68	16	21	36	60	61	29	0	0	33	47	8	49	17	18	10	22	23	19	24	0	15	6	4	0	0	15	0	14	18	6	19	17	14	6	0	3	7	18	15	13	8	11	4	10	4	0	12	6	21	1	8	4	0	0	13	18	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	26	14	0	47	16	0	88	30	28	30	21	22	23	24	24	61	26	28	25	20	22	19	20	0	46	23	0	72	53	23	25	24	25	27	29	17	20	17	0	21	24	0	41	14	6	6	12	0	0	46	22	0	20	20	28	23	28	0	50	0	15	28	22	21	16	0	0	5	17	16	16	5	16	17	11	12	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707251605	22	30	47	43	57	64	0	68	16	21	36	60	61	29	0	0	33	47	8	49	17	18	10	22	23	19	24	0	15	6	4	0	0	15	0	14	18	6	19	17	14	6	0	3	7	18	15	13	8	11	4	10	4	0	12	6	21	1	8	4	0	0	13	18	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	80	0	30	30	30	30	29	20	20	20	20	20	0	0	26	14	0	47	15	0	88	30	28	30	21	22	23	24	24	58	26	28	22	18	21	19	20	0	46	22	0	72	52	23	25	24	25	27	28	17	20	16	0	21	24	0	38	12	6	4	10	0	0	46	22	0	17	17	27	23	28	0	49	0	13	27	21	16	15	0	0	5	16	16	16	5	16	16	10	10	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707251658	22	30	46	36	56	63	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	26	28	20	17	20	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	9	5	2	7	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707251727	22	30	46	35	56	63	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	26	28	20	17	20	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707251900	22	30	45	35	56	63	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	26	28	20	17	20	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707251927	22	30	45	35	56	63	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	26	28	20	17	20	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	1	16	13	17	9	10	10	10	10	10	20	20	5
1707252025	22	30	45	35	56	62	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	27	28	19	16	21	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	0	16	13	17	9	10	10	10	10	10	20	20	5
1707252100	22	30	45	35	56	62	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	27	28	19	16	21	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	0	16	13	17	9	10	10	10	10	10	20	20	5
1707252124	22	30	45	35	56	62	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	27	28	19	16	21	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	0	16	13	17	9	10	10	10	10	10	20	20	5
1707252143	22	30	45	35	56	62	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	27	28	19	16	21	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	0	16	13	17	9	10	10	10	10	10	20	20	5
1707252259	22	30	45	35	56	61	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	27	28	19	16	21	19	20	0	44	20	0	67	46	22	24	23	22	24	26	12	18	15	0	20	22	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	0	16	13	17	9	10	10	10	10	10	20	20	5
1707252332	22	30	45	35	56	61	0	68	16	21	36	58	61	28	0	0	32	47	7	49	17	18	10	20	23	19	24	0	14	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	15	13	8	11	3	10	3	0	12	6	21	1	8	4	0	0	13	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	15	0	87	29	28	30	21	22	23	24	24	56	27	28	19	16	21	19	20	0	44	20	0	67	46	22	24	23	22	24	26	11	18	15	0	20	23	0	37	8	4	2	6	0	0	46	22	0	15	15	26	23	28	0	50	0	12	27	21	16	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	0	16	13	17	9	10	10	10	10	10	20	20	5
1707260820	22	30	52	34	61	68	0	68	16	21	36	58	61	25	0	0	32	47	7	49	17	18	10	20	23	19	24	0	13	6	4	0	0	15	0	14	17	6	19	17	14	5	0	3	7	18	13	13	8	11	3	10	3	0	12	6	21	0	6	3	0	0	14	16	11	0	0	0	12	0	14	0	18	11	-1	22	12	12	19	0	20	79	0	30	30	29	30	29	20	20	19	20	20	0	0	24	14	0	47	12	0	87	29	28	30	21	22	23	24	24	53	25	28	18	15	19	19	20	0	44	20	0	61	46	20	24	21	22	22	26	11	15	15	0	18	22	0	36	3	0	1	1	0	0	46	22	0	12	12	24	23	27	0	50	0	11	27	21	14	15	0	0	5	16	16	16	5	15	16	9	10	14	25	10	12	0	16	13	17	9	10	10	9	9	10	20	18	5
1707261009	22	30	29	0	55	64	0	66	16	19	36	55	61	24	0	0	32	45	6	49	17	18	9	18	23	19	24	0	13	6	4	0	0	15	0	14	17	5	18	16	14	5	0	3	7	18	12	13	8	11	3	9	2	0	12	6	20	0	6	3	0	0	14	15	11	0	0	0	10	0	14	0	19	10	-1	22	12	11	19	0	20	75	0	28	28	29	30	29	19	20	17	19	20	0	0	23	14	0	44	7	0	84	28	28	28	21	21	21	24	23	48	23	27	16	11	18	19	15	0	36	13	0	39	8	13	13	14	11	14	10	0	0	1	0	7	13	0	31	10	1	2	1	0	18	45	21	0	10	10	20	23	27	0	50	0	9	24	20	12	15	0	0	5	14	16	16	5	15	16	8	7	14	25	10	12	0	16	13	17	9	10	10	9	9	10	20	18	5
1707261047	22	30	24	0	55	62	0	66	16	19	36	55	61	22	0	0	32	45	5	49	17	18	9	18	23	19	24	0	12	6	4	0	0	15	0	14	17	4	18	16	14	5	0	3	7	18	11	13	8	11	3	9	2	0	12	5	20	0	6	3	0	0	14	15	10	0	0	0	10	0	14	0	18	10	-1	22	12	11	19	0	20	70	0	27	26	27	30	29	19	20	13	19	19	0	0	22	14	0	44	2	0	82	27	27	28	20	20	20	24	24	39	20	26	11	6	17	16	10	0	30	7	0	32	0	12	7	9	9	13	10	0	0	0	0	1	5	0	26	10	1	2	1	0	18	43	19	0	8	8	18	22	27	0	50	0	9	24	20	12	15	0	0	5	14	16	16	5	15	16	8	7	14	25	10	12	0	16	13	17	9	10	10	9	9	10	20	18	5
1707261116	22	30	21	0	55	59	0	63	14	19	36	55	61	21	0	0	32	44	4	49	17	18	9	18	23	19	24	0	12	6	4	0	0	15	0	14	17	4	18	15	14	4	0	3	7	18	10	13	8	11	3	9	1	0	12	4	20	0	6	3	0	0	13	15	10	0	0	0	10	0	14	0	18	10	-1	22	12	11	19	0	20	66	0	24	25	27	30	29	19	19	10	19	19	0	0	22	14	0	42	2	0	79	25	27	27	18	20	19	24	24	32	16	25	9	3	16	13	9	0	28	5	0	26	0	10	7	5	9	13	10	0	0	0	0	0	0	0	25	9	1	1	0	0	18	42	18	0	7	8	18	22	27	0	50	0	9	23	19	12	15	0	0	5	14	16	16	5	15	16	8	7	14	25	10	12	0	16	13	17	9	10	10	9	9	10	20	18	5
1707261144	22	30	11	0	54	54	0	58	11	18	36	54	61	22	4	4	31	43	3	49	17	18	9	17	23	19	24	0	12	6	4	0	0	14	0	14	16	3	18	14	14	4	0	3	7	18	10	13	8	10	3	8	1	0	12	4	19	0	6	3	0	0	13	15	10	0	0	0	9	0	14	0	18	10	-1	22	11	11	19	0	20	63	0	23	23	27	30	29	18	18	9	19	19	0	0	21	14	0	40	1	0	70	17	27	26	17	18	19	21	22	22	10	24	6	0	13	9	6	0	26	3	0	24	0	9	7	5	9	12	10	0	0	0	19	0	0	19	22	9	1	1	0	0	18	40	16	0	7	8	17	22	27	0	50	0	9	23	19	12	15	0	0	5	14	16	16	5	15	16	8	7	14	25	10	12	0	16	13	17	9	10	10	9	9	10	20	18	5
1707261213	23	31	10	0	54	52	0	58	11	18	36	54	60	22	3	4	31	42	3	49	17	18	9	17	23	18	24	0	12	5	4	0	0	14	0	14	16	3	18	14	13	4	0	3	7	18	10	13	8	10	2	8	1	0	11	4	19	0	5	3	0	0	13	15	10	0	0	0	9	0	14	0	18	10	-1	22	11	11	19	0	20	61	0	23	22	26	30	29	18	19	6	19	19	0	0	21	15	0	40	1	0	70	17	27	26	17	17	19	21	23	23	11	24	6	0	13	10	6	0	26	3	0	21	0	8	7	4	9	11	10	0	0	0	16	0	0	17	22	9	1	1	0	0	18	40	16	0	7	8	17	22	27	0	50	0	9	23	19	12	15	0	0	5	14	16	16	5	15	16	8	7	14	25	10	12	0	16	13	17	9	10	10	9	9	10	20	18	5
1707261257	23	31	8	0	53	52	0	58	11	18	36	54	60	22	3	4	31	42	3	49	17	18	9	17	23	18	24	0	12	5	4	0	0	14	0	14	16	3	18	14	13	4	0	3	7	18	10	13	8	10	2	8	1	0	11	4	19	0	5	3	0	0	13	15	10	0	0	0	9	0	14	0	18	10	-1	22	11	11	19	0	20	61	0	23	22	26	30	29	18	19	6	19	19	0	0	21	15	0	40	1	0	70	17	27	26	16	17	19	22	23	23	11	24	6	0	13	10	6	0	26	3	0	20	0	8	7	3	9	11	10	0	0	0	15	0	0	17	22	9	1	1	0	0	18	40	16	0	7	8	17	22	27	0	50	0	9	23	19	12	15	0	0	5	14	16	17	5	15	16	8	7	14	25	10	12	0	16	13	17	9	10	10	9	9	10	20	18	5
