date	IELE1000_16750	IELE1000C_12592	IELE1000C_13115	IELE1000C_16757	IELE1000C_25795	IELE1000C_25796	IELE1000C_25797	IELE1000L_16766	IELE1000L_16767	IELE1000L_16768	IELE1000L_25800	IELE1002_12095	IELE1002_20906	IELE1002L_13618	IELE1002L_13619	IELE1002L_14092	IELE1002L_14133	IELE1002L_23258	IELE1006_13425	IELE1006_25803	IELE1006L_13630	IELE1006L_13631	IELE1006L_15220	IELE1006L_15269	IELE1006L_23279	IELE1010_13288	IELE1010_25672	IELE1010L_13281	IELE1010L_14856	IELE1010L_18681	IELE1010L_25804	IELE1010L_25805	IELE1080_24496	IELE1080_25676	IELE1400_23169	IELE1400_27889	IELE1400L_13633	IELE1400L_14858	IELE1400L_23262	IELE1400L_23263	IELE1502_13428	IELE1502L_13609	IELE1502L_23264	IELE1502L_23568	IELE1502L_25807	IELE1502L_25809	IELE1502L_27986	IELE1999_13476	IELE2000_10833	IELE2002_10834	IELE2002C_12644	IELE2002L_13635	IELE2002L_13636	IELE2002L_23265	IELE2002L_25810	IELE2009_13799	IELE2009L_13852	IELE2009L_14863	IELE2009L_25811	IELE2010_13637	IELE2010L_13638	IELE2010L_13639	IELE2010L_23266	IELE2010L_25812	IELE2040B_26860	IELE2042B_15084	IELE2044B_26861	IELE2080_24499	IELE2081_24500	IELE2100_10835	IELE2100L_13640	IELE2100L_14066	IELE2100L_14067	IELE2100L_14883	IELE2100L_14884	IELE2206_13429	IELE2206L_13641	IELE2206L_13642	IELE2206L_14096	IELE2206L_25818	IELE2210_24501	IELE2210_25680	IELE2210L_24502	IELE2210L_25681	IELE2210L_25683	IELE2210L_25686	IELE2210L_25687	IELE2300_10931	IELE2300_10968	IELE2300_10969	IELE2300L_13646	IELE2300L_13647	IELE2300L_13648	IELE2300L_13649	IELE2300L_15061	IELE2300L_15062	IELE2300L_15063	IELE2300L_15064	IELE2300L_16786	IELE2300L_20916	IELE2300L_25821	IELE2402_13477	IELE2402L_13650	IELE2402L_13651	IELE2402L_23270	IELE2500_13548	IELE2500L_13549	IELE2500L_14097	IELE2500L_14893	IELE2500L_25859	IELE2900_11068	IELE2901_24503	IELE3000_11173	IELE3001_10450	IELE3002_10451	IELE3006_10836	IELE3006L_14079	IELE3006L_14894	IELE3087_26862	IELE3088_26863	IELE3090_13853	IELE3100_26864	IELE3102_26865	IELE3106_26866	IELE3108_13430	IELE3150_26867	IELE3200_10932	IELE3200L_13660	IELE3200L_20922	IELE3208_12173	IELE3222_26868	IELE3222L_26869	IELE3222L_28132	IELE3330_13803	IELE3336_26870	IELE3430_13804	IELE4000_10553	IELE4001_11363	IELE4002_10554	IELE4003_11059	IELE4005_11542	IELE4010_10509	IELE4011_10693	IELE4014_26872	IELE4020_10555	IELE4021_10510	IELE4024_13854	IELE4070_12049	IELE4107_28239	IELE4108_26873	IELE4109_26874	IELE4215_26876	IELE4302_26877	IELE4311_26878	IELE4402_26879	IELE6002_14119	IELE6003_24518	IELE6007_21210	IELE6402_13855	IELE6970_13856	IELE6980_13857	IELE6981_24519	IELE6982_13859	IELE6983_26880	IELE6990_16804	IELE6997_24520
1707241848	9	1	2	2	0	1	2	0	1	0	2	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	24	26	25	10	11	9	14	13	14	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	48	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	10	10	19	0	0	20	27	27	10	19	0	0	25	33	5	20	14	27	27	1	4	1	9	9	20	12	18	16	8	2
1707242034	9	1	2	2	0	1	2	0	1	0	2	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	24	26	25	10	11	10	14	13	13	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	48	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	9	10	19	0	0	20	26	27	10	19	0	0	23	32	5	20	14	27	27	1	4	1	9	9	20	12	18	16	8	2
1707242132	9	1	2	2	0	1	2	0	1	0	2	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	24	26	25	10	11	10	14	13	13	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	47	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	9	10	19	0	0	20	26	27	10	19	0	0	23	32	4	20	14	27	27	1	4	1	9	9	20	12	18	16	8	2
1707242210	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	24	26	25	10	11	10	14	13	13	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	47	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	9	10	19	0	0	19	26	27	10	19	0	0	23	31	4	20	14	27	27	1	4	1	9	9	20	12	18	16	8	2
1707242307	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	24	26	25	10	11	10	14	13	13	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	47	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	9	10	19	0	0	19	26	27	10	19	0	0	22	31	4	20	14	27	27	1	4	1	9	9	20	12	18	16	8	2
1707242329	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	24	26	25	10	11	10	14	13	13	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	47	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	9	10	18	0	0	19	26	27	10	18	0	0	22	31	4	20	14	27	27	1	4	1	9	9	20	12	18	16	8	2
1707242343	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	24	26	25	10	11	10	14	13	13	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	47	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	9	10	18	0	0	19	26	27	10	18	0	0	22	31	4	20	14	27	27	1	4	1	9	9	20	12	18	16	8	2
1707250748	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	23	24	16	16	15	16	16	16	20	8	10	9	10	9	0	0	57	43	14	18	18	18	63	11	12	12	12	12	18	50	10	59	59	12	14	13	14	43	13	19	15	63	16	16	16	15	37	46	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	23	26	25	9	11	10	14	13	13	14	14	14	14	12	35	4	9	8	59	8	11	12	12	0	0	47	33	32	41	11	10	1	1	12	21	41	25	21	0	48	12	10	23	41	8	9	23	38	18	9	10	16	0	0	19	26	27	10	16	0	0	22	31	4	20	14	27	27	0	4	1	9	9	20	11	18	16	8	2
1707251027	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	21	24	15	16	14	16	16	16	20	8	10	9	10	9	0	0	57	42	14	18	18	17	62	11	12	12	12	12	17	50	10	59	59	8	10	9	10	42	13	19	14	63	16	16	16	15	37	44	33	0	0	59	12	13	11	12	12	57	13	13	13	14	49	39	10	11	9	12	12	20	18	25	8	9	8	14	12	13	13	12	13	13	12	34	4	9	7	58	8	11	12	11	0	0	38	25	17	41	11	10	0	1	10	15	39	22	21	0	48	12	10	20	35	4	7	21	34	16	9	7	15	0	0	17	26	22	7	15	0	0	20	31	3	20	12	24	27	0	4	1	9	9	20	11	17	15	8	2
1707251309	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	20	24	15	16	14	16	15	15	20	8	10	9	9	9	0	0	57	42	14	18	18	17	62	11	12	12	12	12	17	50	9	59	59	8	10	9	10	40	11	19	14	63	16	16	16	15	36	39	32	0	0	56	11	12	10	12	12	57	13	13	13	14	48	38	10	10	8	12	12	14	0	22	3	9	6	9	7	11	11	12	11	11	10	31	3	8	6	57	8	10	12	11	0	0	27	22	11	36	8	8	0	1	10	14	37	19	20	0	47	11	10	15	30	1	5	19	25	14	9	7	14	0	0	17	26	21	7	14	0	0	18	31	3	20	12	24	27	0	4	1	8	7	20	11	17	14	8	2
1707251351	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	20	24	15	16	14	16	15	15	20	8	10	9	9	9	0	0	57	42	14	18	18	17	62	11	12	12	12	12	17	50	9	59	59	8	10	9	10	40	11	19	14	63	16	16	16	15	36	39	32	0	0	56	11	12	10	12	12	57	13	13	13	14	48	38	10	10	8	12	12	14	0	22	3	9	6	9	7	11	11	12	11	11	10	31	3	8	6	57	8	10	12	11	0	0	26	22	11	36	8	8	0	1	10	14	37	19	20	0	47	11	10	15	30	1	5	19	25	14	9	7	14	0	0	17	26	21	7	14	0	0	18	31	3	20	12	24	27	0	4	1	8	7	20	11	17	14	8	2
1707251441	8	1	2	1	0	1	2	0	1	0	1	21	24	11	11	11	12	12	19	24	14	16	14	16	15	15	20	8	10	9	9	9	0	0	57	42	14	18	18	17	61	11	12	11	12	12	17	49	9	54	54	8	8	8	8	38	10	19	13	61	16	16	16	13	36	36	31	0	0	53	11	12	8	12	11	55	11	13	13	14	48	37	10	10	7	12	12	0	0	6	3	6	2	7	3	6	9	3	11	11	9	27	1	7	5	53	7	8	12	10	0	0	25	22	11	33	5	8	0	1	9	12	36	16	17	0	44	11	7	14	29	0	5	18	18	14	9	7	14	0	0	17	26	21	7	14	0	0	15	31	3	20	12	24	27	0	4	1	8	7	19	11	17	13	7	2
1707251521	8	1	2	1	0	1	2	0	1	0	1	20	23	10	11	10	12	12	19	24	14	16	14	16	15	14	20	8	10	9	8	9	0	0	57	41	14	18	18	16	61	11	12	11	12	12	17	49	9	53	53	8	8	7	8	35	8	19	12	61	16	16	16	13	36	35	31	0	0	50	11	12	6	12	10	55	11	13	13	14	48	37	10	10	7	12	12	0	0	0	3	6	2	7	3	6	5	3	9	11	9	25	0	6	5	52	7	7	12	10	0	0	25	21	10	30	4	6	0	1	9	12	31	15	17	0	40	11	3	14	25	0	1	18	15	14	8	7	14	0	0	16	26	21	7	14	0	0	15	31	2	20	12	24	27	0	4	1	8	7	19	11	17	13	7	2
1707251605	8	1	2	1	0	1	2	0	1	0	1	18	22	10	11	10	10	11	19	24	10	12	10	12	15	14	20	8	10	9	8	9	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	47	9	51	51	8	8	7	6	28	1	9	8	60	16	16	16	12	36	30	31	0	0	43	8	6	1	8	6	55	11	13	13	14	24	29	9	10	6	12	12	14	13	3	3	6	2	7	3	6	5	3	9	9	9	21	0	3	4	47	7	5	10	9	0	0	25	21	10	28	4	4	0	1	9	13	27	13	17	0	35	9	0	14	24	0	0	18	15	14	8	7	14	0	0	16	26	21	7	14	0	0	14	31	2	20	12	24	27	0	4	1	8	7	19	11	17	13	7	2
1707251658	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	7	9	8	8	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	46	6	44	44	7	5	6	4	20	0	6	4	57	16	14	16	11	35	25	31	0	0	32	6	2	0	8	2	50	10	13	12	11	19	28	6	8	5	12	12	9	0	0	4	4	4	3	6	4	4	4	4	4	4	16	0	1	5	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	31	11	2	14	24	6	6	18	14	14	8	7	14	0	0	16	26	21	7	14	0	0	14	31	2	20	12	24	27	0	4	1	8	7	19	11	18	12	7	2
1707251727	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	46	6	44	44	7	5	6	4	20	0	6	4	57	16	14	16	11	34	25	31	0	0	32	6	2	0	8	2	50	10	13	12	11	19	28	6	8	5	12	12	6	0	0	3	3	4	2	6	4	4	4	4	4	4	16	2	1	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	23	4	7	18	13	14	8	7	14	0	0	16	26	21	7	14	0	0	13	31	2	20	12	24	27	0	4	1	8	7	19	11	18	12	7	2
1707251900	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	46	6	44	44	7	5	6	4	20	0	6	4	56	16	14	16	10	36	24	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	5	0	0	3	3	4	2	6	4	4	4	4	3	4	16	1	2	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	7	14	0	0	16	26	21	7	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	11	18	12	7	2
1707251927	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	46	6	44	44	7	5	6	4	20	0	6	4	56	16	14	16	10	36	24	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	5	0	0	3	3	4	2	6	4	4	4	4	3	4	16	1	2	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	11	18	12	7	2
1707252025	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	45	6	44	44	7	5	6	4	20	0	6	4	56	16	14	16	10	36	24	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	5	0	0	3	3	4	2	6	4	4	4	4	3	4	16	1	2	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	11	17	12	7	2
1707252100	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	45	6	44	44	7	5	6	4	20	0	6	4	56	16	14	16	10	36	23	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	4	0	0	3	3	4	2	6	4	3	4	3	4	4	16	0	3	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	11	17	12	7	2
1707252124	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	45	6	44	44	7	5	6	4	20	0	6	4	56	16	14	16	10	36	23	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	4	0	0	3	3	4	2	6	4	3	4	3	4	4	16	0	3	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	11	17	12	7	2
1707252143	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	45	6	44	44	7	5	6	4	20	0	6	4	56	16	14	16	10	36	23	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	4	0	0	3	3	4	2	6	4	3	4	3	4	4	16	0	3	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	11	17	12	7	2
1707252259	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	45	6	44	44	7	5	6	4	20	0	6	4	57	16	14	16	11	36	23	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	4	0	0	3	3	4	2	6	4	3	4	3	4	4	16	1	2	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707252332	8	1	2	1	0	1	2	0	1	0	1	14	21	10	9	10	7	11	19	24	10	12	10	12	15	10	20	8	9	8	7	8	0	0	57	41	8	12	12	10	61	11	12	11	12	12	17	45	6	44	44	7	5	6	4	20	0	6	4	57	16	14	16	11	36	23	31	0	0	32	6	2	0	8	2	50	11	12	12	11	19	28	6	8	5	12	12	4	0	0	3	3	4	2	6	4	3	4	3	4	4	16	1	2	7	34	4	0	10	4	0	0	24	21	10	28	7	7	0	1	9	13	27	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707260820	8	1	2	1	0	1	2	0	1	0	1	8	18	10	5	10	7	6	18	23	10	12	9	11	15	8	20	8	8	8	6	8	0	0	57	41	8	12	12	10	59	11	11	10	12	12	17	38	6	37	37	7	3	5	0	16	0	6	0	55	16	14	16	9	36	19	31	0	0	25	6	1	0	4	0	46	11	12	10	9	15	28	5	5	5	12	12	0	0	0	3	3	3	2	4	4	3	3	3	4	4	14	2	0	6	24	1	0	7	0	0	0	24	21	10	29	8	7	0	1	9	13	25	13	17	0	30	11	1	14	18	0	6	18	13	14	8	6	14	0	0	16	26	21	6	14	0	0	13	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707261009	8	1	2	1	0	1	2	0	1	0	1	0	11	5	0	0	5	3	0	16	5	9	0	4	14	0	19	7	5	6	3	8	0	0	23	27	6	12	11	9	28	5	4	4	9	12	8	13	4	11	11	2	1	2	0	14	2	6	2	28	13	0	13	2	34	2	28	0	0	10	4	0	0	0	2	15	0	10	1	0	6	28	5	1	0	12	12	13	2	2	3	3	3	2	4	4	3	3	3	3	4	12	3	2	5	2	0	0	2	0	0	0	24	21	10	28	7	7	0	1	9	12	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	21	6	14	0	0	13	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707261047	8	1	2	1	0	1	2	0	1	0	1	0	6	5	0	0	2	1	0	1	2	1	0	0	14	0	18	7	5	6	3	8	0	0	19	27	5	10	11	8	13	6	0	3	9	8	1	11	4	11	11	2	1	2	0	12	0	6	2	18	8	0	10	0	31	0	29	0	0	9	5	0	0	0	0	13	0	9	0	0	4	28	4	2	0	12	10	15	0	0	2	3	3	2	3	4	3	3	4	2	4	10	3	0	5	0	0	0	0	0	0	0	24	21	10	28	7	7	0	1	9	12	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707261116	7	1	2	1	0	1	1	0	1	0	0	9	8	6	1	1	4	3	5	10	3	4	1	1	14	0	16	7	5	5	1	8	0	0	18	27	5	10	10	8	12	6	0	3	15	8	0	11	4	9	9	2	3	4	0	12	0	6	2	14	6	0	8	0	29	0	29	0	0	9	5	0	0	0	0	12	0	8	0	0	0	28	4	0	0	12	8	15	0	0	2	3	3	2	3	4	3	3	4	2	4	10	3	0	5	0	0	0	0	0	0	0	24	21	10	28	7	7	0	1	9	12	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707261144	7	1	2	1	0	1	1	0	1	0	0	2	12	7	0	0	3	2	0	6	0	2	0	0	12	0	12	6	3	4	1	8	0	0	16	27	5	9	10	7	8	3	0	3	15	7	0	11	4	7	7	1	2	4	2	12	2	8	4	12	3	0	9	0	28	0	29	0	0	9	5	0	0	0	0	12	2	11	2	1	0	25	2	0	0	11	8	13	0	0	0	3	3	2	3	4	3	3	4	2	4	9	1	1	5	0	1	3	2	2	0	0	23	21	10	28	7	7	0	1	9	13	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707261213	7	1	2	1	0	1	1	2	3	2	2	0	12	7	0	0	3	0	0	7	0	3	0	0	12	0	-3	7	3	4	1	8	0	0	16	27	5	10	10	6	6	2	0	1	15	7	1	11	4	7	7	1	2	4	2	12	2	8	4	12	3	0	9	0	27	0	29	0	0	9	5	0	0	0	0	11	1	11	2	1	0	25	2	0	0	11	8	10	0	0	0	3	2	2	3	4	3	3	2	2	4	9	1	1	5	0	0	3	4	1	0	0	23	21	10	28	7	7	0	1	9	13	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	12	24	27	0	4	1	8	7	19	12	16	12	7	2
1707261257	7	1	2	1	0	1	1	2	3	2	2	0	12	9	2	2	5	2	0	7	1	5	2	2	13	13	-3	7	3	1	1	8	0	0	16	27	5	10	10	6	12	3	0	1	15	7	0	10	4	6	6	0	2	4	2	12	2	8	4	12	3	0	9	0	27	0	29	0	0	9	7	2	0	4	2	10	0	13	0	1	0	26	3	0	0	11	8	9	0	0	0	3	2	2	3	4	3	3	2	2	3	9	1	1	5	0	0	3	4	1	0	0	23	21	10	28	7	7	0	1	9	13	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	11	24	27	0	4	1	8	7	19	12	17	10	7	2
1707261315	7	1	2	1	0	1	1	2	3	2	2	0	12	9	2	2	5	2	0	5	1	6	0	1	13	10	-2	6	3	1	1	7	0	0	16	27	5	10	10	6	12	3	0	1	15	7	0	10	4	6	6	0	2	4	2	12	2	8	4	12	3	0	9	0	27	0	29	0	0	7	7	1	0	4	1	10	0	13	0	1	0	26	3	0	0	11	8	9	0	0	0	3	2	2	3	4	3	3	2	2	3	9	1	1	5	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	21	6	14	0	0	14	31	2	19	11	24	20	0	4	1	8	7	18	12	16	11	7	2
1707261354	7	1	2	1	0	1	1	2	3	2	2	0	12	9	2	2	5	2	0	5	2	6	0	0	13	3	-1	2	3	0	0	7	0	0	15	27	5	9	8	8	12	3	0	1	15	7	0	10	4	6	6	0	2	4	2	11	2	8	3	12	3	0	9	0	27	-2	29	0	0	5	7	0	0	3	1	10	0	13	0	1	0	25	3	0	0	10	8	8	0	0	0	3	2	2	3	4	3	3	2	1	3	9	1	1	5	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	25	13	17	0	30	11	1	14	18	0	6	18	14	14	8	6	14	0	0	16	26	10	6	14	0	0	14	31	2	19	11	24	17	0	4	1	8	7	18	12	16	11	7	2
1707261538	5	1	2	1	0	0	1	1	2	2	2	0	12	9	1	3	5	2	3	3	0	5	0	0	13	0	-1	0	1	1	0	7	0	0	0	14	0	0	2	0	12	3	0	1	15	7	0	11	4	5	5	0	2	4	1	11	2	8	3	12	2	1	9	0	26	-2	-7	0	0	3	7	0	0	2	0	9	0	13	0	0	0	5	0	0	0	1	0	6	0	0	0	3	2	2	3	3	3	3	1	1	3	9	1	1	5	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	25	13	17	0	30	11	1	14	17	-1	6	18	14	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	18	12	16	11	7	2
1707261603	5	1	2	1	0	0	0	1	2	2	2	0	11	9	0	3	5	2	3	3	0	5	0	0	13	0	-1	0	1	1	0	7	0	0	0	12	0	0	0	0	12	3	0	1	15	7	0	11	4	5	5	0	2	4	1	11	2	8	3	12	2	1	9	0	26	-2	-5	0	0	3	7	0	0	2	0	9	0	13	0	0	0	4	0	0	0	0	0	6	0	0	0	3	2	2	3	3	3	3	1	1	3	9	1	1	5	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	25	13	17	0	30	11	1	14	17	-1	6	18	14	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	10	7	2
1707261646	5	1	2	1	0	0	0	1	2	2	2	0	10	9	1	1	5	2	1	4	0	5	0	0	12	0	-1	0	1	1	0	7	0	0	0	0	1	0	8	3	11	3	0	1	14	7	0	9	4	5	5	0	2	4	1	9	1	8	2	11	2	0	9	0	23	-2	-3	0	0	2	7	0	0	0	1	7	0	11	0	0	0	4	0	0	0	0	0	4	0	0	0	3	2	2	2	3	3	3	1	0	3	9	1	1	5	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	14	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	18	9	7	2
