date	IBIO1010_12290	IBIO1011_12598	IBIO1011_13965	IBIO1011_16861	IBIO1011_21005	IBIO1110_13252	IBIO1110_13253	IBIO1110_21008	IBIO1110_27987	IBIO1701B_27988	IBIO1999_18992	IBIO2102_27989	IBIO2102L_27990	IBIO2102L_27991	IBIO2102L_27992	IBIO2102L_27993	IBIO2102L_28257	IBIO2102L_28258	IBIO2240_13066	IBIO2241_13067	IBIO2241_13627	IBIO2241_27994	IBIO2241_28600	IBIO2650_25751	IBIO2651_25752	IBIO2651_25753	IBIO2651_25754	IBIO2651_25755	IBIO3160_27999	IBIO3160_28000	IBIO3161_28238	IBIO3161_28240	IBIO3161_28241	IBIO3161_28242	IBIO3161_28595	IBIO3161_28596	IBIO3161_28597	IBIO3161_28598	IBIO3216_28001	IBIO3216L_28243	IBIO3216L_28244	IBIO3216L_28245	IBIO3216L_28246	IBIO3260_27995	IBIO3260L_27996	IBIO3260L_27997	IBIO3260L_27998	IBIO3260L_28580	IBIO3260L_28581	IBIO3260L_28582	IBIO3270_28002	IBIO3271_28003	IBIO3271_28004	IBIO3271_28005	IBIO3271_28583	IBIO3271_28584	IBIO3271_28594	IBIO3370_28006	IBIO3470_28007	IBIO3471_28008	IBIO3471_28009	IBIO3471_28010	IBIO3471_28599	IBIO3680_28011	IBIO3702_25878	IBIO3702_25879	IBIO3702_25880	IBIO3702_25881	IBIO3702_25882	IBIO3702_25883	IBIO3702_25884	IBIO3702_25885	IBIO3870_21143	IBIO3991_15306	IBIO4111_28013	IBIO4502_28014	IBIO4690_28015	IBIO4701_26780	IBIO4701_28251	IBIO4701_28252	IBIO4701_28253	IBIO4701_28254	IBIO4701_28255	IBIO4701_28256	IBIO4702_25888	IBIO4702_25889	IBIO4702_25890	IBIO4702_25891	IBIO4702_25892	IBIO4702_25893	IBIO4702_25894	IBIO4703_25896	IBIO4703_25897	IBIO4703_25898	IBIO4703_25899	IBIO4703_25900	IBIO4703_25901	IBIO4703_25902	IBIO4704_25904	IBIO4704_25905	IBIO4704_25906	IBIO4704_25907	IBIO4704_25908	IBIO4704_25909	IBIO4704_25910	IBIO4770_13695	IBIO4780_25911	IBIO4780_25912	IBIO4780_25913	IBIO4780_25914	IBIO4780_25915	IBIO4780_25916	IBIO4790_25917	IBIO4790_25918	IBIO4790_25919	IBIO4790_25920	IBIO4790_25921	IBIO6002_25923	IBIO6002_25924	IBIO6002_25925	IBIO6002_25926	IBIO6002_25927	IBIO6003_25928	IBIO6003_25930	IBIO6003_25931	IBIO6003_25932	IBIO6004_14082	IBIO6005_14083	IBIO6006_28282	IBIO6007_28283	IBIO6402_14057	IBIO6961_25937	IBIO6961_25938	IBIO6961_25939	IBIO6961_25940	IBIO6962_25941	IBIO6962_25942	IBIO6962_25943	IBIO6962_25944	IBIO6963_14060	IBIO6970_25945	IBIO6970_25946	IBIO6970_25947	IBIO6970_25948	IBIO6980_25949	IBIO6980_25950	IBIO6980_25951	IBIO6980_25952	IBIO6981_25953	IBIO6981_25954	IBIO6981_25955	IBIO6981_25956	IBIO6982_14064	IBIO6982_25957	IBIO6982_25958	IBIO6982_25959	IBIO6983_28278	IBIO6983_28279	IBIO6983_28280	IBIO6983_28281	IBIO6990_24321	IBIO6990_26174	IBIO6997_21062
1707251521	38	16	18	0	4	15	21	4	3	53	0	115	23	24	23	24	25	25	62	26	24	26	16	53	14	12	13	14	46	27	28	21	39	40	16	9	20	20	9	0	0	9	0	60	40	34	33	18	4	12	67	24	39	26	18	20	0	48	54	8	31	30	10	44	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	3	4	4	4	4	3	3	3	4	4	0	0	4
1707251605	38	16	18	0	4	15	21	4	3	53	0	115	23	24	23	24	25	25	60	25	23	26	16	51	14	12	11	14	38	25	25	21	39	40	14	5	19	20	7	0	0	7	0	52	40	32	32	17	0	12	56	20	38	22	16	20	0	46	43	3	29	28	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	3	4	4	4	4	3	3	3	4	4	0	0	4
1707251658	38	16	18	0	4	15	21	4	3	52	0	112	23	23	23	23	24	25	52	24	21	24	13	46	14	10	11	11	29	24	20	17	39	40	13	5	19	20	6	0	0	6	0	50	39	31	32	17	0	12	48	15	38	19	16	20	0	43	33	1	28	21	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707251727	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	24	20	24	14	46	14	10	11	11	29	24	20	17	39	40	13	5	19	20	7	0	0	7	0	50	39	31	32	17	0	12	48	15	38	19	16	20	0	43	33	1	27	22	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707251900	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	24	20	24	14	46	14	10	11	11	29	24	20	17	39	40	13	5	19	20	7	0	0	7	0	50	39	31	32	17	0	12	48	15	38	19	16	20	0	43	33	1	28	21	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707251927	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	14	10	14	14	46	14	10	11	11	29	24	0	-1	19	20	13	5	19	20	7	0	0	7	0	50	19	11	12	17	0	12	48	0	18	0	16	20	0	43	33	0	13	6	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707252025	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	14	10	14	14	46	14	10	11	11	29	24	0	-1	19	20	13	5	19	20	7	0	0	7	0	50	19	11	12	17	0	12	48	0	18	0	16	20	0	43	330930	0	13	6	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707252100	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	14	10	14	14	46	14	10	11	11	29	24	0	-1	19	20	13	5	19	20	7	0	0	7	0	50	19	11	12	17	0	12	48	0	18	0	16	20	0	43	33	0	13	6	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707252124	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	14	10	14	14	46	14	10	11	11	29	24	0	-1	19	20	13	5	19	20	7	0	0	7	0	50	19	11	12	17	0	12	48	0	18	0	16	20	0	43	33	0	13	6	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707252143	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	14	10	14	14	46	14	10	11	11	29	24	0	-1	19	20	13	5	19	20	7	0	0	7	0	50	19	11	12	17	0	12	48	0	18	0	16	20	0	43	33	0	13	6	8	43	0	0	0	0	0	0	0	0	28	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	12	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	3	3	4	4	0	0	4
1707252259	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	14	10	14	14	46	14	10	11	11	29	24	0	-1	14	15	8	0	14	15	7	0	0	7	0	50	14	6	7	12	0	7	48	0	18	0	16	20	0	43	33	0	13	7	7	43	0	0	0	0	0	0	0	0	28	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707252332	38	16	18	0	4	15	21	4	3	52	0	112	23	24	22	23	24	25	52	14	10	14	14	46	14	10	11	11	29	24	0	-1	14	15	8	0	14	15	7	0	0	7	0	50	14	6	7	12	0	7	48	0	18	0	16	20	0	43	33	0	13	7	7	43	0	0	0	0	0	0	0	0	28	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707260820	38	16	18	0	4	10	11	-1	-2	51	0	109	22	22	22	23	24	25	48	14	7	14	13	41	13	9	10	9	22	24	0	-1	13	12	7	0	12	15	7	0	0	7	0	49	14	6	7	12	0	6	46	0	12	0	10	0	-5	42	32	0	13	7	6	43	0	0	0	0	0	0	0	0	28	0	-1	-1	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	47	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261009	38	16	18	0	4	10	11	-1	-2	44	0	81	18	14	12	20	23	23	14	0	0	7	7	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	28	0	-3	-4	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-3	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261047	38	16	18	0	4	10	11	-1	-2	43	0	68	17	10	8	19	23	20	4	0	0	0	4	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	27	-1	-3	-4	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261116	38	16	18	0	4	10	11	-1	-2	41	0	59	17	6	7	18	22	18	0	0	0	0	0	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-1	-4	-4	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261144	38	16	18	0	4	10	11	-1	-2	38	0	44	17	5	4	10	22	15	0	0	0	0	0	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-1	-4	-4	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261213	38	16	18	0	4	10	11	-1	-2	38	0	44	17	4	5	9	22	16	0	0	0	0	0	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-1	-4	-4	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261257	38	16	18	0	4	10	11	-1	-2	38	0	44	18	4	4	9	22	16	0	0	0	0	0	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-1	-4	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261315	38	16	18	0	4	10	11	-1	-2	38	0	44	18	4	4	9	22	16	0	0	0	0	0	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-1	-4	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	3	3	3	4	4	0	0	4
1707261354	38	16	18	0	4	9	12	-1	-2	38	0	44	18	5	4	8	22	16	0	0	0	0	0	30	11	6	7	6	18	24	0	-1	14	10	3	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-1	-4	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	10	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	4	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261538	38	16	18	0	4	9	12	-1	-2	27	0	24	14	0	0	3	21	15	0	0	0	0	0	30	11	6	7	6	16	24	0	-1	14	10	1	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261603	38	16	18	0	4	9	12	-1	-2	21	0	24	14	0	0	3	21	15	0	0	0	0	0	30	11	6	7	6	16	24	0	-1	14	10	1	0	13	15	6	0	0	6	0	49	14	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	25	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261646	37	16	17	0	4	8	12	-1	-2	13	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	5	0	0	5	0	48	13	6	7	12	0	6	45	0	12	0	9	0	0	42	30	0	13	6	5	43	0	-1	0	0	0	0	0	0	24	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261709	37	16	17	0	4	8	12	-1	-2	15	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	4	0	0	4	0	48	13	6	7	12	0	6	45	0	12	0	9	0	0	41	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	24	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261733	36	15	17	0	4	7	12	-1	-2	15	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261807	36	15	17	0	4	7	12	-1	-2	13	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261822	36	15	17	0	4	7	12	-1	-2	13	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261842	36	15	17	0	4	7	12	-1	-2	13	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261903	36	15	17	0	4	7	12	-1	-2	12	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707261944	36	15	17	0	4	7	12	-1	-2	12	0	21	14	0	1	0	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707262004	36	15	17	0	4	7	12	-1	-2	12	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707262107	36	15	17	0	4	7	12	-1	-2	12	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707262125	36	15	17	0	4	7	12	-1	-2	12	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707262142	36	15	17	0	4	7	12	-1	-2	12	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	9	1	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
1707262337	36	15	17	0	4	7	12	-1	-2	13	0	21	14	0	0	1	21	14	0	0	0	0	0	30	11	6	7	6	14	24	0	-1	14	8	2	0	12	15	3	0	0	3	0	48	13	6	7	12	0	6	44	0	11	0	9	0	0	40	29	0	13	5	5	43	0	-1	0	0	0	0	0	0	23	-2	-7	-4	23	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-4	0	0	0	0	0	0	-1	0	0	0	0	0	46	13	10	13	15	11	15	9	9	9	8	9	4	4	4	4	4	0	0	0	0	4	4	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	3	4	4	3	3	4	4	3	3	3	4	4	0	0	4
