date	PSIC1016_24884	PSIC1018_27214	PSIC1019_24886	PSIC1020_27215	PSIC1021_27216	PSIC1022_24889	PSIC1024_24891	PSIC1025_27217	PSIC1026_27218	PSIC1027_27219	PSIC1030_27221	PSIC1110B_27222	PSIC1129B_27224	PSIC1130B_27225	PSIC1204_10438	PSIC1204_18771	PSIC1205_10439	PSIC1205_23328	PSIC1402_20993	PSIC1402_20995	PSIC1403_15098	PSIC2312_19697	PSIC2313_19698	PSIC2315_27226	PSIC2316_24902	PSIC2318_18186	PSIC2503_14103	PSIC2504_13262	PSIC2504_28344	PSIC2600_23329	PSIC2600_23330	PSIC2601_13263	PSIC2601_28347	PSIC2602_23331	PSIC2602_25788	PSIC2706_11420	PSIC2706_13336	PSIC2707_13264	PSIC2707_14071	PSIC2708_14070	PSIC3600_13445	PSIC3705_10442	PSIC3706_10440	PSIC3707_12069	PSIC3708_15154	PSIC3800_11540	PSIC3801_10649	PSIC3811_10650	PSIC3812_10651	PSIC3814_15093	PSIC3815_13700	PSIC3818_28592	PSIC3820_27227	PSIC3833_24905	PSIC3891_27228	PSIC3899_28591	PSIC3915_24916	PSIC3916_24917	PSIC3925_27230	PSIC3930_27232	PSIC3932_27233	PSIC3939_27234	PSIC3940_27235	PSIC3941_27236	PSIC3952_28590	PSIC3961_11077	PSIC3962_10441	PSIC4100_10170	PSIC4106_10171	PSIC4107_16001	PSIC4108_10355	PSIC4237_28727	PSIC4707_28728	PSIC4890_14124	PSIC4891_22376	PSIC6400_11189	PSIC6970_12070	PSIC6980_12071	PSIC6981_12072	PSIC6990_12566	PSIC6991_14110	PSIC6992_13693	PSIC6997_28544
1707261733	2	4	0	0	2	2	1	0	0	5	-2	0	38	5	0	0	0	-2	32	0	24	34	6	23	0	0	0	0	0	12	0	3	0	0	15	0	17	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	1	5	4	4	9	3	10	9	12	1
1707261807	2	4	0	0	2	2	1	0	0	5	-2	0	37	3	0	0	0	-2	32	0	24	33	6	23	0	0	0	0	0	12	0	2	0	0	15	0	17	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	1	5	4	4	9	3	10	9	12	1
1707261822	2	4	0	0	2	2	1	0	0	5	-2	0	37	3	0	0	0	-2	32	0	24	33	6	23	0	0	0	0	0	12	0	2	0	0	15	0	17	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	1	5	4	4	9	3	10	9	12	1
1707261842	2	4	0	0	2	2	1	0	0	5	-2	0	37	0	0	0	0	-2	32	0	24	33	5	23	0	0	-2	0	0	12	0	2	0	0	15	0	16	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	1	5	4	4	9	3	10	9	12	1
1707261903	2	4	0	0	2	2	1	0	0	5	-2	0	37	0	0	0	0	-2	32	0	24	33	5	23	0	0	-2	0	0	12	0	2	0	0	15	0	16	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	1	5	4	4	9	3	10	9	12	1
1707261944	2	4	0	0	2	2	1	0	0	5	-2	0	37	0	0	0	0	-2	32	0	24	33	5	23	0	0	-2	0	0	12	0	2	0	0	15	1	15	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	1	5	4	4	9	3	10	9	12	1
1707262004	2	4	0	0	2	2	1	0	0	5	-2	0	37	0	0	0	0	-2	32	0	23	33	5	23	0	0	-2	0	0	12	0	2	0	0	15	1	15	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	1	5	4	4	9	3	10	9	12	1
1707262107	2	4	0	0	2	2	1	0	0	5	-2	0	37	0	0	0	0	-2	32	0	23	33	5	23	0	0	-2	0	-2	12	0	5	0	0	10	1	15	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707262125	2	4	0	0	2	2	1	0	0	5	-2	0	37	0	0	0	0	-2	32	0	23	33	5	23	0	0	-2	0	-2	12	0	5	0	0	10	1	15	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707262142	2	4	0	0	2	2	1	0	0	5	-2	0	37	0	0	0	0	-2	32	0	22	33	5	23	0	0	-2	0	-2	12	0	5	0	0	10	0	15	13	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	6	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707262337	1	3	0	0	2	2	1	0	0	5	-2	0	36	0	0	0	0	-2	32	0	22	33	3	24	0	0	-2	0	-2	12	0	4	0	0	10	0	15	11	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707270001	1	3	0	0	2	2	1	0	0	5	-2	0	36	0	0	0	0	-2	32	0	22	33	3	24	0	0	-2	0	-2	12	0	4	0	0	10	0	15	11	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707270737	1	3	0	0	2	2	1	0	0	5	-2	0	36	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	10	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707270816	1	3	0	0	2	2	1	0	0	5	-2	0	36	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	10	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707270840	1	3	0	0	2	2	1	0	0	5	-2	0	36	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	10	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707270903	1	3	0	0	2	2	1	0	0	5	-2	0	36	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	10	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271009	1	3	0	0	1	2	1	0	0	5	-2	0	36	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271027	1	3	0	0	1	2	1	0	0	5	-2	0	36	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271053	1	3	0	0	1	2	1	0	0	5	-2	0	35	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271136	1	3	0	0	1	2	1	0	0	5	-2	0	35	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	-2	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271218	1	3	0	0	1	2	1	0	0	5	-2	0	35	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	8	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271250	1	3	0	0	1	2	1	0	0	5	-2	0	35	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	8	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271309	1	3	0	0	1	2	1	0	0	5	-2	0	35	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	8	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271338	1	3	0	0	1	2	1	0	0	5	-2	0	35	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	8	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271422	1	3	0	0	1	2	1	0	0	5	-2	0	34	0	1	0	0	-2	32	0	22	32	3	23	0	0	-2	0	8	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	0	0	0	5	4	4	9	3	10	9	12	1
1707271448	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	23	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	13	6	3	4	-1	0	0	5	4	4	9	3	10	9	12	1
1707271510	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	0	5	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707271544	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	9	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	0	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707271643	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707271704	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707271720	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707271802	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707272002	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707272150	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707272237	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	0	8	12	0	4	0	0	10	0	15	8	-1	0	12	38	9	15	14	0	0	8	5	25	25	0	0	4	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707281100	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	10	8	12	0	4	0	0	10	0	15	8	-1	0	12	37	9	15	14	0	-2	7	5	19	19	0	0	1	9	0	0	0	0	0	0	0	0	1	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707281233	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	10	8	12	0	4	0	0	10	0	12	8	-1	0	12	37	9	15	14	0	-2	7	5	19	19	0	0	1	9	0	0	0	1	0	0	0	0	2	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707281457	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	3	22	0	0	-2	10	8	12	0	4	0	0	10	0	12	8	-1	0	12	37	9	15	14	0	-2	7	5	19	19	0	0	1	9	0	0	0	1	0	0	0	0	0	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707281621	1	3	0	0	1	2	1	0	0	5	-2	0	34	1	0	0	0	-2	32	0	21	32	2	22	0	0	-2	10	8	12	0	4	0	0	10	0	12	8	-1	10	12	37	9	15	14	0	-2	7	5	19	19	0	0	1	9	0	0	0	1	0	0	0	0	0	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
1707281911	1	3	0	0	1	2	1	0	0	5	-3	1	33	1	0	0	0	-2	32	0	21	32	2	21	0	0	-2	0	-1	12	0	4	0	0	10	0	12	8	-1	0	12	37	9	15	14	0	-2	7	5	19	19	0	0	0	9	0	0	0	1	0	0	0	0	0	1	-1	2	12	5	3	4	-1	-3	0	5	4	4	9	3	10	9	12	1
