date	ARQU1010_23747	ARQU1020_10904	ARQU1021_10193	ARQU1100_26256	ARQU1111_13825	ARQU1111_14020	ARQU1111_14022	ARQU1111_14025	ARQU1111_20809	ARQU1121_13826	ARQU1121_14026	ARQU1121_14027	ARQU1121_14028	ARQU1121_27531	ARQU1201_10766	ARQU1201_10768	ARQU1201_12445	ARQU1201_12446	ARQU1201_16622	ARQU1202_10676	ARQU1202_10770	ARQU1202_12447	ARQU1202_12448	ARQU1202_27533	ARQU1225A_12236	ARQU1226A_11064	ARQU1229A_12000	ARQU1231B_26257	ARQU1301_10677	ARQU1301_10772	ARQU1301_12449	ARQU1301_16623	ARQU1301_20811	ARQU1302_10678	ARQU1302_10773	ARQU1302_12455	ARQU1302_12456	ARQU1302_27535	ARQU1305A_12237	ARQU1306B_10679	ARQU1410_11164	ARQU1410_11230	ARQU1410_12451	ARQU1410_12452	ARQU1410_13317	ARQU1420_11165	ARQU1420_11231	ARQU1420_12453	ARQU1420_25689	ARQU1420_27538	ARQU1502_14034	ARQU1503_12264	ARQU1503_12459	ARQU1503_13258	ARQU1503_13259	ARQU1503_16982	ARQU1504_13250	ARQU1552_11166	ARQU2101_10857	ARQU2101_12121	ARQU2101_13260	ARQU2101_13271	ARQU2101_15075	ARQU2102_10218	ARQU2102_12122	ARQU2102_12460	ARQU2102_13272	ARQU2102_13273	ARQU2103_11372	ARQU2103_11373	ARQU2103_13652	ARQU2103_13653	ARQU2103_13654	ARQU2201_23751	ARQU2201_25691	ARQU2202_10026	ARQU2202_23038	ARQU2203_10590	ARQU2203_23043	ARQU2310_23752	ARQU2310_25693	ARQU2320_23753	ARQU2320_25695	ARQU2330_23754	ARQU2330_25696	ARQU2410_23755	ARQU2410_25697	ARQU2420_23756	ARQU2420_25698	ARQU2430_23757	ARQU2430_25699	ARQU3156_23003	ARQU3163_13669	ARQU3168_23758	ARQU3249_18589	ARQU3252_25820	ARQU3325_14033	ARQU3351_21358	ARQU3449_28368	ARQU3823_13715	ARQU3828_13672	ARQU3829_13673	ARQU3852_20139	ARQU3853_20141	ARQU3854_20142	ARQU3858_21360	ARQU3859_21361	ARQU3860_21362	ARQU3861_23765	ARQU3862_23766	ARQU3863_23767	ARQU3864_26263	ARQU3865_26264	ARQU3866_26265	ARQU3867_26266	ARQU3868_26267	ARQU3869_26268	ARQU3870_27791	ARQU3871_27792	ARQU3872_27793	ARQU3910_11293	ARQU3910_11849	ARQU3911_12151	ARQU3911_25711	ARQU3912_12273	ARQU3912_16888	ARQU3913_15151	ARQU3913_15153	ARQU3920_23771	ARQU3930_11295	ARQU3931_12152	ARQU3932_15361	ARQU3933_15152	ARQU3990_11371	ARQU3991_23772	ARQU3992_23773	ARQU4102_27873	ARQU4105_27879	ARQU4202_27883	ARQU4203_25367	ARQU4204_25368	ARQU4301_25198	ARQU4302_25369	ARQU4303_25370
1707251351	33	4	4	32	0	0	0	2	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	47	57	42	74	0	5	0	0	0	17	17	18	18	18	46	54	0	0	0	4	0	17	18	17	17	18	17	0	0	0	0	1	17	17	40	0	0	0	0	47	0	0	0	0	54	0	0	0	0	45	34	41	45	42	42	37	41	45	41	39	44	38	46	45	46	46	38	0	1	0	8	0	8	0	0	20	19	20	18	18	18	14	14	14	4	4	6	2	2	2	0	0	0	0	1	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-8	0	7	9	9	10	5	5	1	5
1707251441	33	4	4	32	0	0	0	2	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	40	55	34	73	0	4	0	0	0	17	16	18	18	18	40	51	0	0	0	4	0	17	17	17	17	18	17	0	0	0	0	1	17	17	39	0	0	0	0	44	0	0	0	0	53	0	0	0	0	45	32	40	45	42	42	37	41	43	41	37	43	35	45	45	46	46	36	0	0	1	2	0	8	0	0	16	15	16	17	17	17	7	7	7	0	0	2	0	0	0	0	0	0	0	1	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	0	7	9	9	10	5	5	1	5
1707251521	33	4	4	32	0	0	0	2	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	38	54	30	72	0	4	0	0	0	17	16	18	18	18	38	50	0	0	0	4	0	17	17	17	17	18	16	0	0	0	0	1	17	17	36	0	0	0	0	42	0	0	0	0	50	0	0	0	0	45	32	40	45	38	42	36	41	42	41	35	43	33	45	45	45	45	35	0	0	0	0	0	8	0	0	9	8	9	15	15	15	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	0	6	9	9	10	5	5	1	5
1707251605	33	4	4	32	0	0	0	2	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	30	54	26	71	0	4	0	0	0	16	16	18	18	18	36	50	0	0	0	4	0	17	17	16	17	18	16	0	0	0	0	1	14	17	34	0	0	0	0	42	0	0	0	0	43	0	0	0	0	45	32	38	45	34	42	35	40	37	41	33	43	32	44	45	45	41	33	0	0	0	0	0	6	0	1	2	0	1	10	10	10	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	0	6	9	9	10	5	5	1	5
1707251658	33	4	3	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	21	52	16	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	14	0	0	0	0	1	14	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	43	23	34	31	36	23	41	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	5	5	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	9	9	10	5	5	1	5
1707251727	33	4	3	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	23	51	14	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	14	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	43	23	34	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	5	5	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	9	9	10	5	5	1	5
1707251900	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	22	51	14	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	14	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	23	34	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	8	8	10	5	5	1	5
1707251927	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	22	51	14	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	15	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	23	34	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	8	8	10	5	5	1	5
1707252025	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	22	50	14	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	15	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	24	33	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	5	1	5
1707252100	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	21	50	13	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	15	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	24	33	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	5	1	5
1707252124	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	21	50	13	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	15	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	24	33	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	5	1	5
1707252143	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	20	50	13	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	15	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	24	33	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	5	1	5
1707252259	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	20	50	12	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	15	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	24	33	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707252332	33	4	4	32	0	0	0	1	0	18	18	18	18	17	0	0	0	0	5	17	18	18	18	18	20	50	12	69	0	4	0	0	0	16	16	18	18	18	33	47	0	0	0	2	0	17	17	14	17	18	13	0	0	0	0	1	15	17	29	0	0	0	0	39	0	0	0	0	17	0	0	0	0	44	27	31	42	24	33	31	36	23	40	25	39	32	41	40	37	29	30	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707260820	33	4	4	32	0	0	0	1	0	18	18	17	18	17	0	0	0	0	2	17	18	17	18	18	21	56	19	69	0	3	0	0	0	15	16	18	17	16	41	45	0	0	0	2	0	17	17	13	16	18	13	0	0	0	0	0	15	17	28	0	0	0	0	34	0	0	0	0	7	0	0	0	0	44	24	25	41	18	31	29	33	17	39	20	38	30	41	40	32	25	25	0	0	0	0	0	4	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261009	33	4	4	32	0	0	0	1	0	17	17	17	18	17	0	0	0	0	0	17	18	16	18	18	0	49	4	67	0	0	0	0	0	13	16	18	15	16	35	36	0	0	0	1	0	17	17	12	15	18	11	0	0	0	0	0	14	16	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	44	13	0	38	0	24	26	16	3	29	0	35	27	39	37	12	13	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261047	33	4	3	32	0	0	0	0	0	17	15	16	18	16	0	0	0	0	0	14	18	15	18	18	1	46	1	66	0	0	0	0	0	10	16	18	12	15	29	32	0	0	0	0	0	17	16	12	12	18	11	0	0	0	0	0	14	15	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	42	6	0	36	0	19	24	12	1	27	0	25	21	38	37	3	8	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261116	33	4	3	32	0	0	0	0	0	17	15	16	18	16	0	0	0	0	0	12	18	15	18	17	0	45	0	64	0	0	0	0	0	10	16	18	11	14	25	32	0	0	0	0	0	17	16	12	11	18	10	0	0	0	0	0	13	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	0	0	31	0	19	19	8	0	26	0	20	14	38	37	0	5	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261144	33	4	3	32	0	0	0	0	0	16	15	16	18	15	0	0	0	0	0	12	18	13	18	17	0	40	0	62	0	0	0	0	0	10	15	18	10	14	22	25	0	0	0	0	0	17	16	12	9	18	9	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	23	0	17	14	6	0	26	0	16	3	38	37	0	5	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261213	33	4	3	32	0	0	0	0	0	16	15	16	18	15	0	0	0	0	0	12	18	13	18	17	1	36	0	62	0	0	0	0	0	10	15	18	9	14	23	21	0	0	0	0	0	17	16	12	9	18	9	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	22	0	17	14	6	0	26	0	16	2	38	36	0	5	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261257	33	4	3	32	0	0	0	0	0	16	15	16	18	15	0	0	0	0	0	12	18	13	18	17	0	35	0	62	0	0	0	0	0	10	15	18	9	14	24	22	0	0	0	0	0	17	16	12	9	18	9	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	23	0	17	14	6	0	26	0	16	2	38	36	0	5	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261315	33	4	3	32	0	0	0	0	0	16	15	16	18	15	0	0	0	0	0	12	18	13	18	17	0	35	0	62	0	0	0	0	0	10	15	18	9	14	24	22	0	0	0	0	0	17	16	12	9	18	9	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	23	0	17	14	6	0	25	0	17	2	38	36	0	5	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261354	33	4	3	32	0	0	0	0	0	16	15	16	18	15	0	0	0	0	0	12	18	13	18	17	0	35	0	62	0	0	0	0	0	10	15	18	9	14	24	22	0	0	0	0	0	17	16	12	9	18	8	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	23	0	17	14	6	0	25	0	16	2	38	35	0	5	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	6	7	8	10	5	4	1	5
1707261538	33	4	3	32	0	0	0	0	0	0	0	10	18	1	0	0	0	0	0	0	15	0	12	0	0	13	0	60	0	0	0	0	0	0	0	17	0	0	9	0	0	0	0	0	0	10	9	0	0	6	0	0	0	0	0	0	0	0	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	3	0	17	8	0	0	24	0	0	0	21	27	0	4	0	0	0	0	0	0	3	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	4	4	6	10	5	4	1	5
1707261603	33	4	3	32	0	0	0	0	0	0	0	9	18	0	0	0	0	0	0	0	12	0	4	0	0	10	0	60	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	10	5	2	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-6	0	0	0	0	0	0	0	0	0	33	0	0	3	0	17	8	0	0	24	0	0	0	21	27	0	4	0	0	0	0	0	0	2	0	0	2	0	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	4	4	6	10	5	4	1	5
1707261646	33	4	3	32	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	6	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-6	0	0	0	0	-3	0	0	0	0	32	0	0	0	0	14	5	0	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	3	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-9	-1	4	4	5	10	5	4	1	5
1707261709	33	4	3	32	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	3	0	58	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-6	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	5	0	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-10	-1	4	4	5	10	5	4	1	5
1707261733	33	4	3	31	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	2	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-7	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	5	0	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-11	-1	4	4	5	10	5	4	1	5
1707261807	33	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	5	0	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-11	-1	4	4	5	10	5	4	1	5
1707261822	33	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	5	0	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	49	8	2	0	0	934	-11	-1	4	4	5	10	5	4	1	5
1707261842	29	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	5	0	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	2	0	-1	-1	-1	46	7	1	-1	-2	930	-11	-1	4	4	5	10	5	4	1	5
1707261903	29	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	5	0	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	2	0	-1	-1	-1	46	7	1	-1	-2	930	-11	-1	4	4	5	10	5	4	1	5
1707261944	29	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	2	-1	-1	-1	-1	45	7	1	-2	-2	930	-11	-1	4	4	5	10	5	4	1	5
1707262004	28	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	1	1	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	22	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	2	-1	-2	-1	-2	43	7	1	-3	-3	929	-11	-1	4	4	5	10	5	4	1	5
1707262107	27	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	20	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
1707262125	27	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	16	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
1707262142	27	4	3	30	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	12	0	2	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	14	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
1707262337	27	4	3	30	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	11	0	2	0	0	0	0	57	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	14	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
1707270001	27	4	3	30	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	11	0	2	0	0	0	0	57	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	14	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
1707270737	27	4	3	30	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	11	0	2	0	0	0	0	57	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	14	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
1707270816	27	4	3	30	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	12	0	1	0	0	0	0	57	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	14	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
1707270840	27	4	3	30	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	12	0	1	0	0	0	0	58	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	-20	0	0	0	0	-19	0	0	0	0	-3	0	0	0	0	31	0	0	0	0	14	4	1	0	21	0	0	0	17	26	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	8	-1	-1	1	-1	-2	-2	-2	14	7	0	-3	-4	928	-11	-1	4	4	5	10	5	3	1	5
