date	IQUI1001_24567	IQUI1001C_25152	IQUI1001C_25153	IQUI1001C_25238	IQUI1002_11071	IQUI1002_11100	IQUI1002_11101	IQUI1002_13951	IQUI2010_24569	IQUI2010C_25157	IQUI2010C_25158	IQUI2010C_25159	IQUI2010C_25160	IQUI2020_11229	IQUI2020C_12351	IQUI2020C_12353	IQUI2020C_13741	IQUI2020C_27520	IQUI2021_11237	IQUI2021C_12354	IQUI2021C_12355	IQUI2021C_16924	IQUI2021C_27521	IQUI2023_10488	IQUI2023_10489	IQUI2023_10896	IQUI2023_10962	IQUI2023_13749	IQUI2024_10490	IQUI2024_10491	IQUI2024_10963	IQUI2024_10964	IQUI2024_15281	IQUI2024_28750	IQUI2070_10965	IQUI2090_11576	IQUI2091_25178	IQUI2091_25179	IQUI2091_25180	IQUI2091_25240	IQUI2101_13967	IQUI2101L_25181	IQUI2101L_25182	IQUI2101L_25183	IQUI2101L_25184	IQUI2102_10457	IQUI2102C_12794	IQUI2102C_12795	IQUI2102C_27559	IQUI2102C_27560	IQUI2104_11579	IQUI2104_11580	IQUI2104_11581	IQUI2104_13969	IQUI2200_10571	IQUI2200L_25210	IQUI2200L_25212	IQUI2200L_25214	IQUI2200L_25241	IQUI2300_11432	IQUI2300C_12798	IQUI2300C_12799	IQUI2300C_16986	IQUI2301_11596	IQUI2301_11597	IQUI2301_11598	IQUI2301_13248	IQUI3001_11599	IQUI3001C_12806	IQUI3001C_12808	IQUI3001C_27575	IQUI3001C_27576	IQUI3002_11421	IQUI3002_11422	IQUI3002_11423	IQUI3002_18541	IQUI3010_10008	IQUI3010_27577	IQUI3012_25244	IQUI3012_25245	IQUI3012_25246	IQUI3012_25247	IQUI3031_11238	IQUI3032_25248	IQUI3032_25249	IQUI3032_25250	IQUI3032_25251	IQUI3039_10966	IQUI3040_10493	IQUI3041_25252	IQUI3041_25253	IQUI3041_25254	IQUI3041_25255	IQUI3041_27579	IQUI3042_25256	IQUI3042_25257	IQUI3042_25258	IQUI3042_25259	IQUI3090_10009	IQUI3091_10010	IQUI3201_26910	IQUI3315_26911	IQUI3322_26912	IQUI3501_11668	IQUI3991_14105	IQUI4101_26915	IQUI4211_13300	IQUI4212_13301	IQUI4301_11242	IQUI4302_11245	IQUI4303_13312	IQUI4304_25132	IQUI4310_26916	IQUI4402_11243	IQUI4403_14106	IQUI4511_26917	IQUI4514_26918	IQUI6007_20150	IQUI6008_26919	IQUI6402_14944	IQUI6970_23566	IQUI6980_14946	IQUI6981_14947	IQUI6982_24589	IQUI6983_28546	IQUI6990_24590	IQUI6997_26920
1707251027	23	7	11	0	2	10	7	20	93	23	23	25	22	108	27	27	26	28	120	31	29	32	29	20	20	22	22	20	24	24	25	23	24	0	48	81	15	22	22	22	76	20	18	19	19	88	20	23	22	23	18	20	20	20	86	19	21	22	22	76	26	25	25	19	19	19	19	82	20	20	19	21	19	21	21	21	53	30	20	23	19	21	54	11	8	15	20	80	48	18	14	14	16	0	12	0	16	20	62	0	20	12	8	0	0	21	0	0	2	8	0	0	19	8	0	22	24	0	0	0	0	0	0	0	0	0	0
1707251309	22	7	10	0	2	10	7	19	93	23	23	25	22	108	27	27	26	28	120	31	29	32	29	20	20	22	22	20	24	24	25	23	24	0	48	72	9	22	20	21	76	20	18	19	19	86	19	22	22	23	18	20	20	18	86	19	21	22	22	72	26	21	25	17	19	18	18	71	18	15	18	18	16	14	20	21	45	30	20	23	13	19	17	0	0	5	12	65	12	18	13	3	13	0	0	0	0	12	33	0	9	5	0	0	0	20	0	0	1	8	0	0	19	7	0	19	23	0	0	0	0	0	0	0	0	0	0
1707251351	22	7	10	0	2	10	7	19	93	23	23	25	22	108	27	27	26	28	120	31	29	32	29	20	20	22	22	20	24	24	25	23	24	0	48	72	9	22	20	21	76	20	18	19	19	86	19	22	22	23	18	20	20	18	86	19	21	22	22	72	26	21	25	17	19	18	18	71	18	15	18	18	16	14	20	21	45	30	20	23	13	19	17	0	0	5	12	65	12	18	13	3	13	0	0	0	0	12	32	0	9	5	0	0	0	20	0	0	1	8	0	0	19	7	0	19	23	0	0	0	0	0	0	0	0	0	0
1707251441	22	7	10	0	2	10	7	19	91	23	23	23	22	108	27	27	26	28	119	30	29	32	29	20	20	22	22	20	24	24	25	22	24	0	48	54	5	19	13	17	76	20	18	19	19	82	17	21	21	23	17	20	19	16	84	18	20	22	22	69	26	19	24	16	19	17	17	47	13	8	10	14	11	0	18	18	25	30	18	22	1	14	14	0	0	4	10	39	10	15	6	0	0	0	0	0	0	10	18	0	2	1	0	0	0	19	0	-1	1	8	0	0	19	6	0	19	23	0	0	-1	0	0	-1	0	-1	0	0
1707251521	22	7	10	0	3	10	7	19	91	23	23	23	22	108	27	27	26	28	117	29	29	31	29	20	20	22	22	20	23	24	25	22	23	0	48	40	1	14	11	14	76	20	18	19	19	80	16	20	21	23	15	20	20	15	84	18	20	22	22	67	26	17	24	15	18	17	17	34	12	6	2	12	8	2	9	15	11	30	12	19	0	10	14	0	0	4	10	27	10	6	3	0	0	0	0	0	0	10	13	0	1	1	0	0	0	19	0	-1	1	8	0	0	19	6	0	19	23	0	0	-1	-1	0	-2	0	-1	0	0
1707251605	22	7	10	0	3	10	7	19	91	23	23	23	22	108	27	27	26	28	116	29	28	31	29	20	20	22	22	20	23	24	25	21	23	0	48	31	1	9	11	10	76	20	18	19	19	67	9	17	18	23	7	20	20	10	83	18	20	21	22	61	26	11	24	14	18	14	15	24	10	4	0	8	5	0	7	12	0	30	5	19	0	6	14	0	0	4	10	20	10	0	2	0	0	0	0	0	0	10	13	0	0	0	0	0	0	19	0	-1	1	8	0	0	19	6	0	19	23	0	0	-1	-1	0	-2	0	-1	0	0
1707251658	22	7	10	0	3	10	7	19	89	23	23	21	22	106	27	26	25	28	110	29	25	29	28	19	20	21	22	20	23	23	25	19	20	0	48	30	1	8	11	10	69	19	17	17	16	44	4	7	16	17	2	13	19	0	77	14	19	20	22	37	18	0	19	9	13	5	10	19	9	4	0	4	5	1	5	8	0	30	6	19	0	5	14	0	0	4	10	19	10	0	1	0	0	0	0	0	0	10	13	0	0	0	0	0	0	19	0	-1	1	8	0	0	19	6	0	19	23	0	0	-1	-1	-1	-2	0	-1	0	0
1707251727	22	7	10	0	3	10	7	19	89	23	23	21	22	106	27	26	25	28	110	29	25	29	28	19	20	21	22	20	23	23	25	19	20	0	48	30	1	8	11	10	68	19	17	16	16	44	4	7	16	17	2	13	19	0	77	14	19	20	22	36	19	0	17	9	13	4	10	19	9	4	0	4	5	1	5	8	0	30	6	19	0	5	14	0	0	4	10	19	10	0	1	0	0	0	0	0	0	10	13	0	0	0	0	0	0	16	0	-1	1	8	0	0	19	6	-1	17	23	0	0	-1	-1	-1	-2	0	-1	0	0
1707251900	22	7	10	0	3	10	7	19	89	23	23	21	22	106	27	26	25	28	110	29	25	29	28	19	20	21	22	20	23	23	25	19	20	0	48	30	1	8	11	10	68	19	17	16	16	43	4	6	16	17	2	12	19	0	77	14	19	20	22	36	19	0	17	9	13	4	10	16	9	4	0	1	4	0	5	7	0	23	6	18	-1	0	14	0	0	4	10	16	8	0	2	0	0	14	0	0	0	8	13	0	-3	0	0	0	0	16	0	-1	1	8	0	0	5	6	-1	17	21	0	0	-1	-1	-1	-2	0	-1	0	0
1707251927	22	7	10	0	3	10	7	19	89	23	23	21	22	106	27	26	25	28	110	29	25	29	28	19	20	21	22	20	23	23	25	19	20	0	48	30	1	8	11	10	68	19	17	16	16	43	4	6	16	17	2	12	19	0	77	14	19	20	22	36	19	0	17	9	13	4	10	16	9	4	0	1	4	0	5	7	0	21	5	17	-1	0	14	0	0	4	10	16	8	0	2	0	0	14	0	0	0	8	13	0	-2	0	0	0	0	16	0	-1	1	8	0	0	5	6	-1	17	21	0	0	-1	-1	-1	-2	0	-1	0	0
1707252025	22	7	10	0	3	10	7	19	89	23	23	21	22	106	27	26	25	28	110	29	25	29	28	19	20	21	22	20	23	23	25	19	20	0	48	30	1	8	11	10	68	19	17	16	16	43	4	6	16	17	2	12	19	0	77	14	19	20	22	36	19	0	17	9	13	4	10	16	9	4	0	1	4	0	5	7	-8	19	5	15	-1	2	14	0	0	4	10	16	8	0	2	0	0	14	0	0	0	8	13	0	-2	0	0	0	0	16	0	-1	1	8	0	0	4	6	-1	17	21	0	0	-1	-1	-1	-2	0	-1	0	0
