date	IMEC1000_10418	IMEC1000C_20840	IMEC1000C_20940	IMEC1000C_20941	IMEC1000C_25495	IMEC1001_10377	IMEC1001_10659	IMEC1001_12765	IMEC1001L_25521	IMEC1001L_25525	IMEC1001L_25527	IMEC1001L_25531	IMEC1330_11220	IMEC1330_21154	IMEC1330L_12298	IMEC1330L_12785	IMEC1330L_18704	IMEC1410_10011	IMEC1410_10174	IMEC1410_28345	IMEC1410L_12299	IMEC1410L_12793	IMEC1410L_22971	IMEC1410L_22972	IMEC1410L_28346	IMEC1503_10378	IMEC1503_10379	IMEC1503_10380	IMEC1503C_20954	IMEC1503C_20956	IMEC1503C_20958	IMEC1503C_20959	IMEC1541_10175	IMEC1541_12194	IMEC1541L_12300	IMEC1541L_12813	IMEC1997_19846	IMEC2070_11255	IMEC2210_11116	IMEC2210L_12301	IMEC2210L_12821	IMEC2210L_26121	IMEC2320_10176	IMEC2320_27781	IMEC2320L_12972	IMEC2320L_12973	IMEC2320L_27783	IMEC2411_10012	IMEC2411_12171	IMEC2411L_12302	IMEC2411L_12827	IMEC2520_16810	IMEC2520_18775	IMEC2520L_12303	IMEC2520L_12829	IMEC2540_10572	IMEC2540_10660	IMEC2540L_12304	IMEC2540L_12833	IMEC2540L_12835	IMEC2543_10792	IMEC2543_28613	IMEC2543L_14047	IMEC2543L_25602	IMEC2543L_25610	IMEC2700_11070	IMEC2700C_28073	IMEC2797_19847	IMEC3345_10970	IMEC3345L_14051	IMEC3345L_14052	IMEC3350_26899	IMEC3460_14054	IMEC3460_27812	IMEC3460C_20990	IMEC3460C_20991	IMEC3530_10971	IMEC3530_22770	IMEC3530C_20845	IMEC3530C_20994	IMEC3700_10013	IMEC3701_10014	IMEC3702_11284	IMEC3707_26900	IMEC3991_27373	IMEC3997_19845	IMEC4001_26901	IMEC4070_21954	IMEC4105_26902	IMEC4210_26905	IMEC4222_28072	IMEC4430_26906	IMEC4521_26907	IMEC4700_12978	IMEC4701_10540	IMEC4702_10541	IMEC4800_10580	IMEC4801_24561	IMEC4994_19882	IMEC4997_19848	IMEC6001_23672	IMEC6002_14118	IMEC6002_15287	IMEC6002_15288	IMEC6003_24564	IMEC6402_13873	IMEC6700_22656	IMEC6980_24565	IMEC6981_13876	IMEC6982_13877	IMEC6983_26908	IMEC6997_26909
1707252124	37	9	15	3	12	2	20	0	12	0	6	18	33	41	31	16	34	33	48	31	53	55	25	34	36	15	0	21	0	24	14	27	60	21	65	31	884	0	11	5	4	7	0	6	-1	0	19	10	33	22	45	38	4	16	50	34	16	11	22	34	0	22	0	15	24	6	14	798	5	16	0	29	24	0	0	26	0	1	1	2	0	51	18	28	79	872	11	96	35	17	19	34	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707252143	37	9	15	3	12	2	20	0	12	0	6	18	33	41	31	16	34	33	48	31	53	55	25	34	36	15	0	21	0	24	14	27	60	21	65	31	884	0	11	5	4	7	0	6	-1	0	19	10	33	22	45	38	4	16	50	34	16	11	22	34	0	22	0	15	24	6	14	798	5	16	0	29	24	0	0	26	0	1	1	2	0	51	18	28	79	872	11	96	35	17	19	34	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707252259	37	9	15	3	12	2	20	0	12	0	6	18	33	41	31	16	34	33	48	31	53	55	25	34	36	15	0	21	0	24	14	27	60	21	65	31	884	0	11	5	4	7	0	6	-1	0	19	10	33	22	45	38	4	16	50	34	16	11	22	34	0	22	0	15	24	6	14	798	5	16	0	29	24	0	0	26	0	1	1	2	0	51	18	28	79	872	11	96	35	16	19	34	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707252332	37	9	15	3	12	2	20	0	12	0	6	18	33	41	31	16	34	33	48	31	53	55	25	34	36	15	0	21	0	24	14	27	60	21	65	31	884	0	10	5	3	7	0	6	-1	0	19	10	33	22	45	38	4	16	50	34	16	11	22	34	0	22	0	15	24	6	14	797	5	16	0	29	24	0	0	26	0	1	1	2	0	51	18	28	79	872	11	96	35	16	19	34	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707260820	37	9	15	3	12	1	20	0	12	0	6	17	31	38	29	13	34	33	48	31	53	55	25	34	36	13	0	21	0	24	12	27	60	18	65	28	875	0	2	0	1	6	-2	7	-1	-1	19	2	33	14	45	36	0	12	48	30	11	8	19	31	0	21	0	14	24	2	10	776	5	16	0	29	24	0	0	26	0	1	1	2	0	51	18	28	79	872	11	96	35	16	19	33	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261009	37	9	15	3	12	1	19	0	12	0	6	16	19	17	16	0	28	32	48	30	53	55	24	34	35	6	0	18	0	23	6	24	50	0	55	10	827	0	0	0	-2	-1	-5	1	-2	0	10	0	17	12	29	14	0	12	26	16	0	1	11	22	-3	19	-2	12	23	1	9	716	5	16	0	29	24	0	0	26	0	1	1	2	0	51	18	28	79	872	11	96	34	4	3	33	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261047	37	9	15	3	12	1	19	0	12	0	6	16	25	6	8	0	18	32	48	29	53	55	24	34	34	5	0	18	0	23	5	24	31	0	36	10	806	0	0	0	-2	-1	-5	1	-2	0	10	0	14	12	26	13	0	12	25	14	0	1	10	21	-4	19	-2	12	22	1	9	709	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261116	37	9	15	3	12	1	19	0	12	0	6	16	19	0	0	0	14	29	45	28	50	55	23	32	33	6	0	17	0	23	6	23	17	0	22	10	781	0	0	0	-2	-1	-5	1	-2	0	10	0	9	12	21	13	0	12	25	14	0	1	10	21	-7	19	-2	10	21	1	9	697	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	35	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261144	37	9	15	3	12	1	19	0	12	0	6	16	19	0	0	0	14	28	43	28	48	55	22	32	33	5	0	16	0	23	5	22	7	0	12	10	768	0	0	0	-2	-1	-5	1	-2	0	10	0	5	12	17	13	0	12	25	14	0	1	10	21	-7	19	-2	10	21	1	9	692	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	36	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261213	37	9	15	3	12	1	19	0	12	0	6	16	19	0	0	0	14	26	42	28	47	55	20	32	33	8	0	12	0	23	4	22	6	0	11	10	762	0	0	0	-2	-1	-5	1	-2	0	10	0	5	12	17	13	0	12	25	14	0	1	10	21	-7	19	-2	10	21	1	9	692	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	36	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261257	37	9	15	3	12	1	19	0	12	0	6	16	19	0	0	0	14	25	42	28	47	55	20	31	33	8	0	12	0	23	4	22	4	0	9	10	760	0	0	0	-2	-1	-5	1	-2	0	10	0	5	12	17	13	0	12	25	14	0	1	10	21	-7	19	-2	10	21	1	9	693	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	36	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261315	37	9	15	3	12	1	19	0	12	0	6	16	19	0	0	0	14	25	42	28	47	55	20	31	33	8	0	12	0	23	4	22	4	0	9	10	760	0	0	0	-2	-1	-5	1	-2	0	10	0	5	12	17	13	0	12	25	14	0	1	10	21	-7	19	-2	10	21	1	9	693	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	36	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261354	37	9	15	3	12	1	19	0	12	0	6	16	19	0	0	0	14	25	42	28	47	55	20	31	33	8	0	11	0	22	4	22	4	0	9	10	760	0	0	0	-2	-1	-5	1	-2	0	10	0	5	12	17	13	0	12	25	14	0	1	10	21	-7	19	-2	10	21	1	9	693	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	36	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261538	35	9	13	3	12	0	16	0	10	0	4	16	19	0	0	0	14	12	33	0	39	54	12	26	5	7	0	4	0	20	0	20	0	0	5	10	716	0	0	0	-2	-1	-5	1	-2	0	10	0	2	12	14	13	0	12	25	13	0	1	9	21	-7	19	-2	10	21	0	8	687	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	3	33	36	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261603	35	9	13	3	12	0	16	0	10	0	4	16	19	0	0	0	14	9	30	0	37	53	9	26	5	7	0	4	0	20	0	20	0	0	5	10	709	0	0	0	-2	-1	-5	1	-2	0	10	0	2	12	14	13	0	12	25	13	0	1	9	21	-7	19	-2	10	21	0	8	685	5	16	0	28	24	0	0	26	0	1	1	2	0	51	18	27	79	872	11	96	34	4	2	33	36	17	22	21	18	1	0	898	0	0	0	0	0	3	20	98	99	99	97	0
1707261646	35	9	13	3	12	0	14	0	9	0	3	16	19	0	0	0	14	8	29	0	36	53	8	26	5	3	0	2	0	17	0	17	0	0	5	10	698	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	16	-2	9	19	0	8	680	4	15	0	28	24	0	0	26	0	1	1	2	0	50	18	27	79	871	11	96	34	4	2	33	36	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707261709	35	9	13	3	12	0	14	0	9	0	3	16	19	0	0	0	14	8	27	0	35	52	8	26	5	2	0	2	0	16	0	17	0	0	5	10	695	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	677	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	36	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707261733	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	26	0	34	52	8	26	5	2	0	2	0	16	0	17	0	0	5	10	695	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	677	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	36	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707261807	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	26	0	34	52	8	26	5	2	0	2	0	15	0	18	0	0	5	10	695	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	36	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707261822	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	26	0	34	52	8	26	5	2	0	2	0	15	0	18	0	0	5	10	695	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	36	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707261842	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	26	0	34	52	8	26	5	2	0	2	0	15	0	18	0	0	5	10	695	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	36	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707261903	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	26	0	34	52	8	26	5	2	0	2	0	15	0	18	0	0	5	10	695	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	36	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707261944	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	26	0	34	52	8	26	5	2	0	2	0	15	0	18	0	0	5	10	695	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	35	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707262004	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	26	0	34	52	8	26	5	1	0	2	0	14	0	18	0	0	5	10	694	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	35	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707262107	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	25	0	33	52	8	26	5	0	0	2	0	13	0	18	0	0	5	10	692	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	35	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707262125	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	25	0	33	52	8	26	5	0	0	2	0	13	0	18	0	0	5	10	692	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	35	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707262142	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	8	25	0	33	52	8	26	5	0	0	2	0	13	0	18	0	0	5	10	692	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	2	33	35	17	22	21	18	1	0	896	0	0	0	0	0	3	20	98	99	99	97	0
1707262337	35	9	13	3	12	0	14	0	9	0	3	16	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	13	0	18	0	0	5	10	691	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707270001	35	9	13	3	12	0	14	0	9	0	3	16	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	13	0	18	0	0	5	10	691	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707270737	35	9	13	3	12	0	14	0	9	0	3	16	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	13	0	18	0	0	5	10	691	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	0	8	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707270816	35	9	13	3	12	0	13	0	9	0	2	16	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	13	0	18	0	0	5	10	690	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	-2	6	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707270840	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	0	0	5	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	13	0	12	25	13	0	1	9	21	-7	1	-2	9	20	-2	6	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707270903	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	12	0	12	24	13	0	1	9	21	-7	1	-2	9	20	-2	6	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707271009	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	11	-4	8	23	13	0	1	9	21	-7	1	-2	9	20	-2	6	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707271027	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	11	-4	8	23	13	0	1	9	21	-7	1	-2	9	20	-2	6	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	97	0
1707271053	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	11	-4	8	23	13	0	1	9	21	-7	1	-2	9	20	-2	6	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	4	3	33	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271136	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	10	-10	2	22	13	0	1	9	21	-7	1	-2	9	20	-2	6	679	4	15	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	871	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271218	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	6	-12	0	18	13	0	1	9	21	-7	1	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271250	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	6	-12	0	18	13	0	1	9	21	-7	1	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271309	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	6	-12	0	18	13	0	1	9	21	-7	1	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271338	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	6	-12	0	18	13	0	1	9	21	-7	1	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271422	35	9	13	3	12	0	11	0	9	0	2	14	19	0	0	0	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	6	-12	0	18	13	0	1	9	21	-7	1	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271448	35	9	13	3	12	0	11	0	9	0	2	14	16	0	-2	-1	14	7	25	0	33	52	7	26	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	-7	39	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271510	35	9	12	3	13	0	11	0	9	0	2	14	11	0	-4	-4	14	6	25	0	33	52	7	25	5	0	0	2	0	14	0	17	-2	0	3	10	689	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	-7	39	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271544	35	9	12	3	13	0	11	0	9	0	2	14	8	0	-4	-7	14	6	25	0	33	52	7	25	5	0	0	2	0	14	0	17	-2	0	3	10	688	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	-7	39	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271643	35	9	12	3	13	0	11	0	9	0	2	14	2	-4	-5	-15	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-2	0	3	10	684	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	18	39	-2	9	20	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271704	35	9	12	3	13	0	11	0	9	0	2	14	2	-4	-5	-15	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-2	0	3	10	684	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	18	29	-8	7	18	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271720	35	9	12	3	13	0	11	0	9	0	2	14	2	-4	-5	-15	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-2	0	3	10	684	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	18	23	-9	4	16	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707271802	35	9	12	3	13	0	11	0	9	0	2	14	2	-4	-5	-15	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-2	0	3	10	684	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	18	21	-9	4	14	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	22	20	18	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707272002	35	9	12	3	13	0	11	0	9	0	2	14	2	-4	15	15	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-2	0	3	10	684	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	18	21	-9	4	14	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	23	20	17	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707272150	35	9	12	3	13	0	11	0	9	0	2	14	2	-4	15	15	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-2	0	3	10	684	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	18	21	-9	4	14	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	23	20	17	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707272237	35	9	12	3	13	0	11	0	9	0	2	14	2	-4	15	15	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-2	0	3	10	684	0	0	0	-2	-1	-5	0	-2	0	9	0	1	12	13	7	-12	0	19	13	0	1	9	21	18	21	-9	4	14	-2	6	678	3	14	0	28	24	0	0	26	0	1	1	2	0	49	18	27	79	870	11	96	34	5	3	32	35	17	23	20	17	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707281100	34	9	11	3	13	0	11	0	9	0	2	14	2	-4	-5	-5	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-3	0	2	10	682	0	0	0	-2	-1	-5	0	-2	0	9	-10	1	2	13	7	-12	0	19	13	-1	1	9	20	0	21	-9	4	14	-2	6	677	3	14	0	28	25	0	1	26	0	1	17	2	0	49	18	27	79	870	7	95	34	-5	3	32	19	17	23	20	16	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
1707281233	34	9	11	3	13	0	11	0	9	0	2	14	2	-4	-5	-5	13	5	25	0	33	52	6	25	5	0	0	2	0	14	0	17	-3	0	2	10	682	0	0	0	-2	-1	-5	0	-2	0	9	-11	7	1	7	7	-12	0	19	11	-10	1	5	13	0	21	-9	4	14	-2	6	672	3	14	0	28	25	0	1	26	0	1	17	2	0	49	18	27	79	870	7	95	34	-5	4	32	19	17	23	20	16	1	0	895	0	0	0	0	0	3	20	98	99	99	96	0
