date	ECON1001B_10215	ECON1001B_16629	ECON1001B_26010	ECON1001C_12521	ECON1001C_12522	ECON1001C_12523	ECON1001C_16635	ECON1001C_16637	ECON1001C_18698	ECON1001C_26011	ECON1001C_26012	ECON1001C_26013	ECON1006_21542	ECON1006_23066	ECON1006_23069	ECON1006C_23221	ECON1006C_23229	ECON1006C_23230	ECON1006C_23231	ECON1110_26565	ECON1110_28086	ECON1110_28087	ECON1299_28607	ECON1300_10695	ECON1300_10854	ECON1301_11052	ECON1301_11097	ECON1303_13279	ECON1304_21166	ECON1501_10528	ECON1501_12591	ECON1502B_10020	ECON1502B_10187	ECON2101_10178	ECON2101_10249	ECON2101C_12525	ECON2101C_12526	ECON2101C_15069	ECON2101C_23602	ECON2101C_25787	ECON2102_10070	ECON2102_10188	ECON2102C_12326	ECON2102C_12527	ECON2102C_16737	ECON2102C_23607	ECON2102C_28556	ECON2104_10071	ECON2105_10204	ECON2105_25501	ECON2105C_15086	ECON2105C_15091	ECON2105C_15267	ECON2105C_15268	ECON2106_10199	ECON2106_10200	ECON2106_10201	ECON2106C_12281	ECON2106C_12529	ECON2106C_12530	ECON2106C_12531	ECON2106C_12532	ECON2106C_13174	ECON2106C_17115	ECON2106C_20534	ECON2106C_23340	ECON2107_10423	ECON2107_10431	ECON2107_10443	ECON2107_18607	ECON2107_28124	ECON2107C_12535	ECON2107C_12536	ECON2107C_12537	ECON2107C_12538	ECON2107C_12539	ECON2107C_12540	ECON2107C_12541	ECON2107C_12542	ECON2107C_12543	ECON2107C_18609	ECON2107C_18610	ECON2107C_18611	ECON2107C_28127	ECON2107C_28128	ECON2107C_28130	ECON2201_10098	ECON2201_10101	ECON2201C_12327	ECON2201C_12546	ECON2201C_12547	ECON2201C_12548	ECON2202_10189	ECON2202_23133	ECON2202C_12328	ECON2202C_12553	ECON2202C_12554	ECON2202C_26144	ECON2203_10621	ECON2203_10731	ECON2203_20540	ECON2203_23143	ECON2203C_12329	ECON2203C_12556	ECON2203C_12557	ECON2203C_12558	ECON2203C_12561	ECON2203C_12562	ECON2203C_17114	ECON2203C_17116	ECON2203C_18618	ECON2203C_20541	ECON2203C_21223	ECON2203C_23144	ECON2204_10448	ECON2204C_12563	ECON2204C_12565	ECON2301_10105	ECON2301_10106	ECON2301C_12330	ECON2301C_12567	ECON2301C_12568	ECON2301C_23158	ECON2501B_15497	ECON2901B_24066	ECON3301_10219	ECON3301_10255	ECON3301C_12331	ECON3301C_12570	ECON3301C_12572	ECON3301C_25608	ECON3401_10183	ECON3501_10022	ECON3501_10539	ECON3502_10108	ECON3502_10109	ECON3502_1109	ECON3504_26568	ECON3602_10667	ECON3602_13752	ECON3602_18642	ECON3609_10024	ECON3620_26570	ECON3665_10567	ECON3672_26575	ECON3704_12669	ECON3707_26577	ECON3708_26578	ECON3714_24101	ECON3722_28605	ECON3724_26581	ECON3730_13278	ECON3737_26584	ECON3739_28343	ECON3740_14248	ECON3744_26587	ECON3747_21592	ECON3756_26591	ECON3760_26593	ECON3762_28606	ECON3763_28618	ECON3764_28619	ECON3991_10212	ECON3992_10213	ECON4112_26594	ECON4112C_26595	ECON4112C_27935	ECON4212_26596	ECON4212C_26597	ECON4212C_27954	ECON4301_10627	ECON4301_14072	ECON4301C_12285	ECON4301C_12745	ECON4301C_14073	ECON4301C_14074	ECON4568_14536	ECON4568_15045	ECON4568C_15072	ECON4568C_15077	ECON4568C_15079	ECON4568C_15080	ECON4600_11155	ECON4600_11270	ECON4600_11406	ECON4600_27969	ECON4603_10018	ECON4643_11170	ECON4644_28248	ECON4653_26599	ECON4655_26600	ECON4659_16366	ECON4659_25440	ECON4659C_16367	ECON4659C_16879	ECON4659C_16880	ECON4659C_16881	ECON4660_26601	ECON4661_26602	ECON4662_28247	ECON4800_11511	ECON6104_26604	ECON6104C_26605	ECON6201_26606	ECON6201C_26607	ECON6301_26608	ECON6301C_26609	ECON6401_26610	ECON6621_26611	ECON6622_19292	ECON6622_26205	ECON6970_26612	ECON6971_26613	ECON6972_26614	ECON6973_26615	ECON6980_12286	ECON6981_12031	ECON6982_12184	ECON6983_20789	ECON6984_23190	ECON6985_13058	ECON6986_13454	ECON6987_23191	ECON6988_14540	ECON6989_23261	ECON6990_13302	ECON6997_11512
1707261009	20	44	0	7	0	5	0	17	23	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	1	14	7	7	20	0	55	33	11	44	11	15	11	18	0	0	0	0	0	0	0	0	7	12	0	12	0	0	0	70	66	64	20	24	20	25	22	23	23	17	26	14	36	51	53	0	7	6	1	15	18	20	13	8	15	17	22	12	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	1	45	53	55	0	0	19	16	7	18	18	1	20	22	19	14	12	9	3	0	0	0	0	0	0	21	0	0	20	0	0	8	12	18	3	0	0	0	0	18	1	0	8	1	4	0	24	19	29	12	25	4	4	0	11	8	0	0	0	18	31	13	7	0	63	95	6	3	3	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	16	4	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261047	18	40	0	7	0	3	0	15	21	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	1	14	7	7	17	0	53	30	0	32	3	12	0	17	0	0	0	0	0	0	0	0	7	7	0	7	0	0	0	69	64	60	19	24	19	24	21	22	23	15	26	11	33	51	48	0	5	5	1	14	17	17	11	8	14	17	22	12	0	0	0	0	0	0	0	0	0	22	0	12	0	0	10	0	37	52	52	0	0	19	16	4	15	17	0	18	22	17	13	11	8	3	0	0	0	0	0	0	15	0	0	20	0	0	8	12	18	3	0	0	0	0	18	1	0	8	0	4	0	24	19	29	12	25	4	5	0	11	8	0	0	0	18	31	13	7	0	63	95	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	16	4	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261116	16	38	0	6	0	2	0	13	21	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	1	14	6	6	14	0	48	27	1	15	3	9	1	3	0	0	0	0	0	0	0	0	7	8	0	8	0	0	0	68	61	59	18	24	18	24	20	21	22	15	26	6	33	48	47	0	1	5	0	14	17	16	11	8	14	15	21	12	0	0	0	0	1	0	0	1	0	23	0	12	0	0	11	0	25	44	50	0	0	15	14	2	10	15	0	13	21	17	12	10	8	2	0	0	0	0	0	0	12	0	0	19	0	0	7	12	18	3	0	0	0	0	18	1	0	8	0	4	0	24	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	16	4	4	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261144	12	34	0	3	0	1	0	12	18	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	1	14	6	6	12	0	44	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	7	0	0	0	67	57	49	18	24	17	21	18	20	20	10	25	1	32	46	46	0	0	1	0	14	17	15	11	8	13	15	20	11	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	35	38	0	0	14	7	0	0	14	0	0	17	15	6	10	8	2	0	0	0	0	0	0	11	0	0	18	0	0	6	12	18	3	0	0	0	0	18	1	0	8	0	4	0	23	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	16	4	4	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261213	12	33	0	4	0	0	0	11	18	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	1	14	6	6	11	0	42	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	65	57	50	17	23	17	21	19	20	20	10	25	1	31	46	45	0	0	1	0	14	16	15	10	8	13	15	20	11	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	1	35	36	0	0	14	7	1	0	14	0	0	17	15	4	9	7	2	0	0	0	0	0	0	9	0	0	18	0	0	6	12	18	3	0	0	0	0	18	1	0	8	0	4	0	23	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	8	0	63	95	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	16	4	4	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261257	12	33	0	4	0	0	0	11	18	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	0	14	6	6	10	0	42	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	5	0	1	0	65	56	50	17	23	17	22	18	20	19	10	25	1	31	46	45	0	0	1	0	14	16	15	10	8	13	15	20	11	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	35	37	0	0	14	7	0	0	14	0	0	17	15	5	9	7	2	0	0	0	0	0	0	9	0	0	18	0	0	6	12	18	3	0	0	0	0	18	1	0	8	0	4	0	23	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	8	0	63	95	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	16	4	4	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261315	12	32	0	4	0	0	0	10	18	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	0	14	6	6	10	0	42	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	5	0	1	0	65	56	50	17	23	17	22	18	20	19	10	25	1	31	46	45	0	0	1	0	14	16	15	10	8	13	15	20	11	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	35	36	0	0	14	7	0	0	14	0	0	17	15	4	9	7	2	0	0	0	0	0	0	9	0	0	18	0	0	6	12	17	3	0	0	0	0	18	1	0	8	0	4	0	23	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	8	0	63	95	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	16	4	4	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261354	12	31	0	4	0	0	0	10	17	0	0	0	0	9	0	6	0	0	1	17	11	9	0	16	6	0	14	6	5	10	0	42	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	6	0	0	0	65	57	49	17	23	17	22	18	20	20	9	25	2	32	46	45	0	1	1	0	14	16	15	11	8	13	15	20	11	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	35	36	0	0	14	7	0	0	14	0	0	17	15	4	9	7	2	0	0	0	0	0	0	9	0	0	18	0	0	6	12	17	3	0	0	0	0	18	1	0	8	0	4	0	23	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	8	0	63	95	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0	16	9	9	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261538	8	16	0	0	0	0	1	3	8	0	0	0	0	3	0	1	0	0	0	17	11	9	0	16	6	0	15	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	6	0	0	0	57	19	18	13	20	7	13	5	5	7	0	24	0	22	31	38	0	0	0	0	9	14	15	9	5	8	11	14	6	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	2	0	0	0	0	0	0	7	0	0	18	0	0	6	12	17	3	0	0	0	0	18	1	0	8	0	3	0	23	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	8	0	63	95	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0	16	10	9	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261603	8	15	0	0	0	0	1	3	7	0	0	0	0	2	0	0	0	0	0	17	11	9	0	16	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	6	0	0	0	56	15	16	13	19	6	12	4	3	6	0	24	0	19	31	38	0	0	0	0	9	14	15	8	4	7	11	14	6	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	2	0	0	0	0	0	0	6	0	0	18	0	0	6	12	17	3	0	0	0	0	18	1	0	8	0	3	0	23	19	29	12	25	4	5	0	11	8	0	0	0	19	31	13	8	0	63	95	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0	16	10	9	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261646	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	6	0	0	0	55	3	19	13	18	1	12	5	0	2	2	24	0	11	23	33	0	0	0	0	7	13	13	5	2	4	9	10	4	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	0	0	0	0	0	0	4	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	8	0	63	95	18	8	10	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	9	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261709	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	6	0	0	0	55	2	18	13	18	0	12	5	0	2	1	24	0	11	22	33	0	0	0	0	7	13	13	5	2	4	8	10	4	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	0	0	0	0	0	0	4	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	9	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261733	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	6	0	0	0	54	1	18	13	18	0	12	5	0	1	1	23	0	11	19	33	0	0	0	0	7	13	13	5	2	4	8	9	2	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	8	10	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	9	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261807	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	1	18	13	18	0	12	5	0	1	1	23	0	11	19	33	0	0	0	0	7	13	13	5	2	4	8	10	2	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	8	10	-5	-2	-3	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261822	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	1	18	13	18	0	12	5	0	1	1	23	0	11	19	33	0	0	0	0	7	13	13	5	2	4	8	10	2	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	8	10	-10	-4	-6	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261842	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	0	18	13	18	0	12	5	0	0	1	23	0	11	19	33	0	0	0	0	7	13	13	5	2	4	8	10	2	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261903	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	0	18	13	18	0	12	5	0	0	1	23	0	11	19	33	0	0	0	0	7	13	13	5	2	4	8	10	2	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707261944	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	0	18	13	18	0	12	5	0	0	1	23	0	11	19	33	0	0	0	0	7	13	13	5	2	4	8	10	2	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707262004	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	1	17	13	18	0	11	5	0	1	1	23	0	11	19	33	0	0	0	0	7	13	13	5	2	4	8	10	2	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707262107	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	0	18	13	18	0	12	5	0	0	1	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707262125	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	54	0	18	13	18	0	12	5	0	0	1	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707262142	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	53	0	18	12	18	0	12	5	0	0	1	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	11	25	4	5	0	11	8	0	0	0	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707262337	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	53	0	17	12	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	1	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707270001	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	53	0	17	12	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	1	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	63	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707270737	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	53	0	17	12	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
