date	ECON1001B_10215	ECON1001B_16629	ECON1001B_26010	ECON1001C_12521	ECON1001C_12522	ECON1001C_12523	ECON1001C_16635	ECON1001C_16637	ECON1001C_18698	ECON1001C_26011	ECON1001C_26012	ECON1001C_26013	ECON1006_21542	ECON1006_23066	ECON1006_23069	ECON1006C_23221	ECON1006C_23229	ECON1006C_23230	ECON1006C_23231	ECON1110_26565	ECON1110_28086	ECON1110_28087	ECON1299_28607	ECON1300_10695	ECON1300_10854	ECON1301_11052	ECON1301_11097	ECON1303_13279	ECON1304_21166	ECON1501_10528	ECON1501_12591	ECON1502B_10020	ECON1502B_10187	ECON2101_10178	ECON2101_10249	ECON2101C_12525	ECON2101C_12526	ECON2101C_15069	ECON2101C_23602	ECON2101C_25787	ECON2102_10070	ECON2102_10188	ECON2102C_12326	ECON2102C_12527	ECON2102C_16737	ECON2102C_23607	ECON2102C_28556	ECON2104_10071	ECON2105_10204	ECON2105_25501	ECON2105C_15086	ECON2105C_15091	ECON2105C_15267	ECON2105C_15268	ECON2106_10199	ECON2106_10200	ECON2106_10201	ECON2106C_12281	ECON2106C_12529	ECON2106C_12530	ECON2106C_12531	ECON2106C_12532	ECON2106C_13174	ECON2106C_17115	ECON2106C_20534	ECON2106C_23340	ECON2107_10423	ECON2107_10431	ECON2107_10443	ECON2107_18607	ECON2107_28124	ECON2107C_12535	ECON2107C_12536	ECON2107C_12537	ECON2107C_12538	ECON2107C_12539	ECON2107C_12540	ECON2107C_12541	ECON2107C_12542	ECON2107C_12543	ECON2107C_18609	ECON2107C_18610	ECON2107C_18611	ECON2107C_28127	ECON2107C_28128	ECON2107C_28130	ECON2201_10098	ECON2201_10101	ECON2201C_12327	ECON2201C_12546	ECON2201C_12547	ECON2201C_12548	ECON2202_10189	ECON2202_23133	ECON2202C_12328	ECON2202C_12553	ECON2202C_12554	ECON2202C_26144	ECON2203_10621	ECON2203_10731	ECON2203_20540	ECON2203_23143	ECON2203C_12329	ECON2203C_12556	ECON2203C_12557	ECON2203C_12558	ECON2203C_12561	ECON2203C_12562	ECON2203C_17114	ECON2203C_17116	ECON2203C_18618	ECON2203C_20541	ECON2203C_21223	ECON2203C_23144	ECON2204_10448	ECON2204C_12563	ECON2204C_12565	ECON2301_10105	ECON2301_10106	ECON2301C_12330	ECON2301C_12567	ECON2301C_12568	ECON2301C_23158	ECON2501B_15497	ECON2901B_24066	ECON3301_10219	ECON3301_10255	ECON3301C_12331	ECON3301C_12570	ECON3301C_12572	ECON3301C_25608	ECON3401_10183	ECON3501_10022	ECON3501_10539	ECON3502_10108	ECON3502_10109	ECON3502_1109	ECON3504_26568	ECON3602_10667	ECON3602_13752	ECON3602_18642	ECON3609_10024	ECON3620_26570	ECON3665_10567	ECON3672_26575	ECON3704_12669	ECON3707_26577	ECON3708_26578	ECON3714_24101	ECON3722_28605	ECON3724_26581	ECON3730_13278	ECON3737_26584	ECON3739_28343	ECON3740_14248	ECON3744_26587	ECON3747_21592	ECON3756_26591	ECON3760_26593	ECON3762_28606	ECON3763_28618	ECON3764_28619	ECON3991_10212	ECON3992_10213	ECON4112_26594	ECON4112C_26595	ECON4112C_27935	ECON4212_26596	ECON4212C_26597	ECON4212C_27954	ECON4301_10627	ECON4301_14072	ECON4301C_12285	ECON4301C_12745	ECON4301C_14073	ECON4301C_14074	ECON4568_14536	ECON4568_15045	ECON4568C_15072	ECON4568C_15077	ECON4568C_15079	ECON4568C_15080	ECON4600_11155	ECON4600_11270	ECON4600_11406	ECON4600_27969	ECON4603_10018	ECON4643_11170	ECON4644_28248	ECON4653_26599	ECON4655_26600	ECON4659_16366	ECON4659_25440	ECON4659C_16367	ECON4659C_16879	ECON4659C_16880	ECON4659C_16881	ECON4660_26601	ECON4661_26602	ECON4662_28247	ECON4800_11511	ECON6104_26604	ECON6104C_26605	ECON6201_26606	ECON6201C_26607	ECON6301_26608	ECON6301C_26609	ECON6401_26610	ECON6621_26611	ECON6622_19292	ECON6622_26205	ECON6970_26612	ECON6971_26613	ECON6972_26614	ECON6973_26615	ECON6980_12286	ECON6981_12031	ECON6982_12184	ECON6983_20789	ECON6984_23190	ECON6985_13058	ECON6986_13454	ECON6987_23191	ECON6988_14540	ECON6989_23261	ECON6990_13302	ECON6997_11512
1707241848	32	57	10	14	0	10	4	24	25	0	10	3	0	10	0	5	1	0	2	18	11	9	27	28	29	26	27	26	26	40	12	70	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	78	77	80	24	28	25	27	26	27	25	27	26	38	48	58	62	8	18	16	4	17	23	22	18	11	19	20	23	15	0	0	8	53	47	26	27	23	24	56	49	28	26	23	28	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	47	44	48	21	23	25	23	33	52	49	48	56	0	20	6	0	10	16	26	6	26	37	39	20	37	18	16	17	23	24	13	15	21	39	38	22	26	27	95	99	17	7	10	1	0	1	6	7	6	0	0	7	-1	-2	0	-1	-2	0	0	0	0	0	0	3	4	14	24	-1	-3	-1	0	-2	-1	17	11	6	0	6	6	7	7	7	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707242034	31	57	10	13	0	10	4	24	25	0	10	3	0	9	0	5	0	0	2	18	11	9	27	28	29	26	27	26	26	40	11	69	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	77	78	80	24	27	26	27	26	27	25	27	26	38	48	58	62	8	18	16	4	17	23	22	18	11	19	20	23	15	0	0	8	53	47	26	27	23	24	56	49	28	26	23	28	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	47	44	48	21	23	25	23	33	52	49	48	56	0	20	6	0	10	16	26	6	26	37	39	20	37	18	16	17	23	24	13	15	21	39	38	22	26	27	95	99	17	7	10	0	0	0	6	7	6	0	0	7	-1	-2	0	-1	-2	0	0	0	0	0	0	3	3	14	24	-1	-3	-1	0	-2	-1	17	11	6	0	6	6	7	7	7	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707242132	31	56	11	13	0	10	3	24	25	0	10	4	0	9	0	5	0	0	2	18	11	9	27	28	29	26	27	26	26	40	11	69	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	77	78	80	24	27	26	27	26	27	25	27	26	38	48	58	62	8	18	16	4	17	23	22	18	11	19	20	23	15	0	0	8	53	47	26	27	23	24	56	49	28	26	23	28	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	47	44	48	21	23	25	23	33	52	49	48	56	0	20	6	0	10	16	26	6	26	37	39	20	37	18	16	17	23	24	13	15	21	39	38	22	26	27	94	99	17	7	10	0	0	0	6	7	6	0	0	7	-1	-2	0	-1	-2	0	0	0	0	0	0	4	3	14	24	-1	-3	-1	0	-2	-1	17	11	6	0	6	6	7	7	7	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707242210	31	56	11	13	0	10	3	24	25	0	10	4	0	9	0	5	0	0	2	18	11	9	27	28	29	26	27	26	26	40	11	69	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	77	78	80	24	27	26	27	26	27	25	27	26	37	48	59	62	8	18	15	4	17	23	22	18	11	19	20	23	16	0	0	8	53	47	26	27	23	24	56	49	28	26	23	28	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	47	44	48	21	23	25	23	33	52	49	48	56	0	20	6	0	10	16	26	6	26	37	39	20	37	18	16	17	23	24	13	15	21	39	38	22	26	27	94	99	17	7	10	0	0	0	6	6	6	0	0	6	-1	-2	0	-1	-2	0	0	0	0	0	0	3	3	13	24	-1	-3	-1	0	-2	-1	17	11	6	0	6	6	7	7	7	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707242307	31	56	11	13	0	10	3	24	25	0	10	4	0	9	0	5	0	0	2	18	11	9	27	28	29	26	27	26	26	40	11	69	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	77	78	80	24	27	26	27	26	27	25	27	26	37	48	59	62	8	18	15	4	17	23	22	18	11	19	20	23	16	0	0	8	53	47	26	27	23	24	54	50	28	26	24	26	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	48	44	48	21	23	25	23	33	52	49	48	55	0	20	6	0	10	16	26	5	25	37	39	20	37	18	16	17	22	24	13	15	21	39	39	22	26	27	94	99	17	7	10	0	0	0	6	6	6	0	0	6	-1	-2	0	-1	-2	0	0	0	0	0	0	3	3	13	24	-1	-3	-1	0	-2	-1	17	10	6	0	6	6	7	7	7	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707242329	31	56	11	13	0	10	3	24	25	0	10	4	0	9	0	5	0	0	2	18	11	9	27	28	29	26	27	26	26	40	11	69	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	77	78	80	24	27	26	27	26	27	25	27	26	37	48	59	62	8	18	15	4	17	23	22	18	11	19	20	23	16	0	0	8	53	47	26	27	23	24	54	50	28	26	24	26	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	48	44	48	21	23	25	23	33	52	49	48	55	0	20	6	0	10	16	26	5	25	37	39	20	37	18	16	17	22	24	13	15	21	39	39	22	26	27	94	99	17	7	10	0	0	0	6	6	6	0	0	6	-1	-2	0	-1	-2	0	0	0	0	0	0	3	3	13	24	-1	-3	-1	0	-2	-1	17	10	6	0	6	6	7	7	7	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707242343	31	56	11	13	0	10	3	24	25	0	10	4	0	9	0	5	0	0	2	18	11	9	27	28	29	26	27	26	26	40	11	69	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	77	78	80	24	27	26	27	26	27	25	27	26	37	48	59	62	8	18	15	4	17	23	22	18	11	19	20	23	16	0	0	8	53	47	26	27	23	24	54	50	28	26	24	26	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	48	44	48	21	23	25	23	33	52	49	48	55	0	20	6	0	10	16	26	5	25	37	39	20	37	18	16	17	22	24	13	15	21	39	39	22	26	27	94	99	17	7	10	0	0	0	6	6	6	0	0	6	-1	-2	0	-1	-2	0	0	0	0	0	0	3	3	13	24	-1	-3	-1	0	-2	-1	17	10	6	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707250748	31	56	11	13	0	10	3	24	25	0	10	4	0	9	0	5	0	0	2	18	11	9	27	28	29	26	27	26	26	40	11	69	65	55	64	22	20	29	22	25	55	55	28	27	16	19	20	36	56	50	28	28	28	22	77	78	80	24	27	26	27	26	27	25	27	26	37	48	59	62	8	18	15	4	17	23	22	18	11	19	20	23	16	0	0	8	53	47	26	27	23	24	54	50	28	26	24	26	67	72	73	71	26	18	23	25	24	24	25	23	24	24	23	24	37	19	18	49	50	20	25	23	23	37	48	44	48	21	23	25	23	33	52	49	48	55	0	21	6	0	10	16	26	4	25	37	39	20	37	18	16	16	22	24	13	16	21	39	39	23	26	27	94	99	18	7	11	0	0	0	6	6	6	0	0	6	-1	-2	0	-1	-2	0	0	0	0	0	0	3	3	13	24	-1	-3	-1	0	-2	-1	17	10	6	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251027	29	55	11	12	0	9	3	23	25	0	10	4	0	9	0	6	0	0	2	18	11	9	19	27	24	21	26	22	25	38	10	68	61	53	64	22	20	27	22	25	54	51	28	26	12	19	20	28	53	45	28	26	25	19	76	77	78	23	27	25	27	25	27	25	26	26	35	47	59	61	6	17	14	4	17	22	22	17	11	19	20	23	16	0	0	6	48	44	23	25	22	22	53	46	27	23	23	26	64	71	72	70	25	17	23	24	23	24	25	22	24	24	22	24	35	19	16	44	49	19	21	22	23	35	35	40	45	20	20	23	22	31	51	40	41	50	0	20	0	0	5	10	23	0	25	36	37	17	36	17	13	11	22	22	6	8	18	39	35	23	25	26	80	96	12	4	8	0	0	0	0	0	0	0	0	0	-1	-2	0	-1	-2	0	0	0	0	0	0	0	0	8	21	-1	-3	-1	0	-2	-1	15	10	2	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251309	27	54	10	11	0	8	3	22	25	0	10	3	0	9	0	6	0	0	2	18	11	9	12	25	21	15	24	15	22	36	7	68	56	52	62	21	20	27	21	24	52	45	27	25	7	18	20	24	51	33	28	20	23	13	76	76	78	23	27	24	27	25	27	25	26	26	32	47	59	60	4	17	13	2	16	22	22	17	11	19	20	23	16	0	0	4	43	38	21	22	17	21	45	35	21	22	13	24	58	67	72	69	23	14	23	24	21	22	25	21	24	24	22	23	30	15	15	35	49	13	18	22	23	33	21	28	40	12	16	20	20	29	44	31	27	0	42	18	1	0	8	1	18	0	25	30	34	15	33	11	7	0	16	14	0	0	10	35	34	19	18	19	72	96	8	3	5	0	0	0	0	0	0	0	0	0	-1	-2	0	-1	-2	0	0	0	0	0	0	0	0	2	18	-1	-3	-1	0	-2	-1	13	5	0	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251351	27	54	10	11	0	8	3	22	25	0	10	3	0	9	0	6	0	0	2	18	11	9	12	24	21	16	24	15	21	36	7	68	56	52	62	21	20	27	21	24	52	45	27	25	7	18	20	24	51	33	28	20	23	13	76	76	78	23	27	24	27	25	27	25	26	26	32	47	59	60	4	17	13	2	16	22	22	17	11	19	20	23	16	0	0	4	43	38	21	22	17	21	45	35	21	22	13	24	58	67	72	69	23	14	23	24	21	22	25	21	24	24	22	23	30	15	15	35	49	13	18	22	23	33	20	28	40	12	16	20	20	30	44	31	27	42	0	18	1	0	8	0	18	0	25	30	34	15	33	10	7	0	17	14	0	0	10	34	34	18	18	18	71	96	8	3	5	0	0	0	0	0	0	0	0	0	-1	-2	0	-1	-2	0	0	0	0	0	0	0	0	2	18	-1	-3	-1	0	-2	-1	13	5	0	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251441	27	52	10	11	0	8	1	22	25	0	10	3	0	9	0	6	0	0	2	17	11	9	7	20	19	11	24	14	20	33	6	66	55	50	59	19	20	27	20	22	50	35	26	24	1	16	18	20	43	21	26	11	17	10	76	76	77	23	27	24	27	25	27	25	25	26	32	47	57	59	4	17	13	2	16	21	22	17	11	19	19	23	15	0	0	4	41	30	21	20	10	20	39	23	19	17	6	20	49	65	67	68	19	9	23	21	21	20	23	21	24	24	22	22	28	14	14	28	49	10	14	22	23	33	12	17	40	8	9	20	20	28	37	21	12	37	0	18	1	0	8	0	10	0	25	26	33	13	30	4	6	0	13	11	0	0	3	27	33	17	15	13	69	96	7	3	4	0	0	0	0	0	0	0	0	0	-1	-2	0	-1	-2	0	0	0	0	0	0	-1	0	0	18	-1	-3	-1	0	-2	-1	12	2	0	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251521	27	52	8	11	0	8	1	22	25	0	8	3	0	9	0	6	0	0	2	17	11	9	5	20	19	8	23	12	20	33	4	64	53	47	59	19	20	26	20	20	50	28	26	24	0	14	14	18	39	8	26	7	13	1	76	76	76	23	27	24	27	24	27	25	25	26	31	47	56	59	3	17	12	2	16	21	22	17	11	19	19	23	14	0	0	3	38	28	20	18	10	18	36	17	17	17	0	19	45	62	67	62	18	8	23	22	20	20	22	19	22	23	21	18	27	14	13	25	48	9	12	21	23	31	3	11	40	5	6	20	20	27	27	13	3	32	0	18	1	0	8	0	9	0	24	24	31	12	28	3	4	0	11	8	0	0	0	23	33	13	15	9	68	96	5	2	3	0	0	0	0	0	0	0	0	0	-1	-2	0	-1	-2	0	0	0	0	0	0	0	0	0	18	-1	-3	-1	0	-2	-1	11	0	0	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251605	27	52	8	11	0	8	1	22	25	0	8	3	0	9	0	6	0	0	2	17	11	9	2	19	18	7	22	10	19	33	3	64	52	46	57	18	20	25	19	20	49	20	26	23	1	13	6	13	34	0	24	0	10	0	76	75	75	23	27	24	27	24	27	24	24	26	31	47	56	0	3	17	12	2	16	20	22	17	11	19	19	23	14	0	0	3	36	23	20	16	7	16	33	12	16	12	0	17	40	61	65	62	16	5	22	22	18	20	21	19	23	23	21	18	27	14	13	20	48	9	7	21	23	29	0	3	38	2	1	19	19	25	23	3	0	28	0	18	1	0	8	0	6	0	24	19	30	11	28	3	4	0	8	8	0	0	0	20	33	12	13	1	68	95	5	2	3	0	0	0	0	0	0	0	0	0	-1	-2	0	-1	-2	0	0	0	0	0	0	0	0	0	18	-1	-3	-1	0	-2	-1	11	0	0	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251658	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	14	4	18	8	15	31	0	62	47	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	29	57	62	61	9	2	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	18	20	28	0	0	30	0	0	15	15	22	11	0	0	12	0	18	1	0	8	0	4	0	25	19	30	11	25	4	4	0	9	8	0	0	0	18	32	12	9	0	68	95	5	2	3	0	0	0	0	0	0	0	0	0	-1	-2	0	-1	-2	0	0	0	0	0	0	1	0	1	18	-1	-3	-1	0	-2	-1	11	0	0	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251727	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	14	3	18	8	15	31	0	62	47	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	29	57	62	61	9	2	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	18	20	28	0	0	30	0	0	15	15	22	11	0	0	12	0	18	1	0	8	0	4	0	25	19	30	12	25	4	4	0	9	8	0	0	0	18	32	12	9	0	68	95	4	1	3	0	0	0	0	0	0	0	0	0	-2	-1	0	-2	-1	0	0	0	0	0	0	0	-1	0	18	-1	-3	-1	0	-2	-1	16	5	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251900	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	13	2	18	8	12	31	0	62	47	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	29	57	62	61	9	2	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	19	19	28	2	0	30	0	0	15	15	22	11	0	0	11	0	18	1	0	8	0	4	0	25	19	30	12	25	4	4	0	9	8	0	0	0	18	32	13	9	0	67	95	5	2	3	0	0	0	-6	-10	-3	-3	-6	-4	-2	-1	0	-2	-1	0	0	0	0	0	0	-2	-9	4	18	-1	-2	-1	0	-2	0	16	4	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707251927	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	13	2	18	8	12	31	0	62	47	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	29	57	62	61	9	2	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	19	19	28	2	0	30	0	0	15	15	22	11	0	0	11	0	18	1	0	8	0	4	0	25	19	30	12	25	4	4	0	9	8	0	0	0	18	32	13	9	0	67	95	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	18	0	0	0	0	0	0	16	4	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707252025	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	13	1	18	8	12	31	0	62	47	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	29	57	62	61	9	2	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	19	19	28	2	0	30	0	0	15	15	22	11	0	0	9	0	18	1	0	8	0	4	0	25	19	30	12	25	4	4	0	9	8	0	0	0	18	32	13	9	0	66	95	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	18	0	0	0	0	0	0	16	4	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707252100	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	13	1	18	8	12	31	0	62	47	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	30	57	62	61	9	3	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	19	19	28	1	0	30	0	0	15	15	22	11	0	0	9	0	18	1	0	8	0	4	0	25	19	30	12	25	4	4	0	9	8	0	0	0	18	32	13	9	0	65	95	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	18	0	0	0	0	0	0	16	5	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707252124	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	13	1	18	8	11	31	0	62	47	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	30	57	62	61	9	3	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	19	19	28	1	0	30	0	0	15	15	22	11	0	0	9	0	18	1	0	8	0	4	0	25	19	30	12	25	4	4	0	9	8	0	0	0	18	32	13	9	0	65	95	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	18	0	0	0	0	0	0	16	5	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707252143	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	13	1	18	8	10	31	0	62	46	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	18	11	0	7	26	2	14	2	0	12	30	57	62	61	9	3	22	19	16	20	21	18	21	23	21	17	22	11	11	6	42	2	0	19	19	28	1	0	30	0	0	15	15	22	11	0	0	9	0	18	1	0	8	0	4	0	25	19	30	12	25	4	4	0	9	8	0	0	0	18	32	13	9	0	65	95	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	16	5	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707252259	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	12	1	18	8	10	31	0	62	46	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	19	10	0	7	26	2	14	2	0	12	30	57	62	61	9	3	22	19	16	20	21	18	21	23	21	17	22	11	11	6	41	2	0	18	19	28	1	0	30	0	0	15	15	22	11	0	0	9	0	18	1	0	8	0	4	0	25	19	30	12	24	4	4	0	9	8	0	0	0	18	32	13	9	0	63	95	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	17	4	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707252332	25	50	1	10	0	7	1	20	25	0	4	0	0	9	0	6	0	0	2	17	11	9	0	19	12	0	18	8	10	31	0	62	46	40	54	16	19	25	19	14	43	8	25	18	1	7	0	7	24	0	21	0	3	0	75	74	74	22	27	23	27	24	27	24	23	26	28	43	55	57	0	15	12	1	16	19	22	15	11	17	18	23	14	0	0	0	29	7	19	10	0	7	26	2	14	2	0	12	30	57	62	61	9	3	22	19	16	20	21	18	21	23	21	17	22	11	11	6	41	2	0	18	19	28	1	0	30	0	0	15	15	22	11	0	0	9	0	18	1	0	8	0	4	0	25	19	30	12	24	4	4	0	9	8	0	0	0	18	32	13	9	0	63	95	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	16	5	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707260820	22	49	0	8	0	6	1	19	25	0	3	0	0	9	0	6	0	0	2	17	11	9	0	18	9	0	15	7	9	27	0	58	44	35	54	16	19	22	19	12	40	1	22	18	0	1	0	8	17	0	17	0	0	0	75	73	74	22	27	22	27	24	27	24	23	26	27	41	52	57	0	14	12	1	16	19	22	15	9	17	17	23	12	0	0	0	25	1	18	7	0	1	24	0	13	0	0	11	23	57	61	60	7	2	21	19	16	20	21	14	21	23	20	17	16	10	6	4	35	0	0	15	16	28	0	0	23	0	0	9	14	20	7	0	0	4	0	18	1	0	8	0	4	0	25	19	29	12	25	4	4	0	9	8	0	0	0	18	31	13	8	0	63	95	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	18	0	0	0	0	0	0	16	5	5	0	5	5	6	6	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
