date	ISIS1001_10838	ISIS1001_16970	ISIS1001_27376	ISIS1002_24591	ISIS1104_11177	ISIS1104_11209	ISIS1104_18783	ISIS1104_22759	ISIS1104_27377	ISIS1104L_15032	ISIS1104L_15033	ISIS1104L_15034	ISIS1104L_15035	ISIS1104L_16783	ISIS1104L_20535	ISIS1104L_22761	ISIS1104L_22763	ISIS1104L_27378	ISIS1104L_27379	ISIS1105_12123	ISIS1105_20537	ISIS1105_27380	ISIS1106_11178	ISIS1106_18957	ISIS1106_27381	ISIS1204_10054	ISIS1204_10367	ISIS1204_10368	ISIS1204_10369	ISIS1204_10370	ISIS1204_10371	ISIS1204_10372	ISIS1204_10373	ISIS1204_10374	ISIS1204_10412	ISIS1204_10640	ISIS1204_11024	ISIS1204_11025	ISIS1204_11102	ISIS1204_11468	ISIS1204_11469	ISIS1204_11471	ISIS1204_11474	ISIS1204_12144	ISIS1204_12148	ISIS1204_12150	ISIS1204_12757	ISIS1204_13195	ISIS1204_13197	ISIS1204_13600	ISIS1204_13996	ISIS1204_14131	ISIS1204_16816	ISIS1204_20566	ISIS1204_20693	ISIS1204_22668	ISIS1204_25293	ISIS1204_25294	ISIS1204_25297	ISIS1204_25302	ISIS1204_25336	ISIS1204_27393	ISIS1204_27394	ISIS1204L_22669	ISIS1204L_22670	ISIS1204L_22671	ISIS1204L_22676	ISIS1204L_22677	ISIS1204L_22678	ISIS1204L_22679	ISIS1204L_22680	ISIS1204L_22681	ISIS1204L_22682	ISIS1204L_22683	ISIS1204L_22684	ISIS1204L_22685	ISIS1204L_22686	ISIS1204L_22687	ISIS1204L_22688	ISIS1204L_22689	ISIS1204L_22690	ISIS1204L_22692	ISIS1204L_22693	ISIS1204L_22694	ISIS1204L_22695	ISIS1204L_22696	ISIS1204L_22697	ISIS1204L_22698	ISIS1204L_22699	ISIS1204L_22700	ISIS1204L_22702	ISIS1204L_22704	ISIS1204L_22705	ISIS1204L_22706	ISIS1204L_25298	ISIS1204L_25299	ISIS1204L_25300	ISIS1204L_25301	ISIS1204L_25334	ISIS1204L_27395	ISIS1204L_27396	ISIS1205_10504	ISIS1205_10551	ISIS1205_11241	ISIS1205_12992	ISIS1205_12994	ISIS1205_16836	ISIS1205_20599	ISIS1205_22742	ISIS1205_26135	ISIS1205L_22710	ISIS1205L_22711	ISIS1205L_22712	ISIS1205L_22713	ISIS1205L_22714	ISIS1205L_22715	ISIS1205L_22716	ISIS1205L_22739	ISIS1205L_26136	ISIS1206_10288	ISIS1206_10705	ISIS1206_18797	ISIS1206_26124	ISIS1206L_22717	ISIS1206L_22718	ISIS1206L_22719	ISIS1206L_26125	ISIS1207_14104	ISIS1207L_14374	ISIS1209_14772	ISIS1209L_14773	ISIS1211_15711	ISIS1304_11211	ISIS1304_19067	ISIS1304_26170	ISIS1404_12124	ISIS1404_12125	ISIS1404_12126	ISIS1404_13202	ISIS1404_13595	ISIS1404_14129	ISIS1404_15053	ISIS1404_15054	ISIS1404_15256	ISIS1404_16846	ISIS1404_16847	ISIS1404_18825	ISIS1404_20689	ISIS1404_20690	ISIS1404_22720	ISIS1404_25611	ISIS1404_27392	ISIS1602B_24592	ISIS1603B_11179	ISIS2007_11180	ISIS2007_27391	ISIS2008_11322	ISIS2070_12128	ISIS2203_25387	ISIS2203_25388	ISIS2203L_25389	ISIS2203L_25390	ISIS2304_25588	ISIS2304_25589	ISIS2304_27390	ISIS2403_11182	ISIS2403_25391	ISIS2503_11535	ISIS2503L_15050	ISIS2503L_25597	ISIS2603_11183	ISIS2603_25540	ISIS2603_27388	ISIS2603_28743	ISIS2603L_22765	ISIS2603L_22766	ISIS2603L_27389	ISIS2603L_28744	ISIS2804_23563	ISIS3007_10406	ISIS3204_12515	ISIS3204L_22771	ISIS3204L_22775	ISIS3204L_22776	ISIS3204L_22777	ISIS3204L_23484	ISIS3204L_27387	ISIS3301_11073	ISIS3301_27499	ISIS3302_15047	ISIS3302_27486	ISIS3302L_21977	ISIS3302L_22772	ISIS3425_24596	ISIS3510_16808	ISIS3510_27382	ISIS3510L_22767	ISIS3510L_27383	ISIS3710_24597	ISIS3990_15712	ISIS3991_13971	ISIS4000_11515	ISIS4001_10036	ISIS4002_26923	ISIS4004_10446	ISIS4005_11126	ISIS4009_26924	ISIS4208_26925	ISIS4218_27271	ISIS4426_25199	ISIS4822_26926	ISIS4825_26927	ISIS4920_20758	ISIS6003_28730	ISIS6402_13974	ISIS6970_13975	ISIS6980_13976	ISIS6981_13977	ISIS6982_13978	ISIS6983_26928	ISIS6990_13979	ISIS6997_13980
1707241129	12	0	0	12	44	43	40	44	0	22	22	22	21	20	22	20	22	0	0	30	0	30	30	30	30	10	11	5	18	14	19	0	3	16	24	16	15	0	18	0	22	18	0	19	17	8	22	15	24	22	14	23	0	23	17	21	5	0	20	17	19	21	0	10	0	22	18	15	11	19	5	18	14	0	17	14	19	0	3	0	16	22	17	15	0	8	16	21	17	24	24	22	23	23	5	0	17	20	19	21	0	24	24	23	24	23	24	24	0	23	24	24	23	24	24	24	23	0	23	30	30	30	30	30	30	30	30	1	1	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	0	24	24	69	70	30	30	80	0	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	0	25	25	25	0	50	44	48	12	12	0	12	12	0	25	25	25	25	25	25	25	25	25	25	25	25	44	30	20	20	0	0	0	0	24	29	29	32	27	30	0	20	20	20	20	20	20	20	20
1707241147	12	0	0	12	44	43	40	44	0	22	22	22	21	20	22	20	22	0	0	30	0	30	30	30	30	10	10	5	18	14	19	0	3	16	24	16	15	0	18	0	22	18	0	19	17	8	22	15	24	22	14	23	0	23	17	21	5	0	20	17	19	21	0	10	0	22	18	15	10	19	5	18	14	0	17	14	19	0	3	0	16	22	17	15	0	8	16	21	17	24	24	22	23	23	5	0	17	20	19	21	0	24	24	23	24	23	24	24	0	23	24	24	23	24	24	24	23	0	23	30	30	30	30	30	30	30	30	1	1	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	0	24	24	68	70	30	30	80	0	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	0	25	25	25	0	50	44	48	12	12	0	12	12	0	25	25	25	25	25	25	25	25	25	25	25	25	44	30	18	19	0	0	0	0	21	28	15	25	25	30	0	20	20	20	20	20	20	20	20
1707241221	12	0	0	12	44	43	40	44	0	22	22	22	21	20	22	20	22	0	0	30	0	30	30	30	30	10	10	4	18	14	19	0	2	16	24	16	15	0	18	0	22	18	0	19	17	8	22	15	24	22	14	23	0	23	17	21	3	0	20	17	19	21	0	10	0	22	18	15	10	19	4	18	14	0	17	14	19	0	2	0	16	22	17	15	0	8	16	21	17	24	24	22	23	23	3	0	17	20	19	21	0	24	24	23	24	23	24	24	0	23	24	24	23	24	24	24	23	0	23	30	30	30	30	30	30	30	30	0	0	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	0	24	24	68	70	30	30	80	0	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	0	25	25	25	0	50	44	48	12	12	0	12	12	0	25	25	25	25	25	25	25	25	25	25	25	25	44	30	18	19	0	0	0	0	21	28	12	21	26	30	0	20	20	20	20	20	20	20	20
1707241307	11	0	0	11	44	43	40	44	0	22	22	22	21	20	22	20	22	0	0	30	0	30	30	30	30	11	11	4	18	14	17	0	3	15	24	16	15	0	18	0	22	18	0	19	17	8	22	14	24	22	14	23	0	23	17	21	2	0	20	17	19	21	0	11	0	22	18	14	11	19	4	18	14	0	17	14	17	0	3	0	15	22	17	15	0	8	16	21	17	24	24	22	23	23	2	0	17	20	19	21	0	24	24	23	24	23	24	24	0	23	24	24	23	24	24	24	23	0	23	30	30	30	30	30	30	30	30	0	0	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	0	24	24	68	70	30	30	80	0	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	0	25	25	25	0	50	44	48	12	12	0	12	12	0	25	25	25	25	25	25	25	25	25	25	25	25	44	30	18	19	0	0	0	0	20	28	10	21	26	30	0	20	20	20	20	20	20	20	20
1707241415	10	0	0	10	44	43	40	44	0	22	22	22	21	20	22	20	22	0	0	30	0	30	30	30	30	11	10	4	18	14	17	0	1	14	24	17	15	0	18	0	22	18	0	19	16	9	22	14	24	22	14	23	0	23	16	21	2	0	20	16	19	21	0	11	0	22	18	14	10	19	4	18	14	0	16	14	17	0	1	0	14	22	17	15	0	9	17	21	16	24	24	22	23	23	2	0	16	20	19	21	0	24	24	23	24	23	24	24	0	23	24	24	23	24	24	24	23	0	23	30	30	30	30	30	30	30	30	0	0	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	0	24	24	68	70	30	30	80	0	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	0	25	25	25	0	50	44	48	12	12	0	12	12	0	25	25	25	25	25	25	25	25	25	25	25	25	44	30	18	19	0	0	0	0	19	26	7	9	26	29	0	20	20	20	20	20	20	20	20
1707241512	10	0	0	10	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	30	29	10	10	4	18	14	17	0	2	14	24	17	14	0	18	0	21	17	0	19	16	9	22	13	24	21	14	23	0	23	16	21	4	0	20	16	19	21	0	10	0	21	17	13	10	19	4	18	14	0	16	14	17	0	2	0	14	22	17	14	0	9	17	21	16	24	24	21	23	23	4	0	16	20	19	21	0	24	24	22	24	23	23	24	0	23	23	24	23	24	24	24	22	0	23	28	30	30	28	30	28	30	28	0	0	23	23	0	30	30	28	23	24	24	18	22	21	20	21	23	23	23	24	24	24	0	24	23	67	67	24	30	74	0	21	25	21	25	28	30	29	27	27	54	27	27	25	22	25	0	22	25	25	0	49	44	46	11	11	0	12	12	0	25	22	24	22	24	22	25	22	25	22	25	23	44	30	18	17	0	0	0	0	18	27	5	7	25	27	0	20	19	19	19	17	19	18	20
1707241556	9	0	0	9	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	10	9	4	18	14	16	0	0	14	24	16	14	0	17	0	21	17	0	19	16	9	22	13	24	21	14	23	0	23	16	21	4	0	19	16	19	21	0	10	0	21	17	13	9	19	4	18	14	0	16	14	16	0	0	0	14	22	16	14	0	9	16	21	16	24	24	21	23	23	4	0	16	19	19	21	0	24	24	22	24	23	23	24	0	23	23	24	23	24	24	24	22	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	22	18	20	21	23	23	23	24	23	24	0	24	23	67	66	24	30	74	0	20	25	20	25	28	30	28	26	27	54	27	27	25	20	25	0	20	25	25	0	49	43	45	11	11	0	12	11	0	24	20	24	21	24	21	25	21	23	21	23	23	43	30	18	17	0	0	0	0	18	26	6	6	25	27	0	20	18	19	19	16	18	18	20
1707241623	9	0	0	9	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	10	9	4	18	13	16	0	0	14	24	16	14	0	17	0	21	17	0	18	16	9	22	12	24	21	14	23	0	23	17	21	4	0	19	16	19	21	0	10	0	21	17	12	9	18	4	18	13	0	17	14	16	0	0	0	14	22	16	14	0	9	16	21	16	24	24	21	23	23	4	0	16	19	19	21	0	24	24	22	24	22	23	24	0	23	23	24	22	24	24	24	22	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	22	17	20	21	23	23	23	24	23	24	0	24	23	67	63	24	29	73	0	20	25	20	25	28	30	28	26	27	53	26	27	25	20	25	0	20	25	25	0	48	41	44	10	11	0	12	11	0	24	20	24	20	24	20	25	21	21	21	21	23	41	30	18	17	0	0	0	0	18	26	6	6	25	27	0	20	18	19	19	16	18	18	20
1707241717	8	-1	0	7	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	9	4	18	13	16	0	0	14	24	16	14	0	17	0	21	17	0	18	16	9	22	12	24	21	14	23	0	23	17	21	4	0	19	16	19	21	0	9	0	21	17	12	9	18	4	18	13	0	17	14	16	0	0	0	14	22	16	14	0	9	16	21	16	24	24	21	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	0	23	23	24	23	23	24	24	21	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	22	16	20	21	23	23	22	24	21	24	0	24	23	67	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	18	26	6	4	24	26	0	20	18	19	19	16	18	18	20
1707241814	8	-1	0	7	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	9	4	17	13	16	0	0	14	24	16	14	0	17	0	20	17	0	19	16	9	22	12	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	0	20	17	12	9	19	4	17	13	0	17	14	16	0	0	0	14	22	16	14	0	9	16	21	16	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	0	23	23	24	23	23	24	24	21	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	66	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	18	26	5	4	24	26	0	19	18	19	19	16	17	18	20
