date	ISIS1001_10838	ISIS1001_16970	ISIS1001_27376	ISIS1002_24591	ISIS1104_11177	ISIS1104_11209	ISIS1104_18783	ISIS1104_22759	ISIS1104_27377	ISIS1104L_15032	ISIS1104L_15033	ISIS1104L_15034	ISIS1104L_15035	ISIS1104L_16783	ISIS1104L_20535	ISIS1104L_22761	ISIS1104L_22763	ISIS1104L_27378	ISIS1104L_27379	ISIS1105_12123	ISIS1105_20537	ISIS1105_27380	ISIS1106_11178	ISIS1106_18957	ISIS1106_27381	ISIS1204_10054	ISIS1204_10367	ISIS1204_10368	ISIS1204_10369	ISIS1204_10370	ISIS1204_10371	ISIS1204_10372	ISIS1204_10373	ISIS1204_10374	ISIS1204_10412	ISIS1204_10640	ISIS1204_11024	ISIS1204_11025	ISIS1204_11102	ISIS1204_11468	ISIS1204_11469	ISIS1204_11471	ISIS1204_11474	ISIS1204_12144	ISIS1204_12148	ISIS1204_12150	ISIS1204_12757	ISIS1204_13195	ISIS1204_13197	ISIS1204_13600	ISIS1204_13996	ISIS1204_14131	ISIS1204_16816	ISIS1204_20566	ISIS1204_20693	ISIS1204_22668	ISIS1204_25293	ISIS1204_25294	ISIS1204_25297	ISIS1204_25302	ISIS1204_25336	ISIS1204_27393	ISIS1204_27394	ISIS1204L_22669	ISIS1204L_22670	ISIS1204L_22671	ISIS1204L_22676	ISIS1204L_22677	ISIS1204L_22678	ISIS1204L_22679	ISIS1204L_22680	ISIS1204L_22681	ISIS1204L_22682	ISIS1204L_22683	ISIS1204L_22684	ISIS1204L_22685	ISIS1204L_22686	ISIS1204L_22687	ISIS1204L_22688	ISIS1204L_22689	ISIS1204L_22690	ISIS1204L_22692	ISIS1204L_22693	ISIS1204L_22694	ISIS1204L_22695	ISIS1204L_22696	ISIS1204L_22697	ISIS1204L_22698	ISIS1204L_22699	ISIS1204L_22700	ISIS1204L_22702	ISIS1204L_22704	ISIS1204L_22705	ISIS1204L_22706	ISIS1204L_25298	ISIS1204L_25299	ISIS1204L_25300	ISIS1204L_25301	ISIS1204L_25334	ISIS1204L_27395	ISIS1204L_27396	ISIS1205_10504	ISIS1205_10551	ISIS1205_11241	ISIS1205_12992	ISIS1205_12994	ISIS1205_16836	ISIS1205_20599	ISIS1205_22742	ISIS1205_26135	ISIS1205L_22710	ISIS1205L_22711	ISIS1205L_22712	ISIS1205L_22713	ISIS1205L_22714	ISIS1205L_22715	ISIS1205L_22716	ISIS1205L_22739	ISIS1205L_26136	ISIS1206_10288	ISIS1206_10705	ISIS1206_18797	ISIS1206_26124	ISIS1206L_22717	ISIS1206L_22718	ISIS1206L_22719	ISIS1206L_26125	ISIS1207_14104	ISIS1207L_14374	ISIS1209_14772	ISIS1209L_14773	ISIS1211_15711	ISIS1304_11211	ISIS1304_19067	ISIS1304_26170	ISIS1404_12124	ISIS1404_12125	ISIS1404_12126	ISIS1404_13202	ISIS1404_13595	ISIS1404_14129	ISIS1404_15053	ISIS1404_15054	ISIS1404_15256	ISIS1404_16846	ISIS1404_16847	ISIS1404_18825	ISIS1404_20689	ISIS1404_20690	ISIS1404_22720	ISIS1404_25611	ISIS1404_27392	ISIS1602B_24592	ISIS1603B_11179	ISIS2007_11180	ISIS2007_27391	ISIS2008_11322	ISIS2070_12128	ISIS2203_25387	ISIS2203_25388	ISIS2203L_25389	ISIS2203L_25390	ISIS2304_25588	ISIS2304_25589	ISIS2304_27390	ISIS2403_11182	ISIS2403_25391	ISIS2503_11535	ISIS2503L_15050	ISIS2503L_25597	ISIS2603_11183	ISIS2603_25540	ISIS2603_27388	ISIS2603_28743	ISIS2603L_22765	ISIS2603L_22766	ISIS2603L_27389	ISIS2603L_28744	ISIS2804_23563	ISIS3007_10406	ISIS3204_12515	ISIS3204L_22771	ISIS3204L_22775	ISIS3204L_22776	ISIS3204L_22777	ISIS3204L_23484	ISIS3204L_27387	ISIS3301_11073	ISIS3301_27499	ISIS3302_15047	ISIS3302_27486	ISIS3302L_21977	ISIS3302L_22772	ISIS3425_24596	ISIS3510_16808	ISIS3510_27382	ISIS3510L_22767	ISIS3510L_27383	ISIS3710_24597	ISIS3990_15712	ISIS3991_13971	ISIS4000_11515	ISIS4001_10036	ISIS4002_26923	ISIS4004_10446	ISIS4005_11126	ISIS4009_26924	ISIS4208_26925	ISIS4218_27271	ISIS4426_25199	ISIS4822_26926	ISIS4825_26927	ISIS4920_20758	ISIS6003_28730	ISIS6402_13974	ISIS6970_13975	ISIS6980_13976	ISIS6981_13977	ISIS6982_13978	ISIS6983_26928	ISIS6990_13979	ISIS6997_13980
1707241848	8	-1	0	7	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	9	4	17	12	16	0	0	14	24	16	14	0	17	0	20	17	0	19	16	9	22	12	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	0	20	17	12	9	19	4	17	12	0	17	14	16	0	0	0	14	22	16	14	0	9	16	21	16	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	0	23	23	24	23	23	24	24	21	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	66	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	18	26	5	4	24	26	0	19	18	19	18	16	17	18	20
1707242034	7	0	0	7	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	8	4	17	12	16	0	0	14	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	14	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	0	23	23	24	23	23	24	24	21	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	65	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	17	26	5	4	23	26	0	19	18	19	18	16	16	18	20
1707242132	7	0	0	7	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	8	4	17	12	16	0	0	14	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	14	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	0	23	23	24	23	23	24	24	21	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	65	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	17	26	5	4	23	26	0	19	18	19	18	16	16	18	20
1707242210	6	0	0	6	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	8	4	17	12	16	0	0	13	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	16	19	19	21	0	24	23	22	24	22	23	24	0	23	23	24	22	23	24	24	22	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	65	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	17	26	5	4	23	27	0	19	18	19	18	16	16	17	20
1707242307	7	0	0	7	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	8	4	17	12	16	0	0	13	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	0	23	23	24	22	23	24	24	22	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	65	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	17	26	5	4	23	27	0	19	18	19	18	16	16	17	20
1707242329	6	0	0	6	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	8	4	17	12	16	0	0	13	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	0	23	23	24	22	23	24	24	22	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	65	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	17	26	6	4	23	27	0	19	18	19	18	16	16	17	20
1707242343	6	0	0	6	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	8	4	17	12	16	0	0	13	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	0	23	23	24	22	23	24	24	22	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	65	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	17	26	6	4	23	27	0	19	18	19	18	16	16	17	20
1707250748	6	0	0	6	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	29	0	30	30	29	28	9	8	4	17	12	16	0	0	13	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	0	23	23	24	22	23	24	24	22	0	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	0	24	23	65	62	24	29	73	0	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	0	20	25	25	0	48	40	43	9	11	0	12	11	0	24	19	24	19	24	19	25	19	21	19	21	21	40	29	18	16	0	0	0	0	17	26	6	5	23	27	0	19	18	19	18	16	16	17	20
1707251027	6	0	0	6	42	42	40	44	0	22	20	22	20	20	22	20	22	0	0	27	0	28	29	26	28	9	8	4	17	12	16	0	0	13	24	16	14	0	17	0	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	14	19	21	0	9	0	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	0	10	16	21	17	24	24	20	23	23	4	0	14	19	19	21	0	24	22	22	24	22	22	24	0	23	22	24	22	22	24	24	22	0	23	26	30	30	28	30	26	30	28	0	0	23	23	0	30	30	28	19	22	24	18	21	14	19	19	20	23	22	23	20	23	0	24	22	61	47	23	29	72	0	16	25	16	25	26	30	27	24	27	52	25	27	25	18	24	0	18	25	24	0	47	-5	38	6	10	0	12	10	0	23	15	22	18	22	18	24	16	18	16	18	15	39	27	-2	-4	0	0	0	0	17	26	4	1	23	26	0	19	18	19	18	16	15	17	19
1707251309	6	0	0	6	42	40	40	44	0	22	20	20	20	20	22	20	22	0	0	25	0	28	29	25	28	9	8	4	17	12	16	0	0	11	24	16	14	0	17	0	20	17	0	19	16	9	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	11	22	16	14	0	9	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	24	22	22	24	0	22	22	24	22	22	24	24	22	0	22	26	30	29	28	30	26	29	28	0	0	23	23	0	30	29	28	9	20	23	13	18	7	18	19	18	23	19	19	15	23	0	24	21	53	37	20	26	66	0	15	24	15	24	24	30	26	21	26	46	22	24	24	17	24	0	17	24	24	0	46	-5	27	3	3	0	12	9	0	18	0	17	14	17	14	22	15	8	15	8	7	39	21	-2	-4	0	0	0	0	17	22	0	0	21	26	0	19	18	19	18	16	15	17	19
1707251351	6	0	0	6	42	40	40	44	0	22	20	20	20	20	22	20	22	0	0	25	0	28	29	25	28	9	8	4	17	12	16	0	0	11	24	16	14	0	17	0	20	17	0	19	16	9	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	11	22	16	14	0	9	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	24	22	22	24	0	22	22	24	22	22	24	24	22	0	22	26	30	29	28	30	26	29	28	0	0	23	23	0	30	29	28	9	20	24	13	18	7	18	19	18	23	19	19	15	23	0	24	21	53	37	20	26	66	0	15	24	15	24	24	30	26	21	26	46	22	24	24	17	24	0	17	24	24	0	46	-5	27	3	3	0	12	9	0	18	0	17	14	17	14	22	15	8	15	8	7	39	21	-2	-4	0	0	0	0	17	22	0	0	21	26	0	19	18	19	18	16	14	17	19
1707251441	6	0	0	6	42	39	40	44	0	22	20	20	19	20	22	20	22	0	0	19	0	27	28	24	27	10	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	16	8	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	10	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	23	22	22	24	0	22	22	23	22	22	24	24	22	0	22	26	30	28	27	30	26	28	27	0	0	23	23	0	29	29	26	5	20	24	10	17	5	12	19	18	18	19	15	14	21	0	22	19	50	33	17	25	62	0	13	21	13	21	23	29	25	20	24	41	19	22	24	16	24	0	16	24	24	0	45	-4	14	0	0	0	6	8	0	6	0	8	9	8	9	20	13	5	13	5	0	40	19	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707251521	6	0	0	6	42	39	40	44	0	22	20	20	19	20	22	20	22	0	0	17	0	26	28	24	27	10	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	16	8	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	10	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	23	22	21	24	0	22	21	23	22	22	24	24	22	0	22	26	30	27	27	30	26	27	27	0	0	23	23	0	29	30	24	5	20	23	8	16	3	7	19	18	18	14	11	12	20	0	20	17	49	30	17	24	61	0	12	21	12	21	22	29	24	20	22	40	19	21	23	15	24	0	15	23	24	0	45	-4	11	0	1	0	2	8	0	4	0	6	6	6	6	17	13	5	13	5	0	40	19	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707251605	6	0	0	6	42	39	40	44	0	22	20	20	19	20	22	20	22	0	0	15	0	26	28	23	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	16	8	22	10	23	20	14	23	0	21	17	21	4	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	16	24	23	20	23	21	4	0	14	19	20	21	0	24	22	21	23	22	21	24	0	22	21	23	22	22	24	24	21	0	22	26	30	28	27	30	26	28	27	0	0	23	23	0	29	30	23	4	20	22	4	10	3	1	19	12	17	13	5	5	19	0	18	12	46	27	16	22	58	0	8	21	8	21	21	29	24	20	21	38	18	20	23	14	24	0	14	23	24	0	44	-4	10	0	0	0	2	8	0	3	0	5	6	5	6	17	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707251658	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	23	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	23	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	1	19	7	14	6	5	5	15	0	17	6	45	18	8	15	42	0	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707251727	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	23	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	23	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	7	3	0	19	6	12	5	5	5	15	0	17	6	45	18	8	15	42	0	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	17	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707251900	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	6	5	5	16	0	17	6	43	19	8	15	42	0	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	19	0	0	18	26	0	19	18	19	18	16	14	17	19
1707251927	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	6	5	5	16	0	17	6	43	19	8	15	42	0	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	19	0	0	18	26	0	19	18	19	18	16	14	17	19
1707252025	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	6	5	5	15	0	17	7	43	19	8	15	42	0	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	19	0	0	18	26	0	19	18	19	18	16	14	17	19
1707252100	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	7	5	6	15	0	17	6	43	19	8	15	42	0	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707252124	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	8	5	5	15	0	17	6	43	18	8	15	42	0	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707252143	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	8	5	5	15	0	17	6	43	18	8	15	42	0	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707252259	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	4	12	8	5	5	14	0	17	6	42	18	7	16	42	0	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707252332	6	0	0	6	42	35	40	44	0	22	20	18	17	20	22	20	22	0	0	12	0	25	27	21	27	9	8	4	17	12	16	0	0	8	24	16	14	0	17	0	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	0	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	0	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	0	22	21	23	22	20	23	24	20	0	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	4	12	8	5	5	14	0	17	6	43	18	7	16	42	0	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	0	14	19	23	0	43	-4	10	0	0	0	2	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
1707260820	6	0	0	6	41	34	40	44	0	22	19	17	17	20	22	20	22	0	0	10	0	20	27	18	27	9	8	4	17	12	16	0	0	8	24	16	13	0	17	0	20	17	0	19	15	8	22	9	22	20	14	23	0	21	17	21	3	0	18	14	20	21	0	9	0	20	17	9	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	13	0	8	16	21	15	24	22	20	23	21	3	0	14	18	20	21	0	22	18	19	23	22	21	24	0	20	21	23	22	18	22	24	19	0	20	25	29	27	19	29	25	27	19	0	0	23	23	0	27	29	17	4	20	18	4	4	3	0	19	3	3	7	5	5	10	0	16	2	40	15	5	11	35	0	0	12	0	12	19	29	22	8	8	22	13	9	19	13	23	0	13	19	23	0	43	-4	10	1	0	0	1	8	0	3	0	4	6	4	6	16	13	5	13	5	0	40	18	-2	-4	0	0	0	0	18	20	0	0	18	26	0	19	18	19	18	16	14	17	19
