date	ARTI4102_13579	ARTI4103_12663	ARTI4106_13982	ARTI4108_23552	ARTI4201_26304	ARTI4202_26305	ARTI4203_12665	ARTI4204_13185	ARTI4205_13285	ARTI4301_13582	MBIT4101_16852	MBIT4101_20710	MBIT4102_19970	MBIT4102_22738	MBIT4103_17324	MBIT4201_13984	MBIT4201_16853	MBIT4202_13985	MBIT4204_27080	MBIT4206_19969	MBIT4209_27081	MBIT4210_17326	MBIT4301_17118	MBIT4304_24744	MSIN4102_27180	MSIN4201_27181	MSIN4202_27182	MSIN4203_24850	MSIN4301_14608	MINE4101_22182	MINE4102_22751	MINE4103_24819	MINE4201_24820	MINE4202_27157	MISO4101_14446	MISO4203_27158	MISO4204_14604	MISO4205_16210	MISO4206_24822	MISO4208_27975	MISO4301_16211	BCOM4001_27498	BCOM4004_27501	BCOM4006_27503	BCOM4105_27504	BCOM4980_16639	ISIS1001_10838	ISIS1001_16970	ISIS1001_27376	ISIS1002_24591	ISIS1104_11177	ISIS1104_11209	ISIS1104_18783	ISIS1104_22759	ISIS1104L_15032	ISIS1104L_15033	ISIS1104L_15034	ISIS1104L_15035	ISIS1104L_16783	ISIS1104L_20535	ISIS1104L_22761	ISIS1104L_22763	ISIS1105_12123	ISIS1105_27380	ISIS1106_11178	ISIS1106_18957	ISIS1106_27381	ISIS1204_10054	ISIS1204_10367	ISIS1204_10368	ISIS1204_10369	ISIS1204_10370	ISIS1204_10371	ISIS1204_10372	ISIS1204_10373	ISIS1204_10374	ISIS1204_10640	ISIS1204_11024	ISIS1204_11102	ISIS1204_11469	ISIS1204_11471	ISIS1204_11474	ISIS1204_12144	ISIS1204_12148	ISIS1204_12150	ISIS1204_12757	ISIS1204_13195	ISIS1204_13197	ISIS1204_13600	ISIS1204_13996	ISIS1204_14131	ISIS1204_16816	ISIS1204_20566	ISIS1204_20693	ISIS1204_22668	ISIS1204_25293	ISIS1204_25294	ISIS1204_25297	ISIS1204_25302	ISIS1204_25336	ISIS1204_27393	ISIS1204_27394	ISIS1204L_22669	ISIS1204L_22671	ISIS1204L_22676	ISIS1204L_22677	ISIS1204L_22678	ISIS1204L_22679	ISIS1204L_22680	ISIS1204L_22681	ISIS1204L_22682	ISIS1204L_22683	ISIS1204L_22684	ISIS1204L_22685	ISIS1204L_22686	ISIS1204L_22687	ISIS1204L_22688	ISIS1204L_22689	ISIS1204L_22690	ISIS1204L_22692	ISIS1204L_22693	ISIS1204L_22694	ISIS1204L_22696	ISIS1204L_22697	ISIS1204L_22698	ISIS1204L_22699	ISIS1204L_22700	ISIS1204L_22702	ISIS1204L_22704	ISIS1204L_22705	ISIS1204L_22706	ISIS1204L_25298	ISIS1204L_25299	ISIS1204L_25300	ISIS1204L_25301	ISIS1204L_25334	ISIS1204L_27395	ISIS1204L_27396	ISIS1205_10504	ISIS1205_10551	ISIS1205_11241	ISIS1205_12992	ISIS1205_12994	ISIS1205_16836	ISIS1205_20599	ISIS1205_26135	ISIS1205L_22710	ISIS1205L_22711	ISIS1205L_22712	ISIS1205L_22713	ISIS1205L_22714	ISIS1205L_22715	ISIS1205L_22716	ISIS1205L_26136	ISIS1206_10288	ISIS1206_10705	ISIS1206_18797	ISIS1206_26124	ISIS1206L_22717	ISIS1206L_22718	ISIS1206L_22719	ISIS1206L_26125	ISIS1207_14104	ISIS1207L_14374	ISIS1209_14772	ISIS1209L_14773	ISIS1211_15711	ISIS1304_11211	ISIS1304_19067	ISIS1304_26170	ISIS1404_12124	ISIS1404_12125	ISIS1404_12126	ISIS1404_13202	ISIS1404_13595	ISIS1404_14129	ISIS1404_15053	ISIS1404_15054	ISIS1404_15256	ISIS1404_16846	ISIS1404_16847	ISIS1404_18825	ISIS1404_20689	ISIS1404_20690	ISIS1404_25611	ISIS1404_27392	ISIS1602B_24592	ISIS1603B_11179	ISIS2007_11180	ISIS2007_27391	ISIS2008_11322	ISIS2203_25387	ISIS2203_25388	ISIS2203L_25389	ISIS2203L_25390	ISIS2304_25588	ISIS2304_25589	ISIS2304_27390	ISIS2403_11182	ISIS2403_25391	ISIS2503_11535	ISIS2503L_15050	ISIS2503L_25597	ISIS2603_11183	ISIS2603_25540	ISIS2603_27388	ISIS2603L_22765	ISIS2603L_22766	ISIS2603L_27389	ISIS2804_23563	ISIS3204_12515	ISIS3204L_22771	ISIS3204L_22775	ISIS3204L_22777	ISIS3204L_23484	ISIS3301_11073	ISIS3301_27499	ISIS3302_15047	ISIS3302_27486	ISIS3302L_21977	ISIS3302L_22772	ISIS3425_24596	ISIS3510_16808	ISIS3510_27382	ISIS3510L_22767	ISIS3510L_27383	ISIS3710_24597	ISIS4208_26925	ISIS4218_27271	ISIS4426_25199	ISIS4822_26926	ISIS4825_26927	ISIS4920_20758
201707251658	5	1	2	9	0	2	5	6	8	11	5	14	15	28	3	7	18	5	10	22	16	24	-1	23	5	38	16	26	21	0	3	6	16	8	1	3	8	11	0	5	21	5	19	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	23	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	23	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	1	19	7	14	6	5	5	15	17	6	45	18	8	15	42	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707251727	5	1	2	9	0	2	5	6	8	11	5	14	15	28	3	7	18	5	10	22	16	24	-1	23	5	38	16	26	19	0	3	6	16	8	1	3	8	11	0	5	21	5	19	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	23	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	23	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	7	3	0	19	6	12	5	5	5	15	17	6	45	18	8	15	42	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707251900	5	1	2	9	0	2	5	6	8	10	5	14	15	28	3	7	18	5	9	22	16	24	-1	23	5	38	16	26	12	0	3	6	16	8	1	3	8	11	0	5	21	6	19	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	6	5	5	16	17	6	43	19	8	15	42	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	19	0	0	18	26
201707251927	5	1	2	9	0	2	5	6	8	10	5	14	15	28	3	7	18	5	9	22	15	24	-1	23	5	38	16	26	12	0	3	6	16	8	1	3	8	11	0	5	21	6	19	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	6	5	5	16	17	6	43	19	8	15	42	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	19	0	0	18	26
201707252025	5	1	2	9	0	2	5	6	8	10	5	14	15	28	3	7	18	5	9	22	16	24	-1	23	5	38	16	26	12	0	3	6	16	8	1	3	8	11	0	5	21	6	19	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	6	5	5	15	17	7	43	19	8	15	42	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	19	0	0	18	26
201707252100	5	1	2	9	0	2	5	6	8	10	5	14	15	28	3	7	18	5	9	22	16	24	-1	23	5	38	16	26	12	0	3	6	16	8	1	3	8	11	0	5	21	6	19	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	7	5	6	15	17	6	43	19	8	15	42	0	16	0	16	19	29	23	12	14	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707252124	5	1	2	9	0	2	5	6	8	10	5	14	15	28	3	7	18	5	9	22	15	24	-1	23	5	38	16	26	12	0	3	6	16	8	1	3	8	11	0	5	21	6	18	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	8	5	5	15	17	6	43	18	8	15	42	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707252143	5	1	2	9	0	2	5	6	8	10	5	14	15	28	3	7	18	5	9	22	14	24	-1	23	5	38	16	26	12	0	3	6	16	8	1	3	8	11	0	5	21	6	18	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	5	13	8	5	5	15	17	6	43	18	8	15	42	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707252259	5	1	2	9	0	2	5	6	8	10	4	14	15	28	3	7	18	5	9	22	14	24	-1	23	5	38	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	4	12	8	5	5	14	17	6	42	18	7	16	42	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707252332	4	1	2	9	0	2	5	5	8	10	4	14	15	28	3	7	18	5	9	22	13	24	-1	23	5	38	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	6	0	0	6	42	35	40	44	22	20	18	17	20	22	20	22	12	25	27	21	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	15	8	22	10	22	20	14	23	0	21	17	21	3	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	15	24	22	20	23	21	3	0	14	19	20	21	0	23	20	20	23	22	21	24	22	21	23	22	20	23	24	20	22	26	29	27	20	29	26	27	20	0	0	23	23	0	28	29	19	3	20	21	4	5	3	0	19	4	12	8	5	5	14	17	6	43	18	7	16	42	0	16	0	16	19	29	23	13	13	29	14	15	19	14	23	14	19	23	43	10	0	0	2	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707260820	4	1	2	9	0	2	5	5	8	10	4	14	15	28	3	7	18	6	9	22	13	24	-1	23	5	38	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	6	0	0	6	41	34	40	44	22	19	17	17	20	22	20	22	10	20	27	18	27	9	8	4	17	12	16	0	0	8	16	13	17	20	17	0	19	15	8	22	9	22	20	14	23	0	21	17	21	3	0	18	14	20	21	0	9	20	17	9	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	13	8	16	21	15	24	22	20	23	21	3	0	14	18	20	21	0	22	18	19	23	22	21	24	20	21	23	22	18	22	24	19	20	25	29	27	19	29	25	27	19	0	0	23	23	0	27	29	17	4	20	18	4	4	3	0	19	3	3	7	5	5	10	16	2	40	15	5	11	35	0	12	0	12	19	29	22	8	8	22	13	9	19	13	23	13	19	23	43	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261009	4	1	2	9	0	2	5	5	8	10	4	14	14	28	3	7	18	9	9	22	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	6	0	-1	5	40	27	39	44	22	18	14	13	19	22	20	22	0	0	27	6	27	6	8	3	14	9	13	0	0	6	14	13	15	20	15	0	19	15	7	22	8	22	20	12	23	0	21	17	19	3	0	18	14	20	19	0	6	20	15	8	8	19	3	14	9	0	17	12	13	0	0	0	6	22	14	13	7	14	19	15	24	22	20	23	21	3	0	14	18	20	19	0	21	15	15	23	19	17	24	17	17	23	19	15	21	24	15	17	22	29	26	14	29	22	26	14	0	0	23	23	0	25	26	11	0	18	8	0	3	0	0	18	2	0	3	1	0	3	13	2	31	0	2	6	27	0	6	0	6	0	21	0	1	0	14	9	5	0	0	13	0	0	13	42	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	21	0	0	18	26
201707261047	3	1	2	9	0	2	2	5	7	10	4	15	14	28	3	7	19	9	9	22	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	6	0	-1	5	39	24	39	44	21	18	14	10	19	22	20	22	0	0	24	0	25	4	8	3	14	9	12	0	0	6	14	13	14	20	15	0	19	14	7	22	8	22	20	12	23	0	21	17	19	3	0	18	14	20	18	0	4	20	15	8	8	19	3	14	9	0	17	12	12	0	0	0	6	22	13	13	7	14	19	14	23	22	20	23	21	3	0	14	18	20	18	0	20	15	12	23	15	16	23	14	16	23	15	15	20	23	12	14	22	27	25	12	27	22	25	12	0	0	23	23	0	23	24	9	0	14	0	0	3	0	0	15	0	0	2	0	0	1	12	0	27	0	1	6	26	0	6	0	6	0	9	0	5	5	14	9	5	0	0	2	0	0	2	42	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	21	0	0	18	26
201707261116	3	1	2	9	0	2	2	6	7	10	4	15	14	27	3	7	19	8	8	23	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	5	0	0	5	38	20	39	44	21	17	13	7	19	22	20	22	0	0	21	0	17	3	8	2	12	8	11	0	0	5	13	13	12	21	15	0	19	13	7	21	7	22	18	11	23	0	21	16	19	3	0	18	13	20	18	0	3	21	15	7	8	19	2	12	8	0	16	11	11	0	0	0	5	21	11	13	7	13	19	13	23	22	18	23	21	3	0	13	18	20	18	0	21	12	9	22	14	15	21	13	15	22	14	12	21	21	9	13	22	27	25	2	27	22	25	2	0	0	23	23	0	20	24	1	0	13	0	0	1	0	0	11	0	0	1	0	0	0	8	0	24	0	1	6	26	0	6	0	6	4	5	5	2	3	14	9	5	0	0	0	0	0	0	39	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261144	3	1	2	9	0	2	2	6	7	10	4	15	14	27	3	7	19	7	8	23	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	4	0	0	4	35	9	38	44	20	15	6	3	19	22	19	22	0	0	16	0	6	3	8	1	12	4	10	0	0	3	12	13	12	20	15	0	19	13	6	21	7	22	17	10	23	0	20	16	18	2	0	18	13	18	18	0	3	20	15	7	8	19	1	12	4	0	16	10	10	0	0	0	3	21	11	13	6	12	18	13	21	22	17	23	20	2	0	13	18	18	18	0	19	10	4	22	12	10	21	13	10	22	12	10	19	21	4	13	17	17	21	0	17	17	21	0	0	0	22	22	0	5	16	0	0	13	0	0	0	0	0	10	0	0	0	0	0	0	7	0	21	0	1	6	26	0	6	0	6	0	6	0	0	0	13	8	5	0	0	0	0	0	0	39	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261213	3	1	2	9	0	2	2	6	7	9	4	15	14	27	3	7	19	7	7	23	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	23	9	4	0	0	4	35	8	38	44	20	15	5	3	19	22	19	22	0	0	16	0	6	3	7	1	12	5	10	0	0	2	12	13	12	20	15	0	19	13	6	21	7	22	17	10	23	0	19	16	18	1	0	18	13	17	17	0	3	20	15	7	7	19	1	12	5	0	16	10	10	0	0	0	2	21	11	13	6	12	18	13	20	22	17	23	19	1	0	13	18	17	17	0	18	10	3	22	11	10	21	13	10	22	11	10	18	21	3	13	16	17	19	0	17	16	19	0	0	0	22	22	0	1	17	1	0	13	0	0	0	0	0	9	0	0	0	0	0	0	7	0	21	0	1	6	26	0	6	0	6	0	6	0	0	1	13	8	5	0	0	0	0	0	0	39	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261257	3	1	2	9	0	2	2	6	7	9	4	15	14	27	3	7	19	8	7	23	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	11	22	9	4	0	0	4	36	7	38	44	20	16	4	3	19	22	19	22	0	0	16	0	6	3	7	0	12	5	9	0	0	2	12	12	12	19	15	0	19	13	6	21	7	22	17	10	23	0	19	15	18	0	0	18	13	17	18	0	3	19	15	7	7	19	0	12	5	0	15	10	9	0	0	0	2	21	11	12	6	12	18	13	20	22	17	23	19	0	0	13	18	17	18	0	18	9	3	22	10	10	21	12	10	22	10	9	18	21	3	12	16	17	19	0	17	16	19	0	0	0	22	22	0	2	17	0	0	12	0	0	0	0	0	9	0	0	0	0	0	0	7	0	19	0	1	6	26	0	6	0	6	0	6	0	0	1	13	8	5	0	0	0	0	0	0	37	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261315	3	1	2	9	0	2	2	6	7	9	4	15	14	27	3	7	19	8	7	23	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	18	10	21	9	4	0	0	4	36	7	38	44	20	16	4	3	19	22	19	22	0	0	16	0	6	3	7	0	12	5	9	0	0	1	12	12	12	19	15	0	19	13	6	21	7	22	17	10	23	0	19	15	18	0	0	18	13	17	18	0	3	19	15	7	7	19	0	12	5	0	15	10	9	0	0	0	1	21	11	12	6	12	18	13	20	22	17	23	19	0	0	13	18	17	18	0	18	9	3	22	11	10	21	12	10	22	11	9	18	21	3	12	16	17	19	0	17	16	19	0	0	0	22	22	0	2	17	0	0	12	0	0	0	0	0	9	0	0	0	0	0	0	7	0	19	0	1	6	26	0	6	0	6	0	6	0	0	1	13	8	5	0	0	0	0	0	0	37	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261354	3	1	2	9	0	2	2	6	7	9	4	15	13	27	3	7	19	8	7	23	13	24	14	23	7	36	16	26	12	0	3	5	16	7	1	3	8	11	0	5	21	6	16	9	21	9	4	0	0	4	36	7	38	44	20	16	4	3	19	22	19	22	0	0	16	0	6	3	7	0	12	5	9	0	0	1	12	12	12	19	15	0	19	13	6	21	7	23	17	10	23	0	19	15	18	0	0	18	13	17	18	0	3	19	15	7	7	19	0	12	5	0	15	10	9	0	0	0	1	21	11	12	6	12	18	13	20	23	17	23	19	0	0	13	18	17	18	0	18	9	4	22	11	10	21	12	10	22	11	9	18	21	4	12	16	17	19	0	17	16	19	0	0	0	22	22	0	2	17	0	0	10	0	0	0	0	0	9	0	0	0	0	0	0	7	0	19	0	1	6	26	0	6	0	6	0	6	0	0	1	13	8	5	0	0	0	0	0	0	37	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261538	3	1	2	9	0	2	2	6	7	9	4	15	13	27	3	7	19	8	7	23	13	24	14	23	6	35	16	26	12	0	4	5	16	6	1	3	8	11	0	4	21	6	16	8	21	9	2	0	0	3	0	0	17	33	0	0	0	0	9	16	8	17	0	0	4	0	4	0	2	0	0	0	1	0	0	0	7	0	1	16	0	0	18	7	0	21	5	19	7	0	23	0	6	8	18	0	0	12	0	8	15	0	0	16	0	5	2	18	0	0	0	0	8	0	1	0	0	0	0	21	0	0	0	7	18	7	19	19	7	23	6	0	0	0	12	8	15	0	5	0	0	19	0	0	2	4	0	19	0	0	5	2	0	4	7	8	13	0	8	7	13	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	6	0	1	0	1	6	26	0	6	0	6	0	3	0	0	1	13	8	5	0	0	0	0	0	10	33	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261603	3	1	2	9	0	2	2	6	7	9	4	15	13	27	3	7	19	8	7	23	13	24	14	23	6	35	16	26	12	0	4	5	16	6	1	3	8	11	0	4	21	6	16	8	21	9	2	0	0	3	0	0	17	29	0	0	0	0	9	14	8	15	0	0	4	0	3	0	2	0	0	0	1	0	0	0	7	0	1	16	0	0	17	5	0	21	6	18	6	0	23	0	4	5	14	0	0	8	0	5	15	0	0	16	0	6	2	17	0	0	0	0	5	0	1	0	0	0	0	21	0	0	0	7	14	5	17	18	6	23	4	0	0	0	8	5	15	0	2	0	0	16	0	0	0	3	0	16	0	0	2	0	0	3	7	8	13	0	8	7	13	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	1	6	26	0	6	0	6	0	3	0	0	1	13	8	5	0	0	0	0	0	10	32	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	20	0	0	18	26
201707261646	3	1	2	9	0	2	2	6	7	9	4	15	13	27	3	7	19	8	7	23	13	24	12	23	6	35	16	26	12	0	4	5	16	6	1	3	8	11	0	4	21	6	16	8	21	9	1	0	0	3	0	0	13	18	0	0	0	0	9	9	4	9	0	0	2	0	3	0	1	0	0	0	0	0	0	0	1	0	1	13	0	0	10	2	0	6	0	16	2	0	23	0	0	0	8	0	0	8	0	3	12	0	0	13	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	8	2	9	16	2	23	0	0	0	0	8	3	12	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	7	5	12	0	5	7	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	25	0	6	0	6	0	3	0	0	2	13	8	5	0	0	0	0	0	10	32	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	21	0	0	18	26
201707261709	3	1	2	9	0	2	2	6	7	9	4	15	13	27	3	7	19	8	7	23	13	24	12	23	6	35	16	26	12	0	4	5	16	6	1	3	8	11	0	4	21	6	16	8	21	9	1	0	0	3	0	0	13	18	0	0	0	0	9	9	4	9	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	5	2	0	6	0	15	2	0	22	0	0	0	8	0	0	8	0	2	12	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	2	10	15	2	22	0	0	0	0	8	2	12	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	7	5	12	0	5	7	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	25	0	6	0	6	0	2	0	0	2	13	8	5	0	0	0	0	0	10	31	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	21	0	0	18	26
201707261733	3	1	2	9	0	2	2	6	7	9	4	15	13	27	3	7	19	8	7	23	13	24	12	23	6	35	16	26	12	0	4	5	16	6	1	3	8	11	0	4	21	6	16	8	21	9	1	0	0	3	0	0	12	19	0	0	0	0	9	9	3	10	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	2	1	0	6	0	15	1	0	21	0	0	0	9	1	0	8	0	1	12	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	1	10	15	1	21	0	1	0	0	8	1	12	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	7	5	12	0	5	7	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	25	0	6	0	6	0	2	0	0	2	13	8	5	0	0	0	0	0	10	29	10	1	0	1	8	3	0	4	6	4	6	16	13	5	13	5	0	18	21	0	0	17	26
