date	ARTI4102_13579	ARTI4103_12663	ARTI4106_13982	ARTI4108_23552	ARTI4201_26304	ARTI4202_26305	ARTI4203_12665	ARTI4204_13185	ARTI4205_13285	ARTI4301_13582	MBIT4101_16852	MBIT4101_20710	MBIT4102_19970	MBIT4102_22738	MBIT4103_17324	MBIT4201_13984	MBIT4201_16853	MBIT4202_13985	MBIT4204_27080	MBIT4206_19969	MBIT4209_27081	MBIT4210_17326	MBIT4301_17118	MBIT4304_24744	MSIN4102_27180	MSIN4201_27181	MSIN4202_27182	MSIN4203_24850	MSIN4301_14608	MINE4101_22182	MINE4102_22751	MINE4103_24819	MINE4201_24820	MINE4202_27157	MISO4101_14446	MISO4203_27158	MISO4204_14604	MISO4205_16210	MISO4206_24822	MISO4208_27975	MISO4301_16211	BCOM4001_27498	BCOM4004_27501	BCOM4006_27503	BCOM4105_27504	BCOM4980_16639	ISIS1001_10838	ISIS1001_16970	ISIS1001_27376	ISIS1002_24591	ISIS1104_11177	ISIS1104_11209	ISIS1104_18783	ISIS1104_22759	ISIS1104L_15032	ISIS1104L_15033	ISIS1104L_15034	ISIS1104L_15035	ISIS1104L_16783	ISIS1104L_20535	ISIS1104L_22761	ISIS1104L_22763	ISIS1105_12123	ISIS1105_27380	ISIS1106_11178	ISIS1106_18957	ISIS1106_27381	ISIS1204_10054	ISIS1204_10367	ISIS1204_10368	ISIS1204_10369	ISIS1204_10370	ISIS1204_10371	ISIS1204_10372	ISIS1204_10373	ISIS1204_10374	ISIS1204_10640	ISIS1204_11024	ISIS1204_11102	ISIS1204_11469	ISIS1204_11471	ISIS1204_11474	ISIS1204_12144	ISIS1204_12148	ISIS1204_12150	ISIS1204_12757	ISIS1204_13195	ISIS1204_13197	ISIS1204_13600	ISIS1204_13996	ISIS1204_14131	ISIS1204_16816	ISIS1204_20566	ISIS1204_20693	ISIS1204_22668	ISIS1204_25293	ISIS1204_25294	ISIS1204_25297	ISIS1204_25302	ISIS1204_25336	ISIS1204_27393	ISIS1204_27394	ISIS1204L_22669	ISIS1204L_22671	ISIS1204L_22676	ISIS1204L_22677	ISIS1204L_22678	ISIS1204L_22679	ISIS1204L_22680	ISIS1204L_22681	ISIS1204L_22682	ISIS1204L_22683	ISIS1204L_22684	ISIS1204L_22685	ISIS1204L_22686	ISIS1204L_22687	ISIS1204L_22688	ISIS1204L_22689	ISIS1204L_22690	ISIS1204L_22692	ISIS1204L_22693	ISIS1204L_22694	ISIS1204L_22696	ISIS1204L_22697	ISIS1204L_22698	ISIS1204L_22699	ISIS1204L_22700	ISIS1204L_22702	ISIS1204L_22704	ISIS1204L_22705	ISIS1204L_22706	ISIS1204L_25298	ISIS1204L_25299	ISIS1204L_25300	ISIS1204L_25301	ISIS1204L_25334	ISIS1204L_27395	ISIS1204L_27396	ISIS1205_10504	ISIS1205_10551	ISIS1205_11241	ISIS1205_12992	ISIS1205_12994	ISIS1205_16836	ISIS1205_20599	ISIS1205_26135	ISIS1205L_22710	ISIS1205L_22711	ISIS1205L_22712	ISIS1205L_22713	ISIS1205L_22714	ISIS1205L_22715	ISIS1205L_22716	ISIS1205L_26136	ISIS1206_10288	ISIS1206_10705	ISIS1206_18797	ISIS1206_26124	ISIS1206L_22717	ISIS1206L_22718	ISIS1206L_22719	ISIS1206L_26125	ISIS1207_14104	ISIS1207L_14374	ISIS1209_14772	ISIS1209L_14773	ISIS1211_15711	ISIS1304_11211	ISIS1304_19067	ISIS1304_26170	ISIS1404_12124	ISIS1404_12125	ISIS1404_12126	ISIS1404_13202	ISIS1404_13595	ISIS1404_14129	ISIS1404_15053	ISIS1404_15054	ISIS1404_15256	ISIS1404_16846	ISIS1404_16847	ISIS1404_18825	ISIS1404_20689	ISIS1404_20690	ISIS1404_25611	ISIS1404_27392	ISIS1602B_24592	ISIS1603B_11179	ISIS2007_11180	ISIS2007_27391	ISIS2008_11322	ISIS2203_25387	ISIS2203_25388	ISIS2203L_25389	ISIS2203L_25390	ISIS2304_25588	ISIS2304_25589	ISIS2304_27390	ISIS2403_11182	ISIS2403_25391	ISIS2503_11535	ISIS2503L_15050	ISIS2503L_25597	ISIS2603_11183	ISIS2603_25540	ISIS2603_27388	ISIS2603L_22765	ISIS2603L_22766	ISIS2603L_27389	ISIS2804_23563	ISIS3204_12515	ISIS3204L_22771	ISIS3204L_22775	ISIS3204L_22777	ISIS3204L_23484	ISIS3301_11073	ISIS3301_27499	ISIS3302_15047	ISIS3302_27486	ISIS3302L_21977	ISIS3302L_22772	ISIS3425_24596	ISIS3510_16808	ISIS3510_27382	ISIS3510L_22767	ISIS3510L_27383	ISIS3710_24597	ISIS4208_26925	ISIS4218_27271	ISIS4426_25199	ISIS4822_26926	ISIS4825_26927	ISIS4920_20758
201707241129	22	35	39	30	29	35	40	28	30	48	25	28	29	34	31	28	30	33	33	33	34	33	30	30	31	39	32	36	30	20	23	28	30	25	19	20	22	23	16	24	30	19	24	22	25	10	12	0	0	12	44	43	40	44	22	22	22	21	20	22	20	22	30	30	30	30	30	10	11	5	18	14	19	0	3	16	16	15	18	22	18	0	19	17	8	22	15	24	22	14	23	0	23	17	21	5	0	20	17	19	21	0	10	22	18	15	11	19	5	18	14	0	17	14	19	0	3	0	16	22	17	15	8	16	21	17	24	24	22	23	23	5	0	17	20	19	21	0	24	24	23	24	23	24	24	23	24	24	23	24	24	24	23	23	30	30	30	30	30	30	30	30	1	1	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	24	24	69	70	30	30	80	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	25	25	25	50	48	12	12	12	12	25	25	25	25	25	25	25	25	25	25	25	25	24	29	29	32	27	30
201707241147	20	17	27	27	11	15	26	26	20	37	16	25	22	32	18	19	29	26	29	30	33	32	21	27	30	38	25	33	27	17	20	23	29	22	15	16	17	19	9	20	27	17	24	22	24	10	12	0	0	12	44	43	40	44	22	22	22	21	20	22	20	22	30	30	30	30	30	10	10	5	18	14	19	0	3	16	16	15	18	22	18	0	19	17	8	22	15	24	22	14	23	0	23	17	21	5	0	20	17	19	21	0	10	22	18	15	10	19	5	18	14	0	17	14	19	0	3	0	16	22	17	15	8	16	21	17	24	24	22	23	23	5	0	17	20	19	21	0	24	24	23	24	23	24	24	23	24	24	23	24	24	24	23	23	30	30	30	30	30	30	30	30	1	1	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	24	24	68	70	30	30	80	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	25	25	25	50	48	12	12	12	12	25	25	25	25	25	25	25	25	25	25	25	25	21	28	15	25	25	30
201707241221	19	13	26	24	10	13	24	25	19	36	12	25	20	31	16	19	28	25	24	30	32	32	18	27	28	38	25	33	27	15	18	20	27	20	15	15	17	17	7	20	26	14	21	21	24	10	12	0	0	12	44	43	40	44	22	22	22	21	20	22	20	22	30	30	30	30	30	10	10	4	18	14	19	0	2	16	16	15	18	22	18	0	19	17	8	22	15	24	22	14	23	0	23	17	21	3	0	20	17	19	21	0	10	22	18	15	10	19	4	18	14	0	17	14	19	0	2	0	16	22	17	15	8	16	21	17	24	24	22	23	23	3	0	17	20	19	21	0	24	24	23	24	23	24	24	23	24	24	23	24	24	24	23	23	30	30	30	30	30	30	30	30	0	0	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	24	24	68	70	30	30	80	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	25	25	25	50	48	12	12	12	12	25	25	25	25	25	25	25	25	25	25	25	25	21	28	12	21	26	30
201707241307	19	12	26	23	8	12	21	24	19	36	13	25	21	31	13	18	28	25	22	30	32	31	17	27	27	38	24	32	27	14	17	20	26	20	12	14	16	17	4	19	25	14	21	21	24	10	11	0	0	11	44	43	40	44	22	22	22	21	20	22	20	22	30	30	30	30	30	11	11	4	18	14	17	0	3	15	16	15	18	22	18	0	19	17	8	22	14	24	22	14	23	0	23	17	21	2	0	20	17	19	21	0	11	22	18	14	11	19	4	18	14	0	17	14	17	0	3	0	15	22	17	15	8	16	21	17	24	24	22	23	23	2	0	17	20	19	21	0	24	24	23	24	23	24	24	23	24	24	23	24	24	24	23	23	30	30	30	30	30	30	30	30	0	0	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	24	24	68	70	30	30	80	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	25	25	25	50	48	12	12	12	12	25	25	25	25	25	25	25	25	25	25	25	25	20	28	10	21	26	30
201707241415	17	6	6	17	0	2	13	20	19	22	7	17	16	30	5	17	25	11	15	25	19	27	3	26	23	38	22	30	26	8	10	13	22	12	4	10	13	16	1	9	24	14	21	20	24	10	10	0	0	10	44	43	40	44	22	22	22	21	20	22	20	22	30	30	30	30	30	11	10	4	18	14	17	0	1	14	17	15	18	22	18	0	19	16	9	22	14	24	22	14	23	0	23	16	21	2	0	20	16	19	21	0	11	22	18	14	10	19	4	18	14	0	16	14	17	0	1	0	14	22	17	15	9	17	21	16	24	24	22	23	23	2	0	16	20	19	21	0	24	24	23	24	23	24	24	23	24	24	23	24	24	24	23	23	30	30	30	30	30	30	30	30	0	0	24	24	0	30	30	30	24	24	24	24	24	24	24	23	24	23	24	24	24	24	24	24	68	70	30	30	80	25	25	25	25	30	30	30	30	30	60	30	30	25	25	25	25	25	25	50	48	12	12	12	12	25	25	25	25	25	25	25	25	25	25	25	25	19	26	7	9	26	29
201707241512	17	1	4	15	0	2	6	16	16	16	5	15	17	29	3	14	21	7	15	24	17	26	0	26	17	37	21	29	25	6	9	13	19	11	3	5	12	14	0	8	21	13	21	17	23	10	10	0	0	10	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	30	29	10	10	4	18	14	17	0	2	14	17	14	18	21	17	0	19	16	9	22	13	24	21	14	23	0	23	16	21	4	0	20	16	19	21	0	10	21	17	13	10	19	4	18	14	0	16	14	17	0	2	0	14	22	17	14	9	17	21	16	24	24	21	23	23	4	0	16	20	19	21	0	24	24	22	24	23	23	24	23	23	24	23	24	24	24	22	23	28	30	30	28	30	28	30	28	0	0	23	23	0	30	30	28	23	24	24	18	22	21	20	21	23	23	23	24	24	24	24	23	67	67	24	30	74	21	25	21	25	28	30	29	27	27	54	27	27	25	22	25	22	25	25	49	46	11	11	12	12	25	22	24	22	24	22	25	22	25	22	25	23	18	27	5	7	25	27
201707241556	16	1	4	13	0	2	6	16	16	16	4	14	15	29	3	12	21	7	15	24	17	24	0	24	11	37	19	28	25	6	7	9	17	10	3	4	12	14	0	8	21	13	21	16	23	10	9	0	0	9	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	10	9	4	18	14	16	0	0	14	16	14	17	21	17	0	19	16	9	22	13	24	21	14	23	0	23	16	21	4	0	19	16	19	21	0	10	21	17	13	9	19	4	18	14	0	16	14	16	0	0	0	14	22	16	14	9	16	21	16	24	24	21	23	23	4	0	16	19	19	21	0	24	24	22	24	23	23	24	23	23	24	23	24	24	24	22	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	22	18	20	21	23	23	23	24	23	24	24	23	67	66	24	30	74	20	25	20	25	28	30	28	26	27	54	27	27	25	20	25	20	25	25	49	45	11	11	12	11	24	20	24	21	24	21	25	21	23	21	23	23	18	26	6	6	25	27
201707241623	16	1	4	13	0	2	6	16	16	15	4	15	15	29	3	12	21	7	15	24	16	24	0	24	10	37	19	28	25	5	7	9	16	9	3	4	11	12	0	8	21	13	21	15	23	10	9	0	0	9	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	10	9	4	18	13	16	0	0	14	16	14	17	21	17	0	18	16	9	22	12	24	21	14	23	0	23	17	21	4	0	19	16	19	21	0	10	21	17	12	9	18	4	18	13	0	17	14	16	0	0	0	14	22	16	14	9	16	21	16	24	24	21	23	23	4	0	16	19	19	21	0	24	24	22	24	22	23	24	23	23	24	22	24	24	24	22	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	22	17	20	21	23	23	23	24	23	24	24	23	67	63	24	29	73	20	25	20	25	28	30	28	26	27	53	26	27	25	20	25	20	25	25	48	44	10	11	12	11	24	20	24	20	24	20	25	21	21	21	21	23	18	26	6	6	25	27
201707241717	16	1	4	13	0	2	6	16	15	15	5	14	15	29	3	12	20	7	15	24	16	24	0	24	10	38	18	27	25	3	7	9	17	9	3	3	10	12	0	8	21	12	21	14	23	10	8	-1	0	7	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	9	4	18	13	16	0	0	14	16	14	17	21	17	0	18	16	9	22	12	24	21	14	23	0	23	17	21	4	0	19	16	19	21	0	9	21	17	12	9	18	4	18	13	0	17	14	16	0	0	0	14	22	16	14	9	16	21	16	24	24	21	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	23	23	24	23	23	24	24	21	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	22	16	20	21	23	23	22	24	21	24	24	23	67	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	18	26	6	4	24	26
201707241814	16	1	3	13	0	2	6	14	15	14	5	14	15	29	3	12	20	7	15	24	16	24	0	24	10	38	18	27	25	2	6	9	17	9	3	3	10	12	0	8	21	11	21	14	23	10	8	-1	0	7	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	9	4	17	13	16	0	0	14	16	14	17	20	17	0	19	16	9	22	12	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	20	17	12	9	19	4	17	13	0	17	14	16	0	0	0	14	22	16	14	9	16	21	16	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	23	23	24	23	23	24	24	21	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	66	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	18	26	5	4	24	26
201707241848	16	1	3	13	0	2	6	14	15	14	5	14	15	29	3	12	20	7	15	24	16	24	0	24	10	38	18	27	25	2	4	7	17	8	3	3	10	12	0	8	21	11	21	14	23	10	8	-1	0	7	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	9	4	17	12	16	0	0	14	16	14	17	20	17	0	19	16	9	22	12	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	20	17	12	9	19	4	17	12	0	17	14	16	0	0	0	14	22	16	14	9	16	21	16	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	23	23	24	23	23	24	24	21	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	66	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	18	26	5	4	24	26
201707242034	15	1	3	13	0	2	6	13	15	14	5	14	15	29	3	12	20	7	14	24	16	24	0	24	10	38	18	27	25	2	3	7	17	8	3	3	10	12	0	8	21	11	21	14	23	10	7	0	0	7	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	8	4	17	12	16	0	0	14	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	14	22	16	14	10	16	21	17	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	23	23	24	23	23	24	24	21	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	65	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	17	26	5	4	23	26
201707242132	14	2	3	14	0	2	6	12	15	14	5	14	15	29	3	12	19	7	14	24	16	24	0	24	9	38	18	27	25	2	3	7	17	8	3	3	9	12	0	8	21	10	20	13	23	10	7	0	0	7	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	8	4	17	12	16	0	0	14	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	14	22	16	14	10	16	21	17	24	24	20	23	23	4	0	16	19	19	21	0	24	23	21	24	23	23	24	23	23	24	23	23	24	24	21	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	65	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	17	26	5	4	23	26
201707242210	12	2	2	14	0	2	5	11	15	14	5	14	15	28	3	11	19	7	13	24	16	24	0	24	9	38	18	27	25	3	3	7	18	8	3	3	9	12	0	8	21	10	20	13	23	10	6	0	0	6	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	8	4	17	12	16	0	0	13	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	16	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	10	16	21	17	24	24	20	23	23	4	0	16	19	19	21	0	24	23	22	24	22	23	24	23	23	24	22	23	24	24	22	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	65	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	17	26	5	4	23	27
201707242307	12	2	2	14	0	2	4	11	15	13	5	14	15	28	3	11	19	7	13	24	16	24	0	24	9	38	18	27	25	3	3	7	18	8	3	3	9	12	0	8	21	9	19	12	23	10	7	0	0	7	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	8	4	17	12	16	0	0	13	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	23	23	24	22	23	24	24	22	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	65	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	17	26	5	4	23	27
201707242329	12	2	2	14	0	2	4	11	15	13	5	14	15	28	3	11	19	7	13	24	16	24	0	24	9	38	18	27	25	3	3	7	18	8	3	3	9	12	0	8	21	9	19	12	23	10	6	0	0	6	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	8	4	17	12	16	0	0	13	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	23	23	24	22	23	24	24	22	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	65	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	17	26	6	4	23	27
201707242343	12	1	2	14	0	2	4	11	15	13	5	14	15	28	3	11	19	7	13	24	16	24	0	24	9	38	18	27	25	3	3	7	18	8	3	3	9	12	0	8	21	9	19	12	23	10	6	0	0	6	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	8	4	17	12	16	0	0	13	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	23	23	24	22	23	24	24	22	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	65	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	17	26	6	4	23	27
201707250748	12	1	2	14	0	2	4	11	15	13	5	14	15	28	3	11	19	7	13	24	16	24	0	24	8	38	18	27	25	3	3	7	18	8	3	3	9	12	0	8	21	9	19	12	23	10	6	0	0	6	42	42	40	44	22	20	22	20	20	22	20	22	29	30	30	29	28	9	8	4	17	12	16	0	0	13	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	15	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	10	16	21	17	24	24	20	23	23	4	0	15	19	19	21	0	24	23	22	24	22	23	24	23	23	24	22	23	24	24	22	23	27	30	30	28	30	27	30	28	0	0	23	23	0	30	30	28	23	22	24	18	21	17	20	21	23	23	22	24	21	24	24	23	65	62	24	29	73	19	25	19	25	27	30	28	25	27	53	26	27	25	20	25	20	25	25	48	43	9	11	12	11	24	19	24	19	24	19	25	19	21	19	21	21	17	26	6	5	23	27
201707251027	9	1	2	11	0	2	4	8	12	12	5	14	15	28	3	11	19	6	13	24	16	24	0	24	5	38	16	26	25	3	3	7	16	8	3	3	9	12	0	7	21	9	19	11	23	9	6	0	0	6	42	42	40	44	22	20	22	20	20	22	20	22	27	28	29	26	28	9	8	4	17	12	16	0	0	13	16	14	17	20	17	0	19	17	10	22	11	24	20	14	23	0	23	17	21	4	0	19	14	19	21	0	9	20	17	11	8	19	4	17	12	0	17	14	16	0	0	0	13	22	16	14	10	16	21	17	24	24	20	23	23	4	0	14	19	19	21	0	24	22	22	24	22	22	24	23	22	24	22	22	24	24	22	23	26	30	30	28	30	26	30	28	0	0	23	23	0	30	30	28	19	22	24	18	21	14	19	19	20	23	22	23	20	23	24	22	61	47	23	29	72	16	25	16	25	26	30	27	24	27	52	25	27	25	18	24	18	25	24	47	38	6	10	12	10	23	15	22	18	22	18	24	16	18	16	18	15	17	26	4	1	23	26
201707251309	5	1	2	9	0	2	4	5	9	12	5	14	15	28	3	10	18	5	13	22	16	24	-1	24	5	38	16	26	25	1	3	7	16	8	2	3	9	10	0	5	21	6	19	11	23	9	6	0	0	6	42	40	40	44	22	20	20	20	20	22	20	22	25	28	29	25	28	9	8	4	17	12	16	0	0	11	16	14	17	20	17	0	19	16	9	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	11	22	16	14	9	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	24	22	22	24	22	22	24	22	22	24	24	22	22	26	30	29	28	30	26	29	28	0	0	23	23	0	30	29	28	9	20	23	13	18	7	18	19	18	23	19	19	15	23	24	21	53	37	20	26	66	15	24	15	24	24	30	26	21	26	46	22	24	24	17	24	17	24	24	46	27	3	3	12	9	18	0	17	14	17	14	22	15	8	15	8	7	17	22	0	0	21	26
201707251351	5	1	2	9	0	2	4	5	9	12	5	14	15	28	3	10	18	5	13	22	16	24	-1	24	5	38	16	26	25	1	3	7	16	8	2	3	10	10	0	5	21	6	19	11	23	9	6	0	0	6	42	40	40	44	22	20	20	20	20	22	20	22	25	28	29	25	28	9	8	4	17	12	16	0	0	11	16	14	17	20	17	0	19	16	9	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	11	22	16	14	9	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	24	22	22	24	22	22	24	22	22	24	24	22	22	26	30	29	28	30	26	29	28	0	0	23	23	0	30	29	28	9	20	24	13	18	7	18	19	18	23	19	19	15	23	24	21	53	37	20	26	66	15	24	15	24	24	30	26	21	26	46	22	24	24	17	24	17	24	24	46	27	3	3	12	9	18	0	17	14	17	14	22	15	8	15	8	7	17	22	0	0	21	26
201707251441	5	1	2	9	0	2	4	5	9	12	5	14	15	28	3	10	18	5	13	22	16	24	-1	24	5	38	16	26	23	0	3	7	16	8	1	3	10	11	0	5	21	5	19	11	23	9	6	0	0	6	42	39	40	44	22	20	20	19	20	22	20	22	19	27	28	24	27	10	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	16	8	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	10	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	23	22	22	24	22	22	23	22	22	24	24	22	22	26	30	28	27	30	26	28	27	0	0	23	23	0	29	29	26	5	20	24	10	17	5	12	19	18	18	19	15	14	21	22	19	50	33	17	25	62	13	21	13	21	23	29	25	20	24	41	19	22	24	16	24	16	24	24	45	14	0	0	6	8	6	0	8	9	8	9	20	13	5	13	5	0	18	20	0	0	18	26
201707251521	5	1	2	9	0	2	4	5	8	12	5	14	15	28	3	9	18	5	13	22	16	24	-1	24	5	38	16	26	23	0	3	6	16	8	1	3	10	11	0	5	21	5	19	11	23	9	6	0	0	6	42	39	40	44	22	20	20	19	20	22	20	22	17	26	28	24	27	10	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	16	8	22	10	23	20	14	23	0	23	17	21	4	0	19	14	20	21	0	10	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	16	24	23	20	23	23	4	0	14	19	20	21	0	24	22	22	23	22	21	24	22	21	23	22	22	24	24	22	22	26	30	27	27	30	26	27	27	0	0	23	23	0	29	30	24	5	20	23	8	16	3	7	19	18	18	14	11	12	20	20	17	49	30	17	24	61	12	21	12	21	22	29	24	20	22	40	19	21	23	15	24	15	23	24	45	11	0	1	2	8	4	0	6	6	6	6	17	13	5	13	5	0	18	20	0	0	18	26
201707251605	5	1	2	9	0	2	5	6	8	11	5	14	15	28	3	9	18	5	13	22	16	24	-1	24	5	38	16	26	22	0	3	6	16	8	1	3	10	11	0	5	21	5	19	11	23	9	6	0	0	6	42	39	40	44	22	20	20	19	20	22	20	22	15	26	28	23	27	9	8	4	17	12	16	0	0	8	16	14	17	20	17	0	19	16	8	22	10	23	20	14	23	0	21	17	21	4	0	19	14	20	21	0	9	20	17	10	8	19	4	17	12	0	17	14	16	0	0	0	8	22	16	14	8	16	21	16	24	23	20	23	21	4	0	14	19	20	21	0	24	22	21	23	22	21	24	22	21	23	22	22	24	24	21	22	26	30	28	27	30	26	28	27	0	0	23	23	0	29	30	23	4	20	22	4	10	3	1	19	12	17	13	5	5	19	18	12	46	27	16	22	58	8	21	8	21	21	29	24	20	21	38	18	20	23	14	24	14	23	24	44	10	0	0	2	8	3	0	5	6	5	6	17	13	5	13	5	0	18	20	0	0	18	26
