date	ICYA1101_23475	ICYA1101C_28316	ICYA1110_14306	ICYA1110_27619	ICYA1110L_12754	ICYA1110L_12756	ICYA1110L_13094	ICYA1110L_13095	ICYA1110L_22750	ICYA1113_24323	ICYA1113C_13529	ICYA1114_16962	ICYA1114C_12770	ICYA1114C_28636	ICYA1114C_28637	ICYA1116_24324	ICYA1116_25165	ICYA1116_25166	ICYA1116C_12797	ICYA1116C_16981	ICYA1116C_20387	ICYA1116L_27890	ICYA1116L_27891	ICYA1116L_27892	ICYA1116L_27893	ICYA1117_14308	ICYA1117_15245	ICYA1117C_15144	ICYA1117C_15145	ICYA1117C_15146	ICYA1117C_15246	ICYA1117C_22788	ICYA1117C_25168	ICYA1117L_12818	ICYA1117L_12820	ICYA1117L_12826	ICYA1117L_15265	ICYA1117L_16540	ICYA1117L_22791	ICYA1117L_25171	ICYA1117L_25172	ICYA1117L_25174	ICYA1117L_27622	ICYA1117L_28712	ICYA1122_18822	ICYA1122_22797	ICYA1122L_12904	ICYA1122L_22798	ICYA1122L_22799	ICYA1122L_22800	ICYA1122L_22801	ICYA1122L_25175	ICYA1122L_25208	ICYA1122L_25211	ICYA1122L_27631	ICYA1125_13070	ICYA1125_18709	ICYA1125_22803	ICYA1125L_13071	ICYA1125L_13126	ICYA1125L_13127	ICYA1125L_16571	ICYA1125L_16572	ICYA1200A_15083	ICYA1500B_10248	ICYA2001_11103	ICYA2001_13100	ICYA2001_18716	ICYA2001C_13072	ICYA2001C_13101	ICYA2001C_18718	ICYA2070_11534	ICYA2101_24328	ICYA2101C_22875	ICYA2203_14310	ICYA2203_18723	ICYA2203C_13155	ICYA2203C_13224	ICYA2203C_21129	ICYA2203C_28731	ICYA2203C_28733	ICYA2203L_12292	ICYA2203L_12908	ICYA2203L_12909	ICYA2203L_12910	ICYA2203L_12911	ICYA2203L_18828	ICYA2203L_28680	ICYA2203L_28690	ICYA2304_21152	ICYA2304_27582	ICYA2304L_12913	ICYA2304L_12914	ICYA2304L_12915	ICYA2304L_16608	ICYA2304L_22881	ICYA2304L_23282	ICYA2304L_25233	ICYA2401_11400	ICYA2401_18754	ICYA2401C_12916	ICYA2401C_12917	ICYA2401C_18829	ICYA2401C_18830	ICYA2401L_13464	ICYA2401L_13502	ICYA2401L_13503	ICYA2401L_13504	ICYA2401L_13506	ICYA2401L_13507	ICYA2401L_13508	ICYA2401L_13509	ICYA2401L_13510	ICYA2401L_13511	ICYA2401L_13512	ICYA2401L_18831	ICYA2401L_20406	ICYA2401L_20407	ICYA2401L_20408	ICYA2401L_26115	ICYA2401L_27585	ICYA2402_11399	ICYA2402_20804	ICYA2402_27586	ICYA2402C_12918	ICYA2402C_12919	ICYA2402C_20409	ICYA2402C_20410	ICYA2402C_23294	ICYA2402L_13465	ICYA2402L_13513	ICYA2402L_13514	ICYA2402L_13516	ICYA2402L_13517	ICYA2402L_13518	ICYA2402L_13519	ICYA2402L_13520	ICYA2402L_13521	ICYA2402L_13522	ICYA2402L_13523	ICYA2402L_13524	ICYA2402L_20415	ICYA2402L_20418	ICYA2402L_20420	ICYA2402L_27587	ICYA2402L_27588	ICYA2406_24331	ICYA2406L_12920	ICYA2406L_12921	ICYA2406L_13731	ICYA2407_24332	ICYA2407L_12922	ICYA2407L_12923	ICYA2412_27681	ICYA2412C_27684	ICYA2412C_27685	ICYA2412L_13466	ICYA2412L_13525	ICYA2412L_13526	ICYA2412L_22883	ICYA3078_14312	ICYA3078C_13149	ICYA3078C_22885	ICYA3079_24333	ICYA3079C_13151	ICYA3102_10195	ICYA3103_10196	ICYA3104_10602	ICYA3107_24334	ICYA3108_24335	ICYA3202_14315	ICYA3202_28563	ICYA3202C_13156	ICYA3202C_21254	ICYA3203_14316	ICYA3203_22891	ICYA3203C_12925	ICYA3203C_13564	ICYA3203C_22892	ICYA3203C_22893	ICYA3203C_23426	ICYA3305_14317	ICYA3305_22894	ICYA3305L_12927	ICYA3305L_13140	ICYA3305L_19060	ICYA3305L_20421	ICYA3305L_20426	ICYA3305L_22895	ICYA3305L_22896	ICYA3305L_23569	ICYA3305L_27589	ICYA3306_24337	ICYA3306_27590	ICYA3306L_12928	ICYA3306L_12929	ICYA3306L_13142	ICYA3306L_15058	ICYA3307_14318	ICYA3307_22897	ICYA3307C_13152	ICYA3307C_22898	ICYA3308_24339	ICYA3401_14319	ICYA3401_20806	ICYA3401C_12931	ICYA3401C_12932	ICYA3401C_12969	ICYA3401C_16989	ICYA3401C_20423	ICYA3406_24341	ICYA3406L_13424	ICYA3406L_13527	ICYA3406L_22902	ICYA3408_24343	ICYA3408L_13073	ICYA3408L_13153	ICYA3408L_17147	ICYA3408L_17148	ICYA3501_24345	ICYA3501L_16548	ICYA3501L_16549	ICYA3501L_16550	ICYA3501L_27591	ICYA3601_24347	ICYA3601L_13580	ICYA3601L_13581	ICYA3601L_16583	ICYA3601L_16584	ICYA3702_24351	ICYA3702L_16990	ICYA3702L_16992	ICYA3702L_16994	ICYA3702L_20434	ICYA3702L_27592	ICYA3702L_27756	ICYA3991_24353	ICYA4070_10692	ICYA4071_10647	ICYA4103_26793	ICYA4104_26794	ICYA4107_27807	ICYA4131_26798	ICYA4133_26799	ICYA4139_26801	ICYA4160_26803	ICYA4161_26804	ICYA4203_24389	ICYA4206_26806	ICYA4209_11386	ICYA4211_11387	ICYA4212_25839	ICYA4213_25840	ICYA4214_25841	ICYA4216_25842	ICYA4217_25843	ICYA4218_25844	ICYA4219_26000	ICYA4290_24391	ICYA4291_24392	ICYA4292_21852	ICYA4293_21853	ICYA4301_24393	ICYA4305_26807	ICYA4309_26808	ICYA4314_26809	ICYA4317_26810	ICYA4317C_27749	ICYA4317C_27751	ICYA4325_27839	ICYA4326_27842	ICYA4350_24417	ICYA4408_26822	ICYA4416_26827	ICYA4423_26828	ICYA4448_26831	ICYA4506_27811	ICYA4507_27830	ICYA4509_27831	ICYA4511_27836	ICYA4532_26833	ICYA4607_26836	ICYA4610_26837	ICYA4612_27845	ICYA4613_27846	ICYA4703_26839	ICYA4715_26842	ICYA4718_26844	ICYA4802_27598	ICYA4804_26847	ICYA4805_26848	ICYA4809_26849	ICYA4813_27945	ICYA6002_13931	ICYA6007_24491	ICYA6402_13842	ICYA6961_26856	ICYA6962_26857	ICYA6963_26858	ICYA6970_13846	ICYA6980_13847	ICYA6981_13848	ICYA6982_13849	ICYA6990_13850	ICYA6997_13851	ICYA6998_28341
1707250748	62	62	49	54	21	18	22	20	22	47	47	0	0	0	0	46	39	39	46	39	39	31	32	32	31	66	68	25	26	26	25	27	27	14	12	14	14	11	14	14	13	14	14	0	53	50	12	12	12	9	11	13	10	12	12	0	79	75	31	32	33	31	32	20	49	57	53	59	55	59	55	150	78	78	55	60	37	40	38	0	0	17	20	19	20	19	20	0	0	57	56	17	15	16	18	18	17	18	88	68	40	40	37	39	10	10	9	9	10	9	10	9	9	9	8	8	10	8	9	10	10	54	56	60	30	36	34	35	35	10	8	9	10	7	11	11	10	11	10	11	11	10	11	11	10	9	61	19	21	22	57	28	29	39	20	19	10	10	10	9	71	30	41	53	53	79	44	10	59	90	52	56	52	56	46	44	18	17	19	17	19	46	46	10	10	11	10	11	9	9	11	11	45	47	23	21	23	25	45	46	45	46	58	66	74	29	27	29	27	28	59	17	23	23	59	15	14	15	15	76	17	20	20	19	64	17	14	18	17	62	11	10	12	12	12	12	46	200	50	44	48	45	45	49	40	46	31	10	16	71	10	9	25	27	8	46	42	10	5	5	42	5	38	56	34	18	15	5	10	48	46	45	23	29	48	42	44	44	46	44	49	40	45	48	33	36	29	39	44	42	49	48	31	9	10	8	19	20	20	17	18	16	18	18	20	15
1707251027	62	62	49	54	21	18	22	20	22	47	47	-5	-4	0	-1	46	39	39	46	39	39	31	32	32	31	66	66	25	25	25	25	27	27	14	12	14	13	11	13	14	13	14	14	0	51	49	10	12	12	8	11	13	10	12	12	0	78	69	30	29	32	31	30	36	46	54	52	59	53	59	53	150	78	78	50	60	37	40	33	0	0	15	19	18	19	19	20	0	0	55	56	17	15	16	18	17	17	17	86	68	40	40	35	39	10	10	9	9	10	9	10	8	9	9	8	8	9	8	9	10	10	48	53	59	27	33	32	33	35	9	8	9	9	7	11	11	10	9	10	10	10	6	11	11	10	9	59	19	21	20	56	28	28	39	20	19	10	10	10	9	33	4	29	39	39	40	21	10	49	84	43	56	43	56	44	42	18	17	16	16	19	44	43	8	10	11	10	10	8	8	11	11	41	46	21	19	22	25	45	40	45	40	48	50	71	28	23	26	22	22	46	9	22	19	40	5	9	13	13	70	16	19	16	19	50	13	9	16	14	52	9	6	12	11	10	11	38	200	50	40	35	41	39	35	35	44	28	10	16	53	10	7	25	26	6	46	41	10	1	5	41	5	23	52	4	0	0	0	0	48	40	44	20	26	47	41	42	43	44	39	48	33	42	44	26	31	25	38	44	41	45	48	31	9	10	8	19	20	20	17	18	16	17	17	20	15
1707251309	61	61	47	54	21	16	22	20	22	47	47	0	0	0	0	45	39	39	45	39	39	31	32	32	30	65	66	25	25	25	24	27	27	14	12	14	13	11	13	14	12	14	14	0	51	47	11	10	12	8	10	13	10	12	12	0	78	65	30	29	32	29	28	34	46	51	51	56	51	58	49	150	76	76	39	59	30	36	32	0	0	14	16	16	16	17	19	0	0	50	53	17	15	12	17	16	17	15	83	68	39	40	33	39	10	10	9	9	10	9	10	8	8	9	8	6	9	8	9	10	10	38	50	59	19	33	28	34	33	9	8	9	8	4	11	11	8	8	9	9	8	5	10	11	10	9	56	17	21	19	53	26	27	37	18	19	9	10	10	8	4	2	2	35	35	2	11	10	45	70	32	49	32	49	38	29	14	11	10	13	19	32	37	0	9	10	10	7	5	7	10	11	31	43	20	14	16	24	40	25	40	25	36	30	56	23	8	22	16	17	30	2	18	14	31	3	5	12	11	66	13	19	15	19	41	10	7	14	12	42	8	5	12	7	9	8	31	200	50	36	33	36	39	26	24	44	28	10	16	53	10	7	25	24	6	46	41	10	1	5	41	5	10	46	1	0	1	1	0	48	19	44	14	20	47	37	41	43	42	34	48	28	40	42	22	30	25	37	43	39	43	46	31	9	10	7	19	20	20	17	18	16	17	17	20	15
1707251351	61	61	47	54	21	16	22	20	22	47	47	0	0	0	0	45	39	39	45	39	39	31	32	32	30	65	66	25	25	25	24	27	27	14	12	14	13	11	13	14	12	14	14	0	51	47	11	10	12	8	10	13	10	12	12	0	78	65	30	29	32	29	28	34	46	51	51	56	51	58	49	150	76	76	39	59	30	36	32	0	0	14	16	16	16	17	19	0	0	50	53	17	15	12	17	16	17	15	83	68	39	40	33	39	10	10	9	9	10	9	10	8	8	9	8	6	9	8	9	10	10	38	50	59	19	33	28	34	33	9	8	9	8	4	11	11	8	8	9	9	8	5	10	11	10	9	56	17	21	19	53	26	27	37	18	19	9	10	10	8	4	2	2	35	35	2	11	10	45	70	32	49	32	49	38	29	14	11	10	13	19	32	37	0	9	10	10	7	5	7	10	11	31	43	20	14	16	24	40	25	40	25	36	30	56	23	8	22	16	17	30	2	18	14	31	3	5	12	11	66	13	19	15	19	41	10	7	14	12	42	8	5	12	7	9	8	31	200	50	36	33	36	39	26	24	44	28	10	16	53	10	7	25	24	6	46	41	10	1	5	41	5	10	46	2	0	1	1	0	48	19	44	14	20	47	37	41	43	42	34	48	28	40	42	22	30	25	37	43	39	43	46	31	9	10	7	19	20	20	17	18	16	17	17	20	15
1707251441	58	58	42	53	21	15	22	17	20	47	47	0	0	0	0	45	39	39	45	39	39	31	32	32	30	65	66	25	25	25	24	27	27	14	12	14	13	11	13	14	12	14	14	0	51	46	10	10	12	8	10	13	10	12	12	0	78	63	30	28	32	29	27	32	42	44	46	54	44	56	44	150	74	74	24	57	22	33	26	0	0	11	14	12	13	12	19	0	0	42	47	17	13	8	17	15	15	10	81	66	39	40	31	37	10	8	9	9	10	9	10	8	7	9	8	5	9	8	9	10	10	31	41	55	11	32	23	28	33	8	7	8	7	3	11	10	6	8	9	7	7	2	6	10	10	8	55	17	20	19	48	24	24	36	17	19	9	10	10	7	4	2	2	35	35	0	11	10	0	46	20	41	20	41	18	15	1	3	0	11	18	13	26	0	7	7	10	0	0	0	8	7	10	36	15	0	10	21	33	4	33	4	28	9	46	22	0	17	5	11	27	2	15	14	22	0	0	11	11	58	11	18	12	17	36	8	7	14	9	32	5	3	12	5	8	6	30	200	50	36	33	36	37	26	24	44	28	10	16	53	10	7	25	24	6	46	41	10	1	5	41	5	11	46	1	0	1	1	0	43	17	44	14	18	47	35	41	43	42	34	47	29	40	42	22	29	25	37	43	39	43	46	31	9	10	7	19	20	20	17	18	16	17	17	20	15
1707251521	56	56	41	53	21	15	21	17	20	47	47	0	0	0	0	44	39	39	44	39	39	31	32	32	29	65	63	25	24	24	23	27	27	13	12	14	13	10	12	14	12	14	14	0	48	45	10	9	11	7	10	13	9	12	12	0	77	58	30	28	31	27	24	29	38	41	43	49	40	56	37	150	71	71	16	56	21	32	19	0	0	10	11	10	11	11	19	0	0	32	45	17	11	5	16	15	11	8	76	66	36	40	30	36	10	8	9	9	10	9	10	8	6	7	9	4	9	8	9	10	8	22	38	53	3	32	22	24	32	8	6	8	6	1	10	9	6	7	9	5	7	1	3	10	10	7	51	15	20	17	47	23	24	36	17	19	9	10	10	7	4	2	2	35	35	0	11	10	0	36	7	40	7	40	15	7	0	0	0	6	16	6	22	0	1	5	9	0	0	1	6	6	0	30	9	0	3	18	30	0	30	0	27	4	39	20	0	15	2	6	25	2	14	13	18	0	0	10	8	54	11	17	11	15	34	8	6	14	8	26	4	2	11	5	7	4	30	200	50	36	33	35	37	26	23	44	28	10	16	53	10	7	25	24	6	46	41	10	1	4	41	5	9	46	0	0	1	1	0	43	15	44	14	18	47	35	41	43	42	33	47	29	40	42	22	29	25	37	43	39	43	46	31	9	10	7	19	20	20	17	18	16	17	16	20	15
1707251605	55	55	37	53	20	14	20	16	20	47	47	0	0	0	0	43	39	39	43	39	39	30	32	32	29	64	63	24	24	24	23	27	27	12	12	14	13	10	12	14	12	14	14	0	48	45	10	9	11	7	10	13	9	12	12	0	77	57	30	28	31	27	23	27	40	36	42	48	37	55	34	150	69	69	2	56	13	28	17	0	0	8	11	3	7	11	18	0	0	17	38	14	8	0	17	10	8	4	76	66	36	40	30	36	10	8	9	9	10	9	10	8	6	7	9	4	9	8	9	10	8	0	33	52	0	29	10	16	30	7	4	7	6	0	9	8	1	7	8	0	6	0	0	10	9	3	47	14	20	14	44	20	24	36	17	19	9	10	10	7	4	2	2	35	35	0	11	10	0	32	0	32	0	32	4	6	0	0	0	0	10	3	20	0	0	3	9	0	0	0	5	6	0	18	6	0	0	12	30	0	30	0	26	0	33	19	0	11	0	3	24	2	14	12	13	0	0	6	7	48	11	13	10	14	34	8	6	14	8	20	4	0	10	5	4	4	30	200	50	36	33	35	36	26	23	44	28	10	16	53	10	7	25	24	6	46	41	10	1	4	41	5	9	46	0	0	1	1	0	43	15	44	14	18	47	35	41	43	42	33	47	29	40	42	21	29	25	37	43	39	43	46	31	9	10	7	19	20	20	17	18	16	17	16	20	15
1707251658	53	53	34	53	20	13	20	15	19	47	47	0	0	0	0	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	8	10	14	10	14	14	0	43	43	9	9	11	4	10	12	7	12	12	0	77	48	27	26	29	26	22	24	38	18	26	44	18	53	17	150	66	66	0	24	3	15	6	0	0	0	0	0	0	7	17	0	0	0	18	8	1	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	3	32	0	15	0	0	20	1	0	5	5	0	1	7	0	2	0	0	2	0	0	4	7	1	37	6	20	12	36	15	21	34	15	19	9	9	10	6	4	1	3	35	35	0	11	10	43	33	0	19	0	19	1	6	0	0	0	0	7	1	19	0	0	3	6	0	0	1	4	6	0	6	6	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	47	10	13	11	13	31	8	6	12	7	18	4	0	9	5	3	4	30	200	50	36	33	35	36	26	23	44	28	10	16	53	10	7	25	24	6	46	41	10	1	4	41	5	9	46	0	0	1	1	0	43	15	44	14	18	47	35	41	43	42	33	47	29	40	42	21	29	25	37	43	39	42	46	31	9	10	7	19	20	20	17	18	16	17	15	20	15
1707251727	53	53	34	53	20	13	20	15	19	47	47	0	0	0	0	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	8	10	14	10	14	14	0	43	43	9	9	11	4	10	12	7	12	12	0	77	48	27	26	29	27	21	24	38	18	26	44	16	54	18	150	66	66	0	24	3	15	6	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	1	33	0	14	0	0	20	0	1	5	5	0	1	7	0	1	1	0	1	0	0	4	7	1	37	6	20	12	36	15	21	34	15	19	9	9	10	6	4	1	3	35	35	0	11	10	43	33	0	19	0	19	1	6	0	0	0	0	7	1	18	0	0	3	5	0	0	0	5	6	0	6	6	0	0	0	28	0	28	0	26	0	29	17	0	11	0	1	25	2	15	12	12	0	0	5	7	47	10	13	11	13	31	8	6	12	7	18	4	0	9	5	3	4	30	200	50	36	33	35	36	26	24	44	28	10	16	53	10	7	25	24	6	46	41	10	1	4	41	5	9	46	0	0	1	1	0	43	15	44	14	18	47	35	41	43	42	33	47	29	39	41	20	29	25	37	43	39	42	46	31	9	10	7	19	20	20	17	18	16	17	15	20	15
1707251900	53	53	34	53	20	13	20	15	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	8	10	14	10	14	14	0	43	43	9	9	11	4	10	12	7	12	12	0	77	48	27	26	30	26	21	24	38	18	26	44	16	54	18	150	66	66	0	24	3	15	6	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	1	32	0	14	0	0	19	0	0	5	5	0	0	7	0	2	0	0	1	0	0	4	7	2	37	6	20	12	36	15	21	34	15	19	9	10	9	6	4	1	3	35	35	-1	11	10	39	32	0	18	0	18	1	6	0	0	0	0	7	1	18	0	0	3	5	0	0	0	5	6	0	5	5	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	24	44	28	10	16	53	10	6	25	24	6	46	41	10	1	4	41	5	9	46	0	0	1	1	0	43	15	44	14	18	47	35	41	43	42	32	47	29	39	40	20	29	25	37	43	38	42	46	31	9	10	7	19	20	20	17	18	16	16	15	20	15
1707251927	53	53	34	53	20	13	20	15	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	8	10	14	10	14	14	0	43	43	9	9	11	4	10	12	7	12	12	0	77	48	27	26	30	26	21	24	38	18	26	44	16	54	18	150	66	66	0	24	3	14	7	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	1	32	0	14	0	0	19	0	0	5	5	0	0	7	0	2	0	0	1	0	0	4	7	2	37	6	20	12	36	15	21	33	15	18	9	9	9	6	4	1	3	35	35	-1	11	10	39	32	0	18	0	18	2	6	0	0	0	0	8	1	18	0	0	3	5	0	0	0	5	6	0	4	4	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	24	44	28	10	16	53	10	6	25	23	6	46	41	10	1	4	41	5	9	45	0	0	1	1	0	43	15	44	14	18	47	35	41	43	42	32	47	29	39	40	20	29	25	37	43	38	42	46	31	9	10	7	19	20	20	17	18	16	16	15	20	15
1707252025	53	53	34	53	20	13	20	15	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	7	10	14	11	14	14	0	43	43	9	9	11	4	9	12	8	12	12	0	77	48	27	26	30	26	21	24	37	17	25	44	15	54	17	150	66	66	0	24	3	14	7	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	1	31	0	14	0	0	18	0	0	5	5	0	0	7	0	2	0	0	1	0	0	3	7	2	37	6	20	12	36	15	21	33	15	18	9	9	9	6	4	1	3	35	35	-1	11	10	39	32	0	17	0	17	2	5	0	0	0	0	7	0	18	0	0	3	4	0	0	0	5	6	0	2	2	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	23	44	28	10	16	53	10	5	25	22	6	46	41	10	1	4	41	5	9	45	0	0	0	0	0	44	15	44	14	18	47	35	41	43	42	32	47	29	39	40	20	29	24	37	43	38	42	46	31	10	10	7	19	20	20	17	18	16	16	15	20	15
1707252100	53	53	34	53	20	13	19	16	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	7	10	14	11	14	14	0	43	43	9	9	11	4	9	12	8	12	12	0	77	48	27	26	30	26	21	24	38	17	25	44	15	54	17	150	66	66	0	24	3	14	7	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	1	31	0	14	0	0	18	0	0	5	5	0	0	7	0	2	0	0	1	0	0	3	7	2	37	6	20	12	36	15	21	33	15	18	9	9	9	6	4	1	3	35	35	-1	11	10	39	32	0	17	0	17	2	5	0	0	0	0	7	0	18	0	0	3	4	0	0	0	5	6	0	2	2	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	23	44	28	10	16	53	10	5	25	22	6	46	41	10	1	4	41	5	9	45	0	0	0	0	0	44	15	44	14	18	47	35	41	43	42	32	47	29	39	41	20	29	24	37	43	38	42	46	31	10	10	7	19	20	20	17	18	16	16	15	20	15
1707252124	53	53	34	53	20	13	19	16	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	7	10	14	11	14	14	0	43	43	9	9	11	4	9	12	8	12	12	0	77	48	27	26	30	26	21	24	38	17	25	44	15	54	17	150	66	66	0	24	3	14	7	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	0	31	0	13	0	0	18	0	0	5	5	0	0	7	0	2	0	0	1	0	0	3	7	1	37	6	20	12	36	15	21	33	15	18	9	9	9	6	4	1	3	35	35	-1	11	10	39	32	0	17	0	17	2	5	0	0	0	0	7	0	18	0	0	3	4	0	0	0	5	6	0	2	2	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	23	44	28	10	16	53	10	5	25	22	6	46	41	10	1	4	41	5	9	45	0	0	0	0	0	44	15	44	14	18	47	35	41	43	42	32	47	29	39	41	20	28	24	37	43	38	42	46	31	10	10	7	19	20	20	17	18	16	16	15	20	15
1707252143	53	53	34	53	20	13	19	16	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	7	10	14	11	14	14	0	43	43	9	9	11	4	9	12	8	12	12	0	77	48	27	26	30	26	21	24	38	17	25	44	15	54	17	150	66	66	0	24	3	14	7	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	0	31	0	13	0	0	18	0	0	5	5	0	0	7	0	2	0	0	1	0	0	3	7	1	37	6	20	12	36	15	21	33	15	18	9	9	9	6	4	1	3	35	35	-1	11	10	39	32	0	17	0	17	2	5	0	0	0	0	7	0	18	0	0	3	4	0	0	1	4	6	0	2	2	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	23	44	28	10	16	52	10	5	25	22	6	46	41	10	1	4	41	5	9	45	0	0	0	0	0	44	15	44	14	18	47	35	41	43	42	32	47	29	39	41	20	28	24	37	43	38	42	46	31	10	10	7	19	20	20	17	18	16	16	15	20	15
1707252259	53	53	34	53	20	13	19	16	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	7	10	14	11	14	14	0	43	43	9	9	11	4	9	12	8	12	12	0	77	48	27	26	30	26	21	25	38	17	25	44	15	54	17	150	66	66	0	24	3	14	7	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	0	31	0	13	0	0	18	0	0	5	5	0	0	7	0	2	0	0	1	0	0	3	7	1	37	6	20	12	36	15	21	33	15	18	9	9	9	6	4	1	3	35	35	-1	11	10	39	31	0	17	0	17	2	5	0	0	0	0	7	0	18	0	0	4	4	0	0	0	4	6	0	2	2	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	23	44	28	10	16	52	10	5	25	22	6	46	41	10	1	4	41	5	9	45	0	0	0	0	0	44	15	44	14	18	47	35	41	43	42	32	47	29	38	41	20	28	24	37	43	38	42	46	32	10	10	7	19	20	20	17	18	16	15	14	20	15
1707252332	53	53	34	53	20	13	19	16	19	47	47	-1	0	0	-1	42	38	39	42	38	39	30	32	30	29	59	57	22	20	20	23	26	27	9	10	14	13	7	10	14	11	14	14	0	43	43	9	9	11	4	9	12	8	12	12	0	77	48	27	26	30	26	21	25	38	17	25	44	15	54	17	150	66	66	0	24	3	14	7	0	0	0	0	0	0	8	16	0	0	0	17	6	2	0	12	0	3	0	70	63	34	40	25	34	10	7	8	9	10	9	9	7	6	7	8	2	9	7	9	10	7	0	0	31	0	13	0	0	18	0	0	5	5	0	0	7	0	2	0	0	1	0	0	3	7	1	37	6	20	12	36	15	21	33	15	18	9	9	9	6	4	1	3	35	35	-1	11	10	39	31	0	17	0	17	2	5	0	0	0	0	7	0	18	0	0	4	4	0	0	0	4	6	0	2	2	0	0	0	28	0	28	0	26	0	28	16	0	11	0	1	25	2	15	12	12	0	0	5	7	46	10	12	11	13	31	8	6	12	7	16	4	0	9	5	2	3	30	200	50	36	33	34	36	26	23	44	28	10	16	52	10	5	25	22	6	46	41	10	1	4	41	5	9	45	0	0	0	0	0	44	15	44	14	18	47	35	41	43	42	32	47	29	38	41	20	28	24	37	43	38	42	46	32	10	10	7	19	20	20	17	18	16	15	14	20	15
