date	ADMI1101_10126	ADMI1102_11411	ADMI1102_25454	ADMI1102_25458	ADMI1102_25791	ADMI1190_20646	ADMI1190_23025	ADMI1190_27847	ADMI1203_10131	ADMI1203_11123	ADMI1203_12118	ADMI1203_20816	ADMI1401_11017	ADMI1401_11019	ADMI1401_11021	ADMI1401_11022	ADMI1401_12174	ADMI1401_13124	ADMI1401_13125	ADMI1590_17185	ADMI1590_20917	ADMI1590_23194	ADMI1590_23195	ADMI1602_11013	ADMI1602_11014	ADMI1602_11015	ADMI1602_13920	ADMI1602_17132	ADMI1602_18587	ADMI1602_20817	ADMI1602_28720	ADMI1603_10133	ADMI1603_10134	ADMI1603_23026	ADMI1603_23082	ADMI1603_27876	ADMI2104B_11547	ADMI2104B_13121	ADMI2104B_21174	ADMI2104B_25486	ADMI2106_10135	ADMI2106_10637	ADMI2106_11216	ADMI2107_10427	ADMI2107_10502	ADMI2204_11425	ADMI2204_18596	ADMI2204_25488	ADMI2205_10138	ADMI2205_11426	ADMI2206_14896	ADMI2207_12119	ADMI2207_13554	ADMI2207_14899	ADMI2207_23649	ADMI2301_10139	ADMI2301_10665	ADMI2301_13266	ADMI2301_13604	ADMI2301_18597	ADMI2301_25473	ADMI2302_10140	ADMI2302_10180	ADMI2302_20900	ADMI2403_11122	ADMI2403_13207	ADMI2403_13556	ADMI2501_20826	ADMI2501_20827	ADMI2501_23161	ADMI2501_28711	ADMI2556_23711	ADMI2556_27904	ADMI2557_20657	ADMI2557_20856	ADMI2557_20858	ADMI2605_14023	ADMI2605_14031	ADMI2605_14032	ADMI2605_14085	ADMI2605_23646	ADMI2605_27948	ADMI2801_10142	ADMI2801_13011	ADMI2801_13746	ADMI3107_28075	ADMI3107_28076	ADMI3109_13122	ADMI3110_10837	ADMI3110_10859	ADMI3110_12462	ADMI3110_13560	ADMI3110_14951	ADMI3110_23164	ADMI3122_10144	ADMI3122_13557	ADMI3122_13924	ADMI3122_18608	ADMI3128B_23712	ADMI3133B_13228	ADMI3137_14504	ADMI3138_25265	ADMI3200_10861	ADMI3200_13761	ADMI3200_13762	ADMI3200_27968	ADMI3205_11998	ADMI3207_10145	ADMI3210_21320	ADMI3210_25993	ADMI3237_27974	ADMI3238_23715	ADMI3311_27976	ADMI3313_27977	ADMI3327_27978	ADMI3335_27979	ADMI3336_21324	ADMI3405_10147	ADMI3405_10148	ADMI3405_18615	ADMI3406_27980	ADMI3431_17432	ADMI3502_10149	ADMI3502_10407	ADMI3502_12463	ADMI3502_28691	ADMI3503_23196	ADMI3505_28585	ADMI3601_27982	ADMI3602_28615	ADMI3604_10898	ADMI3606_17433	ADMI3611_23065	ADMI3615_11291	ADMI3701_10150	ADMI3701_11132	ADMI3701_12120	ADMI3705_27984	ADMI3990_13702	ADMI3991_10900
1707251441	0	48	36	36	42	28	36	44	32	26	31	33	27	29	7	18	0	30	19	23	19	25	24	0	8	8	0	9	0	10	0	41	35	33	36	33	50	63	70	74	41	15	2	27	10	35	42	32	0	17	10	10	0	19	19	37	13	22	40	32	4	28	11	0	0	42	0	20	30	26	0	14	0	12	3	16	45	41	31	21	11	38	33	33	26	37	0	9	17	0	1	0	6	25	32	11	16	0	27	29	29	37	35	10	15	7	14	8	0	33	24	32	0	32	30	31	21	25	24	21	23	0	0	0	0	0	0	34	33	10	12	1	13	38	0	0	16	0	192	66
1707251521	0	47	36	34	42	25	35	43	32	24	31	31	27	29	7	16	0	30	19	18	17	23	23	0	2	4	0	5	0	2	0	40	36	27	35	30	48	63	67	73	39	12	0	27	8	33	41	27	0	15	5	10	0	19	19	37	12	21	40	32	4	20	1	1	0	38	0	17	25	23	0	8	0	5	0	15	45	39	24	18	8	38	34	30	24	35	0	8	14	0	0	0	2	21	32	11	16	0	25	29	28	36	35	7	15	7	13	8	0	33	22	32	0	32	30	31	20	24	23	22	21	0	0	0	0	0	0	34	32	9	11	0	13	35	0	0	7	0	190	65
1707251605	0	47	36	34	40	23	35	42	31	21	29	31	27	29	7	15	0	30	19	15	15	23	23	0	1	0	0	0	0	0	0	40	36	22	36	28	45	61	66	73	35	3	0	26	6	28	39	22	0	14	1	10	0	18	18	37	11	15	40	31	4	10	0	0	0	34	0	9	22	20	0	0	0	4	0	8	42	39	22	18	7	38	33	29	23	35	0	8	13	0	0	0	0	12	32	11	16	0	22	29	27	36	33	7	15	6	11	7	0	32	21	31	0	32	30	31	18	23	21	22	21	0	0	0	0	0	0	34	32	9	10	0	11	35	0	0	2	0	190	65
1707251658	0	45	35	26	39	21	35	40	32	17	28	28	26	29	7	14	0	29	19	3	14	21	16	0	0	0	0	0	0	0	0	38	34	16	32	27	43	55	65	73	29	0	0	26	2	18	34	8	0	10	0	7	0	16	17	36	4	8	40	31	0	0	0	0	0	27	0	0	10	4	0	0	0	3	0	2	42	37	18	8	2	38	28	24	15	35	0	8	5	0	0	0	0	1	32	10	16	1	18	30	26	35	30	7	15	6	8	6	0	31	20	30	0	31	30	31	18	22	21	22	21	0	0	0	0	0	0	34	32	9	9	0	10	32	0	0	0	0	190	64
1707251727	0	46	34	26	39	21	35	40	32	17	28	28	26	29	7	14	0	29	19	4	14	20	17	0	0	0	0	0	0	0	0	38	34	16	32	27	42	55	65	73	29	0	0	26	2	18	34	8	0	10	0	7	0	16	17	36	5	8	40	31	0	0	0	0	0	25	0	0	10	4	0	0	0	3	0	2	42	37	18	8	1	38	28	25	15	35	0	8	5	0	0	0	0	1	32	10	16	1	18	29	25	35	29	7	15	6	8	6	0	31	19	30	0	30	30	31	18	22	20	22	21	0	0	0	0	0	0	34	32	9	9	0	10	32	0	0	0	0	190	64
1707251900	0	46	34	26	39	22	35	40	32	17	28	28	26	29	6	14	0	29	19	4	13	20	17	0	0	0	0	0	1	0	0	38	34	17	31	27	42	55	65	73	29	0	0	26	2	18	34	8	0	10	0	7	0	16	17	36	5	8	40	32	0	0	0	0	0	21	0	0	11	3	0	-1	-1	3	0	1	42	37	17	9	1	38	28	24	15	35	0	8	4	0	0	0	0	0	32	10	16	1	18	29	25	35	27	6	15	6	7	6	0	31	19	29	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	32	9	9	0	11	32	0	0	0	0	190	63
1707251927	0	46	34	26	39	22	35	40	32	17	28	28	26	29	6	14	0	29	19	4	13	20	17	0	0	0	0	0	0	0	0	38	34	17	31	27	42	54	65	73	29	0	0	26	2	18	34	8	0	10	0	7	0	16	17	36	4	7	40	32	0	-1	0	0	0	21	0	0	11	3	0	-1	-1	3	0	1	42	37	17	9	1	38	28	24	15	35	0	8	3	0	0	0	0	0	32	10	16	1	18	29	24	35	27	6	15	5	7	6	0	31	19	29	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	32	9	9	0	11	32	0	0	0	0	190	62
1707252025	0	46	34	26	39	22	35	40	32	17	28	28	26	29	6	14	0	29	19	4	13	20	17	0	0	0	0	0	0	0	0	38	34	17	31	27	42	55	64	73	29	0	0	26	2	18	34	8	0	10	-1	7	0	16	17	36	4	7	40	32	0	-2	-3	-2	0	21	0	0	11	3	0	-1	0	3	0	0	42	37	17	9	1	38	28	24	15	35	0	8	3	0	0	0	0	0	32	10	16	0	18	29	24	35	24	5	15	5	7	6	0	31	19	29	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	32	9	9	0	11	32	0	0	0	0	190	62
1707252100	0	46	34	26	39	22	35	40	32	17	28	28	26	29	5	14	0	30	19	4	13	20	17	0	0	0	0	0	0	0	0	38	34	17	31	27	43	54	64	73	27	0	0	26	2	18	33	9	0	10	-1	6	0	16	17	36	4	6	40	32	0	-2	-3	-2	0	21	0	0	11	3	0	-1	0	3	0	0	42	37	16	9	2	38	28	24	15	35	0	8	3	0	1	0	0	0	30	6	11	0	17	29	24	35	24	5	15	5	7	6	0	31	19	29	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	32	9	9	0	11	32	0	0	0	0	190	59
1707252124	0	46	34	26	39	22	35	40	32	17	28	28	26	29	5	14	0	30	19	4	13	20	17	0	0	0	0	0	0	0	0	38	34	17	31	27	43	54	63	73	26	0	0	26	2	18	33	9	0	10	-1	6	0	16	17	36	4	6	40	32	0	-2	-3	-2	0	21	1	0	11	3	0	-1	0	3	0	0	42	37	16	9	2	38	28	24	15	35	0	8	3	0	1	0	0	0	29	6	10	0	18	29	24	35	24	5	15	5	7	6	0	30	19	29	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	32	9	9	0	12	32	0	0	0	0	190	59
1707252143	0	46	34	26	39	22	35	40	32	17	28	28	26	29	5	14	0	30	19	4	13	20	17	0	0	0	0	0	0	0	0	38	34	17	31	27	43	54	64	73	26	0	0	26	2	18	33	9	0	10	-1	6	0	16	17	36	4	6	40	32	0	-2	-3	-2	0	21	0	0	11	3	0	-1	0	3	0	0	42	37	16	9	2	38	28	24	15	35	0	8	3	0	1	0	0	0	29	6	10	0	18	29	24	35	24	5	15	5	6	6	0	30	19	29	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	31	9	9	0	12	32	0	0	1	0	190	59
1707252259	0	46	34	26	39	22	35	40	32	17	28	28	26	29	5	14	0	30	19	4	13	20	17	0	0	0	0	0	0	0	0	38	34	17	31	27	43	54	64	73	26	0	0	26	2	18	33	9	0	10	-1	6	0	16	17	36	4	6	40	32	0	-2	-3	-2	0	21	0	0	11	3	0	-1	0	2	0	0	42	37	16	9	2	38	28	24	15	35	0	8	4	0	0	0	0	0	29	6	10	0	18	29	24	35	24	5	15	5	7	6	0	30	19	28	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	31	9	9	0	12	32	0	0	1	0	190	59
1707252332	0	46	34	26	39	22	35	40	32	17	28	28	26	29	5	14	0	30	19	4	13	20	17	0	0	0	0	0	0	0	0	38	34	17	31	27	43	54	64	73	26	0	0	26	2	18	33	9	0	10	-1	6	0	16	17	36	4	7	40	32	0	-2	-3	-2	0	21	0	0	11	3	0	-1	0	2	0	0	42	37	16	9	2	38	28	24	15	35	0	8	5	0	0	0	0	0	29	6	10	0	18	29	24	35	24	5	15	5	7	6	0	30	19	28	0	30	30	31	17	22	20	22	21	0	0	0	0	0	0	34	31	9	9	0	12	32	0	0	0	0	190	59
1707260820	0	45	34	23	38	21	35	40	32	16	28	25	26	29	5	13	0	29	19	2	13	18	15	0	0	0	0	0	0	0	0	36	33	12	31	25	41	53	63	73	24	0	0	26	1	14	30	0	0	9	-1	6	0	15	17	34	1	2	39	30	0	-2	-3	-2	0	21	0	0	0	0	0	-1	0	1	0	0	40	37	12	6	1	38	25	17	5	35	0	8	0	0	0	0	0	0	29	5	10	0	15	29	22	35	24	5	15	6	4	5	0	30	15	25	0	29	30	31	17	22	18	21	21	0	0	0	0	0	0	34	30	9	9	0	12	30	0	0	0	0	190	56
1707261009	0	45	28	11	30	3	31	33	30	0	22	14	25	24	2	6	0	21	18	0	1	4	0	0	0	0	0	0	0	0	0	27	27	0	21	1	27	50	62	73	22	0	0	26	1	0	10	0	0	9	-1	1	0	11	1	22	0	0	35	23	0	-2	-3	-2	0	21	0	0	0	0	0	-1	0	1	0	0	34	32	0	0	0	35	0	0	0	35	0	8	1	0	0	0	0	0	27	3	8	0	10	27	21	35	23	5	15	6	0	5	0	28	12	17	0	28	30	31	13	22	18	21	20	0	0	0	0	0	0	33	29	9	9	1	9	28	0	0	0	0	190	56
1707261047	0	44	28	2	29	0	30	33	29	0	15	10	24	21	1	3	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	24	25	0	16	0	23	47	61	72	22	0	0	26	1	0	8	0	0	9	-1	0	0	11	1	13	0	0	34	18	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	29	28	0	0	0	32	0	0	0	35	0	8	1	0	0	0	0	0	27	1	8	0	8	27	21	34	22	5	15	6	0	4	0	28	12	15	0	28	30	31	9	22	18	21	20	0	0	0	0	0	0	33	29	9	9	1	6	26	0	0	0	0	190	56
1707261116	0	43	25	0	26	0	28	30	29	0	14	0	23	20	1	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	12	0	19	41	61	72	22	0	0	26	1	0	8	0	0	9	-1	0	0	8	0	9	0	0	28	12	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	28	25	0	0	0	29	0	0	0	35	0	8	1	0	0	0	0	0	25	0	6	0	7	25	21	34	22	5	15	6	0	3	0	28	12	15	0	28	30	31	7	22	18	21	20	0	0	0	0	0	0	33	29	9	9	2	6	26	0	0	0	0	190	56
1707261144	0	40	25	1	25	0	18	23	18	0	1	0	24	19	0	1	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	20	25	0	10	0	9	35	61	70	22	0	0	26	1	0	8	0	0	9	-1	0	0	8	0	3	0	0	22	3	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	21	20	0	0	0	19	0	0	0	35	0	8	1	0	0	0	0	0	25	0	6	0	4	24	21	34	22	5	15	6	0	3	0	28	12	15	0	27	30	31	6	22	18	21	20	0	0	0	0	0	0	33	29	9	9	2	5	26	0	0	0	0	190	56
1707261213	0	38	24	0	25	0	18	22	16	0	1	0	24	20	0	0	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	20	27	0	9	0	9	35	59	71	22	0	0	26	1	0	8	0	0	9	-1	0	0	8	1	2	0	0	22	2	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	21	17	0	0	0	18	0	0	0	35	0	8	1	0	0	0	0	0	25	0	5	0	0	24	21	34	22	5	15	6	0	3	0	28	12	15	0	27	30	31	6	22	18	21	20	0	0	0	0	0	0	33	28	9	9	1	4	27	0	0	0	0	190	56
1707261257	0	38	24	1	25	0	18	22	16	0	0	0	24	20	0	0	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	20	26	0	9	0	7	35	59	71	23	0	0	26	1	0	9	0	0	8	-1	0	0	8	1	0	0	0	25	2	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	21	17	0	0	0	18	0	0	0	33	0	8	1	0	0	0	0	0	25	0	5	0	0	24	21	34	22	5	15	6	0	3	0	28	12	15	0	27	30	31	6	22	18	21	20	0	0	0	0	0	0	33	27	9	9	1	4	27	0	0	0	0	190	56
1707261315	0	38	24	1	25	0	18	22	16	0	0	0	24	19	0	0	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	20	26	0	9	0	7	35	59	71	23	0	0	26	1	0	9	0	0	8	-1	0	0	8	1	0	0	0	25	2	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	21	17	0	0	0	18	0	0	0	31	0	8	1	0	0	0	0	0	25	0	5	0	0	24	21	34	22	5	15	6	0	3	0	27	12	16	0	27	30	31	6	22	18	21	20	0	0	0	0	0	0	33	27	9	9	1	4	27	0	0	0	0	190	56
1707261354	0	38	24	0	25	0	18	22	16	0	0	0	25	19	0	0	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	20	26	0	9	0	7	35	59	71	23	0	0	26	1	0	9	0	0	8	-1	0	0	8	1	0	0	0	24	2	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	21	17	0	0	0	19	0	0	0	30	0	8	1	0	0	0	0	0	25	0	5	0	0	23	21	34	21	5	15	6	0	3	0	26	12	16	0	27	30	31	6	22	18	21	20	0	0	0	0	0	0	33	27	9	9	1	4	26	0	0	0	0	190	56
1707261538	0	28	15	0	20	0	3	7	0	0	0	0	23	14	0	0	0	7	10	0	0	0	0	0	0	1	0	0	0	0	0	20	26	0	9	0	0	0	39	65	23	0	0	26	1	0	8	0	0	8	-1	0	0	2	0	0	0	0	13	0	0	-2	-3	-2	0	20	0	0	0	0	0	-1	0	1	0	0	10	0	0	0	0	0	0	0	0	30	0	8	0	0	0	0	0	0	25	0	5	0	0	20	21	34	21	5	15	6	0	3	0	26	12	16	0	27	30	31	4	22	19	21	20	0	0	0	0	0	0	33	27	8	9	1	4	26	0	0	0	0	190	56
1707261603	0	28	14	0	20	0	3	6	0	0	0	0	23	13	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	20	26	0	9	0	0	0	35	63	23	0	0	26	1	0	8	0	0	8	-1	0	0	2	0	0	0	0	13	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	1	0	0	9	0	0	0	0	0	0	0	0	30	0	8	0	0	0	0	0	0	25	0	5	0	0	20	21	34	21	5	15	6	0	3	0	26	12	16	0	27	30	31	4	22	19	21	20	0	0	0	0	0	0	33	27	8	9	1	4	26	0	0	0	0	190	56
1707261646	0	24	5	0	13	0	0	2	0	0	0	0	22	10	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	9	0	0	0	23	60	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	8	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	5	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	15	20	34	21	4	15	6	0	3	0	26	12	15	0	27	30	31	4	22	19	21	20	0	0	0	0	0	0	33	27	9	9	0	3	25	0	0	0	0	190	54
1707261709	0	24	4	0	13	0	0	1	0	0	0	0	22	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	9	0	0	0	22	59	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	5	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	15	20	34	21	4	15	6	0	3	0	26	12	15	0	27	30	30	3	22	19	21	20	0	0	0	0	0	0	33	26	9	9	0	3	25	0	0	0	0	190	54
1707261733	0	24	4	0	13	0	0	1	0	0	0	0	22	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	9	0	0	0	19	60	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	15	20	34	21	4	15	6	0	3	0	26	12	15	0	27	30	30	2	22	19	21	20	0	0	0	0	0	0	33	26	9	9	0	3	25	0	0	0	0	190	51
1707261807	0	24	4	0	13	0	0	1	0	0	0	0	22	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	9	0	0	0	16	60	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	5	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	15	20	34	21	4	15	6	0	3	0	26	12	15	0	27	30	30	2	22	19	21	20	0	0	0	0	0	0	33	26	9	9	0	3	25	0	0	0	0	190	51
1707261822	0	24	4	0	13	0	0	1	0	0	0	0	22	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	9	0	0	0	16	60	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	15	20	34	21	4	15	6	0	3	0	26	12	15	0	27	30	30	2	22	19	21	20	0	0	0	0	0	0	33	26	9	9	0	3	25	0	0	0	0	190	51
1707261842	0	24	4	0	13	0	0	1	0	0	0	0	22	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	9	0	0	0	16	60	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	2	22	19	21	20	0	0	0	0	0	0	33	26	9	9	0	3	25	0	0	0	0	190	51
1707261903	0	24	4	0	13	0	0	1	0	0	0	0	22	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	25	0	9	0	0	0	16	60	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	2	22	19	21	20	0	0	0	0	0	0	33	26	9	9	0	3	25	0	0	0	0	190	51
1707261944	0	24	4	0	12	0	0	1	0	0	0	0	22	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	25	0	9	0	0	0	15	60	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	2	22	19	21	20	0	0	0	0	1	0	33	26	9	9	0	3	25	0	0	0	0	190	51
1707262004	0	22	4	0	12	0	0	1	0	0	0	0	22	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	25	0	9	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	8	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	2	22	19	21	20	0	0	0	0	1	0	33	26	9	9	0	3	25	0	0	0	0	190	51
1707262107	0	22	4	0	12	0	0	1	0	0	0	0	22	8	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	18	25	0	9	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	8	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	2	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	2	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707262125	0	22	4	0	12	0	0	1	0	0	0	0	22	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	25	0	9	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	8	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	2	0	30	0	6	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	2	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707262142	0	22	4	0	12	0	0	2	0	0	0	0	22	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	25	0	9	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	8	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	4	0	0	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	2	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707262337	0	22	4	0	13	0	0	2	0	0	0	0	21	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	7	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	3	0	0	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	25	0	5	0	0	16	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	1	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707270001	0	22	4	0	13	0	0	2	0	0	0	0	21	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	7	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	3	0	0	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	25	0	5	0	0	17	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	1	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707270737	0	22	4	0	13	0	0	2	0	0	0	0	21	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	7	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	3	0	0	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	25	0	5	0	0	17	20	34	21	4	15	6	0	3	0	26	12	15	0	26	30	30	0	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707270816	0	22	4	0	13	0	0	2	0	0	0	0	21	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	7	0	0	0	13	61	23	0	0	26	1	0	8	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	2	0	1	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	25	0	4	0	0	17	20	34	20	4	15	6	0	3	0	26	12	15	0	26	30	30	0	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707270840	0	22	4	0	13	0	0	1	0	0	0	0	21	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	7	0	0	0	13	61	23	0	0	26	1	0	7	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	25	0	4	0	0	17	20	34	20	4	15	6	0	3	0	26	12	15	0	26	30	30	0	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707270903	0	21	4	0	12	0	0	1	0	0	0	0	21	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	7	0	0	0	13	61	23	0	0	26	1	0	7	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	26	0	3	0	0	17	20	34	20	4	15	6	0	3	0	26	12	15	0	26	30	30	0	22	19	21	20	0	0	0	0	0	0	33	25	9	9	0	3	26	0	0	0	0	190	51
1707271009	0	17	4	0	12	0	0	1	0	0	0	0	21	8	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	19	26	0	7	0	0	0	13	61	23	0	0	26	1	0	7	0	0	8	-1	0	0	0	0	0	0	0	7	0	0	-2	-3	-2	0	19	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	2	0	30	0	7	0	0	0	0	0	0	26	0	3	0	0	17	20	34	20	4	15	6	0	3	0	26	12	15	0	26	30	30	0	22	19	21	20	0	0	0	0	-7	0	33	25	9	9	0	3	26	0	0	0	0	190	51
