date	DISE1000_11528	DISE1000_11621	DISE1000_11639	DISE1000_11640	DISE1000_12199	DISE1000_12200	DISE1000_12201	DISE1000_13012	DISE1000_13013	DISE1000_17123	DISE1000_23683	DISE1106_12022	DISE1106_12578	DISE1106_12579	DISE1106_28741	DISE1107_11303	DISE1107_11388	DISE1107_11389	DISE1107_18882	DISE1204_10598	DISE1204_10724	DISE1223B_10668	DISE1223B_11085	DISE1231B_10529	DISE1240A_12276	DISE1301_10682	DISE1301_10712	DISE1301_23278	DISE1312_10683	DISE1312_10701	DISE1312_10702	DISE1312_10805	DISE1312_14141	DISE1314_10684	DISE1316_11529	DISE1317_25895	DISE1401_10913	DISE1403_10685	DISE1403_10995	DISE1403_13150	DISE1405_13161	DISE1405_13162	DISE1405_13163	DISE1405_13164	DISE1415_13112	DISE1415_15111	DISE1501_12024	DISE2100_11304	DISE2100_11390	DISE2100_11391	DISE2100_28250	DISE2101_11305	DISE2101_11392	DISE2101_11393	DISE2112_13267	DISE2122_11530	DISE2132_23495	DISE2200_10526	DISE2200_10527	DISE2306_10914	DISE2306_12133	DISE2307_10915	DISE2308_10916	DISE2308_18832	DISE2309_10917	DISE2356_10918	DISE2356_22988	DISE2357_10919	DISE2358_11056	DISE2359_10920	DISE2501_12594	DISE2502_13188	DISE2503_13190	DISE2506_15483	DISE2509_10686	DISE2512_24042	DISE2515_25903	DISE2517_10811	DISE2517_10996	DISE2521_13165	DISE2521_13166	DISE2524_11081	DISE2525_13055	DISE2531_13167	DISE2601_10812	DISE2603_11306	DISE2606_23290	DISE2607_19245	DISE2610_10687	DISE2616_13169	DISE2618_12670	DISE2619_24044	DISE2621_18753	DISE2628_12277	DISE2631_26546	DISE2633_26548	DISE2634_21531	DISE2635_23530	DISE2636_28335	DISE3125_11308	DISE3129_11309	DISE3144_16093	DISE3146_18719	DISE3147_20815	DISE3148_28338	DISE3150_25806	DISE3152_26045	DISE3199_12590	DISE3199_12595	DISE3199_12609	DISE3199_12610	DISE3199_12611	DISE3199_12612	DISE3199_12613	DISE3199_12615	DISE3199_12616	DISE3199_12617	DISE3199_12618	DISE3199_12619	DISE3199_12620	DISE3199_12621	DISE3199_12622	DISE3199_12623	DISE3199_12624	DISE3199_12625	DISE3199_12627	DISE3199_12629	DISE3199_12631	DISE3199_12632	DISE3199_12634	DISE3199_12637	DISE3199_12638	DISE3199_12639	DISE3199_12640	DISE3199_12642	DISE3199_12643	DISE3199_12987	DISE3199_13000	DISE3199_13180	DISE3199_23412	DISE3199_23413	DISE3199_25731	DISE3199_26007	DISE3199_28567	DISE3199_28568	DISE3202_10921	DISE3205_18799	DISE3207_23537	DISE3208_25799	DISE3220_11532	DISE3227_13245	DISE3227_13553	DISE3236_12249	DISE3245_14973	DISE3246_25828	DISE3248_28620	DISE3249_28621	DISE3250_28625	DISE3336_10813	DISE3344_11310	DISE3349_23307	DISE3350_12278	DISE3351_26550	DISE3353_21184	DISE3355_28627	DISE3356_28628	DISE3357_28629	DISE3423_16651	DISE3424_25964	DISE3425_14243	DISE3430_21173	DISE3431_24050	DISE3432_28535	DISE3433_28536	DISE3434_28630	DISE3438_13191	DISE3503_12025	DISE3505_12026	DISE3507_24052	DISE3509_12027	DISE3511_13056	DISE3602_12028	DISE3603_12029	DISE3604_23534	DISE3703_21187	DISE3703_23674	DISE3704_28631	DISE3990_25127	DISE3991_25128	DISE3992_25129
1707250748	11	13	12	0	0	13	16	15	18	0	0	4	2	0	0	29	30	30	15	7	17	49	45	47	32	6	3	5	0	0	17	13	18	10	2	14	20	20	20	19	19	20	19	19	19	19	47	28	30	30	0	29	30	28	29	29	30	47	50	40	40	76	67	0	65	39	38	77	69	65	20	16	18	19	18	19	20	20	19	14	12	19	17	15	17	16	20	18	20	13	18	20	19	19	20	20	19	20	18	15	13	15	12	13	29	22	14	2	0	2	0	2	0	0	0	1	2	0	2	1	2	1	0	2	2	3	2	2	2	1	0	0	2	0	1	3	1	2	0	3	3	3	3	0	3	-1	29	20	29	27	20	19	19	20	39	20	19	19	19	38	18	15	17	17	19	6	14	18	20	20	20	12	18	18	19	16	19	18	19	17	18	17	17	18	18	15	17	80	11	14
1707251027	10	11	11	0	0	13	16	14	17	0	0	3	2	0	0	29	30	30	15	7	17	44	44	45	48	5	2	5	0	0	17	13	16	10	2	13	19	20	19	18	18	20	19	19	19	19	46	25	30	30	0	29	30	28	29	28	30	43	49	37	40	76	65	0	62	38	37	77	67	55	19	11	17	18	8	19	20	20	19	14	12	18	17	4	15	7	20	17	20	10	13	20	16	18	20	20	19	19	8	15	6	13	11	9	23	9	14	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	28	24	19	27	26	10	12	16	19	35	18	15	18	18	37	18	4	3	12	17	0	1	14	18	18	16	3	16	11	15	0	17	15	18	11	16	12	14	8	17	3	9	35	0	9
1707251309	10	7	10	0	0	13	16	15	16	0	0	3	2	0	0	28	29	30	15	7	17	41	40	44	44	5	2	4	0	0	16	12	16	10	2	13	19	20	19	18	18	20	19	19	19	19	46	23	30	30	0	29	30	27	27	26	30	41	48	36	39	75	63	0	52	37	37	75	65	45	18	6	17	18	7	18	20	20	19	10	11	18	15	0	13	1	19	17	18	10	7	20	14	18	19	20	19	18	1	13	1	7	0	5	10	6	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	28	24	18	25	25	0	7	9	19	29	17	13	15	16	32	15	0	0	0	15	0	0	9	18	18	12	0	15	3	14	0	16	14	16	2	14	9	14	1	3	0	3	30	4	7
1707251351	10	7	10	0	0	13	16	15	16	0	0	3	2	0	0	28	29	30	15	7	17	41	41	44	44	5	2	4	0	0	16	12	16	10	2	13	19	20	19	18	18	20	19	19	19	19	46	23	30	30	0	29	30	27	27	26	30	41	48	36	39	75	63	0	52	37	37	75	65	45	18	6	17	18	7	18	20	20	19	10	11	18	15	0	13	1	19	17	18	10	7	20	14	18	19	20	19	18	1	13	1	7	0	5	10	6	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	28	24	18	24	25	0	7	9	19	29	17	13	15	16	32	15	0	0	0	15	0	0	9	18	18	12	0	15	3	14	0	16	14	17	2	14	9	14	1	3	0	3	30	4	7
1707251441	10	4	8	0	0	13	15	15	14	0	0	1	2	0	0	28	29	30	15	7	16	40	36	42	42	5	2	4	0	0	15	12	16	10	2	13	19	20	19	18	18	20	19	19	19	19	46	23	30	30	0	27	30	25	27	20	28	41	47	36	39	72	59	0	42	37	37	73	61	36	18	4	16	17	5	18	20	20	19	9	8	19	13	0	12	0	17	16	15	10	2	19	14	17	19	20	19	17	0	7	0	4	0	3	8	2	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	22	14	24	23	0	7	3	19	25	16	13	15	14	29	14	0	0	0	14	0	0	8	16	14	11	0	13	1	10	0	16	13	16	1	11	7	14	0	0	0	0	30	2	7
1707251521	10	4	8	0	0	13	15	15	14	0	0	1	2	0	0	28	28	30	15	7	15	40	34	39	40	5	2	4	0	0	15	12	16	10	2	13	19	20	19	18	18	20	18	19	19	19	46	23	30	30	0	27	30	24	26	17	27	40	47	33	38	71	56	0	35	37	37	72	58	33	18	4	16	16	6	18	20	20	18	9	3	17	12	0	9	0	16	15	12	10	1	19	14	16	19	20	19	17	0	5	0	0	0	2	7	2	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	21	13	22	22	0	7	3	17	22	14	13	15	13	28	13	0	0	0	14	0	0	6	16	12	8	0	13	2	8	0	16	13	14	0	10	5	14	0	0	0	0	29	2	7
1707251605	10	4	8	0	0	13	14	15	13	0	0	1	2	0	0	27	28	30	15	6	15	39	33	37	40	5	2	4	0	0	15	12	16	10	2	13	19	20	19	18	18	20	18	19	19	19	46	23	30	30	0	27	30	23	25	12	27	39	47	33	37	71	56	0	26	37	37	71	52	28	16	4	16	16	1	18	20	20	17	9	3	17	12	0	9	0	15	15	11	10	0	18	13	13	17	20	18	17	0	2	0	1	0	0	7	2	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	18	8	21	21	0	5	2	17	12	13	12	15	12	28	11	0	0	0	14	0	0	4	16	8	6	0	12	0	4	0	16	13	12	0	5	3	14	0	0	0	0	29	2	6
1707251658	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	35	25	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	19	38	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	18	12	6	0	14	11	0	4	0	15	13	5	5	0	17	12	11	15	20	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	6	9	11	15	8	26	10	0	0	0	13	0	0	2	15	5	6	0	11	0	2	0	16	10	9	0	1	0	14	0	0	0	0	29	2	6
1707251727	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	35	26	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	38	47	31	34	66	42	0	13	36	36	65	33	22	15	1	15	16	0	16	20	18	13	6	0	13	11	0	4	0	15	13	5	5	0	17	12	11	15	20	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	21	21	0	5	1	15	5	9	11	15	8	26	10	0	0	0	13	0	0	2	15	5	6	0	11	0	2	0	16	9	9	0	1	0	13	0	0	0	0	29	2	6
1707251900	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	34	25	34	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	38	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	13	11	0	4	0	15	13	5	5	0	17	12	10	15	20	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	5	9	11	15	7	26	10	0	0	0	13	0	0	2	15	4	6	0	11	0	3	0	16	9	9	0	1	0	13	0	0	0	0	28	2	6
1707251927	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	34	24	34	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	38	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	13	11	0	4	0	15	13	5	5	0	17	12	10	15	20	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	5	9	11	15	7	26	10	0	0	0	13	0	0	1	15	4	6	0	11	0	3	0	16	9	9	0	1	0	13	0	0	0	0	28	2	6
1707252025	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	34	24	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	39	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	12	11	0	4	0	15	13	5	5	0	17	12	10	15	0	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	4	9	11	15	7	27	10	0	0	0	13	0	0	1	15	3	6	0	11	0	3	0	16	9	9	0	1	0	13	0	0	0	0	28	2	6
1707252100	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	34	23	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	39	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	12	11	0	4	0	14	13	5	5	0	17	12	10	15	0	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	4	9	11	15	7	27	10	0	0	0	13	0	0	2	15	3	6	0	11	0	3	0	16	9	9	0	1	0	13	0	0	0	0	28	2	6
1707252124	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	33	22	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	39	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	12	11	0	5	0	14	13	5	5	0	17	12	10	15	0	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	4	9	11	15	7	27	10	0	0	0	13	0	0	2	15	3	6	0	11	0	3	0	16	9	9	0	1	0	13	0	0	0	0	28	2	6
1707252143	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	33	22	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	39	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	12	11	0	5	0	14	13	5	5	0	17	12	10	15	0	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	4	9	11	15	7	27	11	0	0	0	13	0	0	2	15	3	6	0	11	0	3	0	16	9	9	0	1	0	13	0	0	0	0	28	2	6
1707252259	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	33	22	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	39	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	12	11	0	5	0	14	13	5	5	0	17	12	10	15	0	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	4	9	11	15	7	27	11	0	0	0	13	0	0	2	15	3	6	0	11	0	3	0	16	9	9	0	0	0	13	0	0	0	0	28	1	6
1707252332	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	27	28	30	13	6	14	33	22	35	36	5	2	3	0	0	14	11	16	9	2	13	19	20	19	18	18	20	18	19	19	19	42	16	30	30	0	24	29	19	23	0	18	39	47	31	34	66	42	0	13	36	36	65	33	22	15	0	15	16	0	16	20	17	13	5	0	12	11	0	5	0	14	13	5	5	0	17	12	10	15	0	18	15	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	14	0	20	21	0	5	1	15	4	9	11	15	7	27	11	0	0	0	13	0	0	2	15	3	6	0	11	0	3	0	16	9	9	0	0	0	13	0	0	0	0	28	1	6
1707260820	10	4	8	0	0	13	12	13	12	0	0	0	2	0	0	26	28	30	13	6	13	32	20	34	38	5	2	3	0	0	13	11	16	9	2	13	19	20	19	18	18	19	18	19	19	19	42	15	30	30	0	24	28	16	20	0	7	38	47	31	34	63	28	0	8	36	36	64	25	22	15	0	15	16	0	16	20	16	9	4	0	9	10	0	0	0	14	12	3	5	0	14	12	6	13	0	18	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	26	12	0	19	21	0	5	0	15	2	8	9	15	5	26	10	0	0	0	12	0	0	3	14	3	6	0	11	0	2	0	16	5	8	0	0	0	12	0	0	0	0	28	1	6
1707261009	10	4	8	0	2	4	7	13	11	0	0	0	2	0	0	22	25	28	13	6	11	22	2	30	28	5	1	3	0	0	12	9	15	9	2	13	18	19	17	16	18	17	18	18	16	16	41	4	30	27	0	12	16	0	20	0	0	33	46	25	30	35	18	0	8	34	32	38	22	22	13	0	11	13	0	15	19	2	8	0	0	4	8	0	0	0	13	8	0	5	0	14	9	0	12	0	15	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	25	6	0	16	19	0	4	0	15	0	7	7	13	3	26	10	0	0	0	12	0	0	0	13	1	5	0	11	0	1	0	13	2	5	0	0	0	10	0	0	0	0	28	1	6
1707261047	10	4	8	0	2	4	7	12	9	0	0	0	1	0	0	22	24	27	13	6	7	10	0	28	18	4	1	3	0	0	11	9	14	9	0	12	18	18	17	14	18	16	18	16	15	15	41	2	26	24	0	5	8	-15	20	0	0	31	45	19	29	26	17	0	8	30	27	35	22	22	12	0	7	11	0	11	20	0	8	0	0	0	4	0	0	0	13	7	0	5	0	14	8	0	12	0	15	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	25	4	0	16	19	0	4	0	13	0	8	5	12	3	26	10	0	0	0	12	0	0	0	13	1	3	0	9	0	1	0	12	0	5	0	0	0	10	0	0	0	0	28	1	6
1707261116	10	4	8	0	2	4	7	12	8	0	0	0	1	0	0	21	21	27	13	6	6	0	0	28	9	4	1	2	0	0	11	8	14	9	0	12	18	18	17	12	16	16	18	15	13	15	41	0	18	1	0	4	8	-15	20	0	0	30	44	0	28	20	17	0	8	19	17	35	21	22	5	0	2	10	0	5	17	0	8	0	0	0	0	0	0	0	13	5	0	4	0	14	8	0	12	0	14	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	24	4	0	16	19	0	4	0	14	0	8	5	12	3	26	10	0	0	0	12	0	0	0	12	0	3	0	9	0	1	0	12	0	3	0	0	0	10	0	0	0	0	28	1	6
1707261144	10	3	8	0	2	4	7	12	8	0	0	0	0	0	0	18	21	27	13	6	5	0	0	26	0	3	1	2	0	0	11	8	13	8	0	12	18	16	17	12	16	16	18	14	12	14	40	0	8	0	0	3	7	-15	20	0	0	29	44	0	18	20	17	0	8	13	11	34	21	22	1	0	0	8	0	3	16	0	8	0	0	0	0	0	0	0	13	4	0	4	0	14	8	0	12	0	14	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	24	4	0	16	17	0	4	0	15	0	8	5	12	3	26	10	0	0	0	12	0	0	0	12	0	3	0	9	0	1	0	11	0	3	0	0	0	10	0	0	0	0	28	1	6
1707261213	10	3	8	0	2	4	7	10	8	0	0	0	0	0	0	17	21	27	13	6	5	0	0	25	0	3	1	2	0	0	11	8	12	7	0	12	17	16	17	12	16	16	18	14	12	14	40	0	7	0	0	2	5	-12	20	0	0	29	43	0	16	20	17	0	8	11	11	34	21	22	1	0	0	8	0	3	16	0	8	0	0	0	0	0	0	0	13	4	0	4	0	14	8	0	12	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	23	4	0	16	17	0	4	0	15	0	8	5	12	3	26	10	0	0	0	12	0	0	0	12	0	3	0	9	0	1	0	11	0	3	0	0	0	10	0	0	0	0	28	1	6
1707261257	10	3	8	0	2	4	7	10	8	0	0	0	0	0	0	17	21	27	13	6	5	0	0	24	0	3	1	2	0	0	11	8	12	7	0	12	17	16	17	11	16	16	18	14	12	14	40	0	7	0	0	3	1	-9	20	0	0	29	43	0	16	20	17	0	8	11	11	34	21	22	1	0	0	8	0	3	16	0	8	0	0	0	0	0	0	0	13	4	0	4	0	14	8	0	12	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	22	4	0	16	18	0	4	0	15	0	8	4	12	3	26	10	0	0	0	12	0	0	0	12	0	3	0	9	0	1	0	11	0	3	0	0	0	10	0	0	0	0	28	1	6
1707261315	10	3	8	0	2	4	7	10	8	0	0	0	0	0	0	17	21	27	13	6	5	0	0	24	0	3	1	2	0	0	11	8	12	7	0	12	17	16	17	11	16	16	18	14	12	14	40	0	7	0	0	1	0	-6	20	0	0	29	43	0	16	20	17	0	8	11	11	34	21	22	1	0	1	8	0	3	16	0	8	0	0	0	0	0	0	0	13	4	0	4	0	14	8	0	12	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	23	4	0	16	18	0	4	0	15	0	8	4	12	3	26	10	0	0	0	12	0	0	0	12	0	3	0	9	0	1	0	11	0	2	0	0	0	10	0	0	0	0	28	1	6
1707261354	10	3	8	0	2	4	7	10	8	0	0	0	0	0	0	17	21	27	13	6	5	0	0	23	0	3	1	2	0	0	11	8	12	7	0	12	17	16	17	11	16	16	18	14	12	14	40	0	6	0	0	1	0	-6	20	0	0	29	43	0	15	20	17	0	8	10	11	34	21	22	1	0	1	8	0	3	16	0	8	0	0	0	0	0	1	0	13	4	0	4	0	14	8	0	12	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	23	4	0	16	18	0	4	0	15	0	8	4	12	3	26	10	0	0	0	12	0	0	0	12	0	3	0	9	0	1	0	11	0	2	0	0	0	10	0	0	0	0	28	1	6
1707261538	9	3	8	0	1	4	7	8	7	0	0	0	0	0	0	0	0	8	0	4	0	0	0	2	0	1	0	0	0	0	8	1	7	6	0	12	12	0	0	0	0	9	10	0	0	0	29	0	0	0	0	1	0	-6	20	0	0	0	7	0	7	18	17	0	8	2	6	34	21	22	0	0	0	7	0	1	16	0	5	0	0	0	0	0	0	0	13	3	0	3	0	14	8	0	12	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	23	4	0	16	18	0	4	0	14	0	8	4	12	3	26	10	0	0	0	12	0	0	0	12	1	3	0	9	0	2	0	10	0	0	0	0	0	10	0	0	0	0	28	1	6
1707261603	9	3	8	0	1	4	7	7	7	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	7	1	7	6	0	12	11	0	0	0	0	8	6	0	0	0	28	0	0	0	0	7	-2	-4	20	0	0	0	0	0	7	18	17	0	8	2	4	33	21	22	0	0	0	7	0	1	16	0	3	0	0	0	0	0	0	0	13	3	0	3	0	14	8	1	12	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	23	4	0	15	18	0	4	0	14	0	8	4	12	3	26	10	0	0	0	12	0	0	0	12	1	3	0	9	0	2	0	10	0	1	0	0	0	10	0	0	0	0	28	1	6
1707261646	9	3	8	0	0	4	7	7	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	11	8	0	0	0	0	0	4	0	0	0	27	0	0	0	0	7	-2	-4	19	0	0	0	0	0	5	18	16	0	8	2	2	33	19	21	0	0	0	7	0	0	16	0	1	0	0	0	0	0	0	0	12	2	0	3	0	14	8	1	12	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	24	4	0	14	18	0	4	0	14	0	8	4	11	3	25	10	0	0	0	11	0	0	0	12	0	3	0	9	0	2	0	7	0	0	0	0	0	10	0	0	0	0	28	1	6
1707261709	9	3	8	0	0	4	7	7	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	1	4	0	11	8	0	0	0	0	0	3	0	0	0	27	0	0	0	0	7	-2	-4	19	0	0	0	0	0	5	18	16	0	8	2	1	33	19	21	0	0	0	7	0	0	16	0	1	0	0	0	0	0	0	0	12	2	0	3	0	14	8	1	11	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	23	4	0	14	18	0	4	0	14	0	8	4	11	3	25	10	0	0	0	10	0	0	0	12	0	3	0	9	0	2	0	7	0	0	0	0	0	10	0	0	0	0	28	1	6
1707261733	9	3	8	0	0	4	7	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	4	0	10	8	0	0	0	0	0	3	0	0	0	27	0	0	0	0	5	-2	-3	19	0	0	0	0	0	4	18	16	0	8	2	1	33	19	21	0	0	0	7	0	0	16	0	1	0	0	0	0	0	0	0	12	2	0	3	0	14	8	1	11	0	13	13	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	23	4	0	14	18	0	4	0	14	0	8	3	11	3	25	10	0	0	0	10	0	0	0	12	0	3	0	9	0	2	0	7	0	0	0	0	0	10	0	0	0	0	28	1	6
