date	DERE1101_10250	DERE1101_10251	DERE1101_10252	DERE1101_10253	DERE1101_16967	DERE1102_10030	DERE1102_10031	DERE1102_10562	DERE1102_10987	DERE1102_11364	DERE1102_16969	DERE1103_10032	DERE1103_10033	DERE1103_15127	DERE1103_25155	DERE1107B_11302	DERE1121B_14241	DERE1124B_14078	DERE1201_10257	DERE1201_10258	DERE1201_10259	DERE1201_13176	DERE1202_10809	DERE1202_10841	DERE1202_23628	DERE1300_10060	DERE1300_10061	DERE1300_10062	DERE1300_10063	DERE1300_10064	DERE1300_10065	DERE1300_10066	DERE1300_10067	DERE1300_10068	DERE1300_10069	DERE1300_10982	DERE1300_10983	DERE1300_11250	DERE1300_11394	DERE1300_11662	DERE1300_16966	DERE1301_12089	DERE1301_12090	DERE1301_20375	DERE1901_10035	DERE2101_10041	DERE2101_10042	DERE2101_14030	DERE2102_10045	DERE2102_11091	DERE2102_18465	DERE2103_11554	DERE2103_11555	DERE2201_10260	DERE2201_10261	DERE2201_10988	DERE2201_11365	DERE2201_14040	DERE2202_11082	DERE2202_11092	DERE2202_11093	DERE2202_11366	DERE2202_13286	DERE2203_10057	DERE2203_10058	DERE2203_27511	DERE2204_10087	DERE2204_10088	DERE2204_12485	DERE2205_10697	DERE2205_10698	DERE2205_12486	DERE2206_10089	DERE2206_10090	DERE2206_11501	DERE2206_20376	DERE2207_10085	DERE2207_10086	DERE2207_10981	DERE2207_12202	DERE2207_12803	DERE2208_10050	DERE2208_10844	DERE2208_28749	DERE2211_10359	DERE2211_10376	DERE2211_12097	DERE2211_12487	DERE2301_10039	DERE2301_10040	DERE2301_11213	DERE2301_15129	DERE2302_10038	DERE2302_10986	DERE2302_11545	DERE2302_20385	DERE2303_10046	DERE2303_10047	DERE2303_12077	DERE2304_10043	DERE2304_10044	DERE2304_11038	DERE2304_26189	DERE2401_10055	DERE2401_10056	DERE2401_12573	DERE2402_10084	DERE2402_10386	DERE2402_13206	DERE2403_10263	DERE2403_10264	DERE2403_25161	DERE2501_10059	DERE2501_12575	DERE2501_13691	DERE2502_11301	DERE2502_12079	DERE2502_27554	DERE2601_10080	DERE2601_10081	DERE2601_12076	DERE2602_10083	DERE2602_18480	DERE3101_10048	DERE3101_10845	DERE3101_13210	DERE3101_14933	DERE3151_25229	DERE3170_27669	DERE3192_27561	DERE3201_10025	DERE3201_11556	DERE3201_13211	DERE3202_10093	DERE3202_13568	DERE3202_14128	DERE3203_13247	DERE3204_10094	DERE3204_10209	DERE3204_13212	DERE3207_10810	DERE3208_26506	DERE3209_26507	DERE3211_10552	DERE3233_26510	DERE3236_23991	DERE3273_24001	DERE3301_15092	DERE3302_10051	DERE3302_10565	DERE3302_13573	DERE3303_10052	DERE3303_11557	DERE3303_13213	DERE3309_10053	DERE3324_24009	DERE3395_25117	DERE3396_28603	DERE3409_21516	DERE3424_26530	DERE3429_26531	DERE3432_22865	DERE3437_27666	DERE3577_28059	DERE3601_10461	DERE3601_13214	DERE3601_14036	DERE3605_26538	DERE3606_26539	DERE3611_26540	DERE3614_26542	DERE3625_12155	DERE3643_27660	DERE3801_10909	DERE3802_10910	DERE3803_10911	DERE3804_10912	DERE3805_18517	DERE3813_18526	DERE3834_24033	DERE3834_28565	DERE3837_20400	DERE3838_28604	DERE3903_10034	DERE3904_13634	DERE3904_14101	DERE3904_17062	DERE3905_10597	DERE3909_11066	DERE3990_10206
1707241848	26	3	16	19	0	0	18	3	10	7	0	35	33	34	32	36	27	8	24	24	25	29	63	64	73	1	63	36	77	55	77	65	71	96	95	25	67	87	0	46	43	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	27	29	15	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	21	17	17	15	32	29	32	10	10	20	10	19	23	140	140	7	0	4	35	60	60	25	0	0	15	17	15	134	88	109
1707242034	26	3	15	19	0	0	18	3	10	7	0	35	33	34	32	35	27	8	24	24	25	29	63	64	73	1	63	37	77	54	77	66	70	96	95	24	66	86	0	45	42	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	27	29	14	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	20	17	17	14	32	29	32	10	10	20	10	19	23	140	140	6	0	4	35	60	60	25	0	0	15	17	15	132	87	107
1707242132	26	3	15	19	0	0	18	3	10	7	0	35	33	34	32	35	27	8	24	24	25	29	63	64	73	1	63	37	77	54	78	65	70	96	95	24	66	85	0	45	42	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	27	29	14	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	20	17	17	14	32	29	32	10	10	20	10	19	23	140	140	6	0	4	35	60	60	25	0	0	15	17	15	132	87	107
1707242210	26	3	15	19	0	0	18	3	10	7	0	35	33	34	32	35	27	8	24	24	25	29	63	64	73	1	63	37	77	54	78	65	69	96	95	24	66	85	0	45	43	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	26	29	14	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	20	17	17	14	31	29	32	10	10	20	10	19	23	140	140	6	0	4	35	60	60	25	0	0	15	17	15	132	87	106
1707242307	26	3	15	19	0	0	18	3	10	7	0	35	33	34	32	35	27	8	24	24	25	29	63	64	73	0	64	36	77	54	78	65	70	96	95	21	66	86	0	46	42	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	26	29	14	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	20	17	17	14	32	28	32	10	10	20	10	19	23	140	140	6	0	4	35	60	60	25	0	0	15	17	14	132	87	105
1707242329	26	3	15	19	0	0	18	3	10	7	0	35	33	34	32	35	27	8	24	24	25	29	63	64	73	0	64	36	77	54	77	65	70	96	95	22	66	86	0	46	42	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	26	29	14	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	20	17	17	14	32	28	32	10	10	20	10	19	23	140	140	6	0	4	35	60	60	25	0	0	15	17	14	131	87	105
1707242343	26	3	15	19	0	0	18	3	10	7	0	35	33	34	32	35	27	8	24	24	25	29	63	64	73	0	64	36	77	54	77	65	70	96	95	22	66	86	0	46	42	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	26	29	14	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	20	17	17	14	32	28	32	10	10	20	10	19	23	140	140	6	0	4	35	60	60	25	0	0	14	17	15	131	87	105
1707250748	26	3	15	19	0	0	18	3	10	7	0	35	33	34	32	35	27	8	24	24	25	29	63	64	73	0	64	35	77	54	76	65	70	96	96	22	66	86	0	46	42	38	6	7	169	39	40	40	37	39	39	36	34	27	27	26	27	27	27	25	26	26	27	38	35	39	38	35	24	30	29	35	30	30	29	29	20	20	13	20	20	30	26	0	33	30	35	34	40	39	40	37	30	30	28	30	31	34	31	30	35	33	34	39	40	37	33	25	30	34	30	27	37	38	38	38	37	37	37	37	40	35	38	29	28	30	30	14	18	26	32	39	33	28	31	34	31	33	33	26	29	14	16	31	25	24	28	28	32	35	28	33	27	35	70	23	18	0	18	21	20	17	17	14	31	29	32	10	10	20	10	19	23	140	140	6	0	4	35	60	60	25	0	0	14	17	15	131	87	104
1707251027	26	1	17	18	0	0	18	3	10	7	0	35	33	34	31	30	24	0	24	24	24	28	59	57	70	0	64	36	77	53	76	64	70	95	96	21	65	86	0	46	42	38	8	5	169	38	40	40	35	39	38	33	25	27	27	25	27	27	27	24	25	26	26	38	30	39	37	34	14	24	28	32	30	30	28	28	20	20	7	20	20	23	16	0	32	27	35	33	40	38	39	35	29	30	26	30	31	32	27	27	34	33	32	36	40	36	30	15	29	31	27	21	32	37	37	34	36	35	36	37	37	13	35	28	27	30	30	0	17	18	30	37	31	14	24	32	12	31	29	15	12	0	0	0	9	9	20	22	15	34	21	28	23	32	65	14	14	0	13	15	10	10	0	0	27	16	24	10	10	14	8	3	7	140	140	0	0	0	35	60	60	25	0	0	0	0	0	90	75	102
1707251309	26	0	17	18	0	0	18	3	10	7	0	34	33	34	31	20	18	0	23	24	24	28	56	51	67	0	62	34	77	54	75	63	70	95	96	19	64	86	0	46	40	38	8	5	164	37	40	40	31	35	38	25	13	27	27	25	27	27	27	20	22	26	26	36	28	36	34	29	0	21	18	29	28	30	27	28	20	15	0	19	20	6	0	0	29	22	35	32	40	38	39	34	28	30	25	29	30	31	23	25	33	30	28	34	40	34	22	0	23	28	24	11	30	35	36	31	36	31	35	37	37	9	35	28	27	30	30	0	16	15	23	30	23	0	13	29	7	17	25	0	11	0	0	0	8	7	19	21	0	27	12	16	3	32	59	13	14	0	11	15	2	9	0	0	17	6	22	10	10	13	7	3	4	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	102
1707251351	26	0	17	18	0	0	18	3	10	7	0	34	33	34	31	20	18	0	23	24	24	28	56	51	67	0	62	35	77	54	74	63	70	95	96	20	64	86	0	45	40	38	8	5	164	37	40	40	31	35	38	25	13	27	27	25	27	27	27	20	22	26	26	36	28	36	34	30	0	21	18	29	28	30	27	28	20	15	0	19	20	6	0	0	29	22	35	32	40	38	39	34	28	30	25	29	30	31	23	25	33	30	28	34	40	34	22	1	22	28	24	11	30	35	36	31	36	31	35	37	37	9	35	28	27	30	30	0	16	15	23	30	23	0	13	29	7	17	25	0	11	0	0	0	8	7	19	21	0	27	13	17	2	32	59	13	14	0	11	15	2	9	0	0	17	6	22	10	10	13	7	2	4	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	101
1707251441	26	0	17	18	0	0	18	4	10	6	0	34	33	34	31	12	14	0	23	24	24	28	53	47	66	0	62	35	77	54	74	63	70	94	96	18	64	86	0	45	40	38	7	5	161	35	39	40	31	33	38	16	7	27	27	23	27	27	27	16	20	26	25	34	18	32	29	19	0	9	12	27	27	28	26	28	16	4	0	16	17	0	0	0	28	14	35	31	40	36	39	33	28	30	21	24	28	31	18	23	32	28	24	32	39	31	18	0	17	20	23	0	27	34	35	25	29	16	35	37	37	7	35	28	27	30	30	0	16	14	11	21	14	0	10	28	5	10	24	0	8	0	0	0	7	6	19	20	0	23	8	5	0	31	56	13	14	0	9	15	2	9	0	0	15	5	19	10	9	13	6	2	5	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	100
1707251521	25	0	17	18	0	0	18	4	10	6	0	34	33	32	31	8	15	0	23	24	24	28	53	46	65	0	62	35	77	53	73	62	70	94	95	18	62	86	0	44	40	38	7	5	160	34	39	40	31	33	37	13	1	27	25	23	27	27	27	16	20	25	24	34	10	32	28	13	0	4	4	25	25	28	26	28	11	0	-1	15	16	0	0	0	28	9	35	30	40	32	38	32	28	29	20	23	28	30	15	23	32	28	19	30	38	29	17	0	17	16	17	0	26	33	35	23	23	10	35	37	37	4	35	28	26	30	29	0	17	13	2	21	13	0	10	28	3	9	24	0	6	0	0	0	7	6	19	19	0	23	8	5	0	31	54	13	14	0	9	15	1	9	0	0	15	5	17	10	9	13	6	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	100
1707251605	25	0	17	18	0	0	18	3	10	6	0	34	33	32	30	4	13	0	23	24	24	28	50	46	64	0	62	35	77	52	73	62	70	94	95	17	62	86	0	44	40	38	6	5	159	33	39	40	30	33	37	11	0	27	25	23	27	27	27	14	20	25	24	34	5	31	27	9	0	0	0	19	25	28	25	28	8	0	-1	11	11	1	0	0	28	5	34	30	40	32	38	31	28	29	20	23	28	28	14	18	32	28	18	29	38	25	17	0	17	9	12	0	22	31	35	17	21	0	34	36	37	1	35	28	26	30	29	0	17	12	1	20	10	0	9	28	3	9	24	0	4	0	0	0	6	6	18	19	0	23	7	5	1	31	52	13	14	0	10	15	1	9	0	0	15	5	18	10	9	13	6	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	100
1707251658	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	42	58	0	61	34	77	51	71	59	68	94	96	15	61	86	0	42	37	38	5	5	153	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	27	0	9	25	7	0	0	0	2	25	26	23	28	6	0	-1	7	4	0	0	0	21	0	32	24	40	32	37	23	28	29	16	22	21	21	0	17	32	20	12	11	37	3	17	0	16	3	5	0	8	23	30	1	14	0	33	36	37	0	29	28	26	30	29	0	17	9	0	16	4	0	9	28	3	9	24	0	4	0	0	0	5	6	15	19	0	23	7	5	1	31	50	12	13	0	10	15	1	7	0	0	14	4	18	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	100
1707251727	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	42	57	0	61	35	77	51	71	59	68	94	96	15	60	86	0	42	36	38	5	5	153	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	27	0	9	25	7	0	0	0	2	25	26	23	28	6	0	-1	7	4	0	0	0	22	0	32	24	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	11	37	3	17	0	16	3	5	0	8	23	30	1	13	1	33	36	37	0	28	28	26	30	29	0	17	8	0	16	4	0	9	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	5	1	31	50	12	13	0	10	15	1	7	0	0	14	4	18	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	100
1707251900	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	43	56	0	60	35	77	51	71	58	68	94	96	15	60	86	0	42	36	38	5	5	153	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	27	0	9	25	7	0	0	0	2	25	26	23	28	6	0	0	6	4	0	0	0	23	0	31	24	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	11	37	3	17	0	16	3	5	0	8	23	30	1	13	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	4	1	31	50	12	13	0	10	15	1	7	0	0	14	3	18	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	100
1707251927	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	43	56	0	60	35	77	51	71	58	68	94	96	15	60	86	0	42	36	38	5	5	153	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	27	0	9	25	7	0	0	0	2	25	26	23	28	6	0	0	6	4	0	0	0	23	0	30	24	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	11	37	3	17	0	16	4	5	0	8	23	30	1	13	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	4	1	31	50	12	13	0	10	15	1	7	0	0	14	3	17	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	75	100
1707252025	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	43	56	0	60	35	77	51	71	58	68	94	96	15	60	86	0	42	36	38	5	5	153	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	27	0	9	25	7	0	0	0	2	25	26	23	28	6	0	0	6	4	0	0	0	23	0	30	24	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	10	37	3	17	0	16	4	5	0	8	23	30	1	13	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	5	1	31	50	12	13	0	10	15	1	7	0	0	14	3	17	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707252100	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	43	56	0	60	35	77	51	71	58	68	94	96	15	60	86	0	42	36	38	5	5	153	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	28	0	8	25	7	0	0	0	1	25	26	23	28	6	0	0	6	4	0	0	0	23	0	30	24	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	10	37	3	17	0	16	4	4	0	8	23	30	1	13	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	6	1	31	50	12	13	0	10	15	1	7	0	0	14	3	17	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707252124	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	43	56	0	60	35	77	51	71	58	68	94	96	15	60	86	0	42	36	38	5	5	152	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	28	0	5	25	7	0	0	0	1	25	26	23	28	6	0	0	6	4	0	0	0	23	0	30	22	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	10	37	3	17	0	16	4	4	0	8	23	30	0	14	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	6	1	31	50	12	13	0	10	15	1	7	0	0	14	3	17	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707252143	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	44	56	0	60	35	77	51	71	58	68	94	96	15	60	86	0	42	36	38	5	5	152	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	28	0	5	25	7	0	0	0	1	25	26	23	28	6	0	0	6	4	0	0	0	23	0	30	22	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	10	37	3	17	0	16	4	4	0	9	23	29	0	14	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	6	1	31	50	12	13	0	10	15	1	7	0	0	14	3	17	10	8	12	5	1	3	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707252259	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	44	56	0	60	35	77	51	71	58	68	94	96	14	60	86	0	42	36	38	5	5	152	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	28	0	5	25	7	0	0	0	1	25	26	23	28	6	0	0	6	4	0	0	0	23	0	30	22	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	10	37	3	17	0	16	4	4	0	9	23	29	0	14	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	6	1	31	50	12	13	0	10	15	1	7	0	0	14	3	17	10	8	12	5	1	2	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707252332	25	0	17	18	0	0	18	2	10	5	0	34	30	32	29	0	13	0	23	24	24	27	48	44	56	0	60	35	77	51	71	58	68	94	96	13	60	86	0	42	36	38	5	5	152	29	38	40	25	33	36	3	0	26	25	22	27	27	27	7	18	25	23	28	0	5	25	7	0	0	0	1	25	26	23	28	6	0	0	6	4	0	0	0	23	0	30	22	40	32	37	23	28	29	16	22	20	21	0	17	32	20	12	10	37	3	17	0	16	4	4	0	9	23	29	0	14	0	33	36	37	0	28	28	26	30	29	0	17	8	0	16	6	0	8	28	3	9	24	0	4	0	0	0	6	6	15	19	0	23	7	6	1	31	50	12	13	0	10	15	1	7	0	0	14	3	17	10	8	12	5	1	2	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707260820	25	0	17	18	0	0	18	2	10	5	0	34	30	31	29	0	10	0	23	24	24	26	47	43	54	0	60	34	77	49	71	58	67	92	96	13	59	86	0	41	33	38	4	5	150	27	38	40	23	30	36	0	0	26	25	22	27	27	25	6	17	25	23	19	0	0	24	7	0	0	0	0	24	26	22	28	6	0	0	6	4	0	0	0	11	0	28	17	40	32	37	20	27	29	14	22	13	17	0	17	32	18	10	0	35	0	17	0	16	2	4	0	0	16	27	0	11	0	31	33	37	0	24	27	25	30	29	0	17	7	0	16	4	0	8	27	3	9	24	0	3	0	0	0	5	6	13	19	0	23	7	6	1	31	47	12	13	0	10	15	3	7	0	0	14	3	17	10	8	12	5	1	2	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707261009	25	0	14	18	0	0	15	0	10	3	0	32	28	29	25	0	10	0	22	22	24	23	33	33	45	0	56	29	73	42	66	55	67	91	96	10	58	86	0	37	23	38	0	4	104	23	38	40	0	0	23	0	0	23	24	16	27	26	22	0	0	7	5	3	0	0	20	5	0	0	0	0	19	23	17	24	6	0	0	6	4	0	0	0	0	0	16	0	39	30	34	12	23	27	4	15	0	0	0	1	17	0	0	0	22	0	17	0	16	0	1	0	0	1	7	0	4	0	23	0	18	0	15	26	21	28	29	0	17	7	0	10	3	0	8	27	3	9	24	0	3	0	0	0	5	5	13	17	0	23	7	5	0	31	45	10	13	0	10	15	3	7	0	0	14	1	16	10	8	12	5	1	2	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707261047	25	0	12	18	0	0	15	0	8	3	0	32	28	29	25	0	10	0	21	22	24	22	28	32	41	0	57	28	72	38	58	54	66	91	95	6	57	86	0	36	14	38	0	3	87	22	38	39	0	0	16	0	0	21	18	12	26	25	21	0	0	6	2	2	0	0	20	5	0	0	0	0	18	22	13	24	6	0	0	6	4	0	0	0	0	0	12	0	39	22	30	8	20	23	0	15	0	0	0	0	3	0	0	0	19	0	17	0	16	0	0	0	0	0	1	0	4	0	17	1	11	0	15	26	18	28	29	0	16	7	0	9	3	0	8	27	3	9	24	0	3	0	0	0	5	5	13	17	0	23	7	5	0	31	44	10	12	0	9	15	3	7	0	0	14	1	16	10	8	12	5	1	2	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707261116	22	1	8	17	0	0	14	0	5	2	0	32	28	27	25	0	9	0	18	22	24	21	22	29	41	0	55	24	71	35	54	51	65	91	95	3	55	85	0	33	9	37	0	0	72	22	38	39	0	0	14	0	0	20	13	3	25	24	21	0	0	5	2	2	0	0	20	5	0	0	0	0	16	19	9	23	6	0	0	6	4	0	0	0	0	0	15	0	39	21	24	0	17	18	0	10	0	0	0	0	0	0	-2	0	18	0	17	0	16	0	0	0	0	0	0	0	4	0	16	0	12	0	15	25	18	28	29	0	16	7	0	7	3	0	8	27	3	9	24	0	3	0	0	0	5	5	13	17	0	23	7	5	0	31	43	10	12	0	9	15	3	7	0	0	14	1	16	10	8	12	5	1	1	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707261144	22	0	4	16	0	0	15	0	2	0	0	31	27	27	25	0	7	0	18	21	24	21	8	21	39	0	53	19	66	29	51	49	65	91	95	0	53	85	0	31	5	36	0	0	58	16	38	37	0	0	12	0	0	13	8	0	21	21	21	0	0	5	0	2	1	0	21	5	0	0	0	0	14	11	1	23	6	0	0	6	4	0	0	0	0	0	14	0	39	8	14	0	7	11	0	8	0	0	0	0	0	0	-2	0	18	0	17	0	16	0	0	0	0	1	0	0	5	0	12	0	8	0	15	25	18	27	29	0	16	7	0	6	3	0	8	27	3	9	24	0	3	0	0	0	5	5	13	17	0	23	7	4	0	31	41	10	12	0	9	15	3	7	0	0	14	1	16	10	8	12	5	1	1	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707261213	22	0	4	16	0	0	15	0	1	0	0	31	27	27	25	0	6	0	18	21	24	21	6	20	38	0	52	20	63	29	49	49	65	91	94	0	52	85	0	31	2	36	0	0	49	16	38	37	0	0	12	0	0	13	8	0	21	21	20	0	0	5	0	2	0	0	21	5	0	0	0	0	13	11	1	24	6	0	0	5	4	0	0	0	0	0	13	0	39	8	14	0	5	11	0	8	0	0	0	0	0	0	-2	0	18	0	17	0	16	0	0	0	0	0	0	0	5	0	12	0	7	0	15	25	18	27	29	0	16	7	0	6	3	0	8	27	3	9	24	0	3	0	0	0	5	5	13	17	0	23	7	5	0	31	41	10	12	0	9	15	3	7	0	0	14	1	16	10	8	12	5	1	0	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
1707261257	22	0	4	16	0	0	15	0	1	0	0	31	27	27	25	0	4	0	18	21	24	21	6	20	38	0	52	19	61	29	49	49	64	91	94	0	52	85	0	32	2	36	0	0	49	16	38	37	0	0	12	0	0	13	7	0	21	21	20	0	0	5	0	1	0	0	21	5	0	0	0	0	13	11	1	24	6	0	0	5	4	0	0	0	0	0	12	0	39	8	14	0	5	11	0	8	0	0	0	0	0	0	-2	0	17	0	17	0	16	0	0	0	0	0	0	0	5	0	12	0	7	0	15	25	18	27	29	0	16	7	0	6	2	0	8	27	3	9	24	0	3	0	0	0	5	5	13	17	0	23	7	5	0	31	41	10	12	0	9	15	3	7	0	0	14	1	16	10	8	12	5	1	0	140	140	0	0	0	35	60	60	25	0	0	0	0	0	89	74	100
