date	ANTR1001_26230	ANTR1101_10265	ANTR1104_11519	ANTR1104_11544	ANTR1105A_20115	ANTR1106B_17435	ANTR1118A_26231	ANTR1128A_26232	ANTR1130B_26233	ANTR1134B_21330	ANTR1135A_21331	ANTR1201_10266	ANTR1202B_26234	ANTR1203A_13368	ANTR1401_20854	ANTR2102_11520	ANTR2104_26235	ANTR2105_26236	ANTR2119_27372	ANTR2120_27371	ANTR2202_26237	ANTR2301_26238	ANTR3006_21135	ANTR3011_28362	ANTR3014_25997	ANTR3015_27957	ANTR3101_26245	ANTR3172_26246	ANTR3173_26247	ANTR3177_14177	ANTR3178_14178	ANTR3179_14179	ANTR3180_17445	ANTR3183_28734	ANTR3184_28726	ANTR3185_10673	ANTR3188_28735	ANTR3190_17446	ANTR3191_11522	ANTR3193_11523	ANTR3194_10103	ANTR3195_10104	ANTR3198_28652	ANTR3600_20122	ANTR3990_19146	ANTR3992_11467	ANTR3993_11524	ANTR4108_28548	ANTR4109_28547	ANTR4137_11163	ANTR4138_17449	ANTR4224_10675	ANTR4225_10268	ANTR4500_25566	ANTR4974_28647	ANTR4975_28648	ANTR4976_28649	ANTR4977_28650	ANTR4990_14000	ANTR6061_28545	ANTR6062_17452	ANTR6063_14019	ANTR6064_14005	ANTR6065_13586	ANTR6066_13587	ANTR6961_13588	ANTR6962_25569	ANTR6963_25570	ANTR6970_13591	ANTR6971_19151	ANTR6980_13592	ANTR6981_13593	ANTR6982_13594	ANTR6983_15180	ANTR6990_14939	ANTR6991_25353
1707261842	14	0	0	0	26	0	9	0	6	1	0	1	0	0	7	0	0	0	19	5	-1	0	3	12	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	17	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	4	3	10	11	8	16
1707261903	14	0	0	0	26	0	9	0	6	0	0	1	0	0	7	0	0	0	19	4	-1	0	3	12	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	17	0	1	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	4	3	10	11	8	16
1707261944	14	0	0	0	25	0	5	0	6	1	0	1	0	0	7	0	0	0	19	4	-1	0	3	12	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	17	0	1	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	4	3	10	11	8	16
1707262004	14	0	0	0	25	0	4	0	5	0	0	1	0	0	7	0	0	0	19	4	-1	0	3	12	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	17	0	1	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	4	3	10	11	8	16
1707262107	14	0	0	0	24	0	4	0	5	2	0	1	1	0	6	0	0	0	19	4	-1	1	3	12	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	16	0	1	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707262125	14	0	0	0	25	0	2	0	5	2	0	1	1	0	6	0	0	0	19	4	-1	0	3	12	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	16	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707262142	14	0	0	0	25	0	3	0	5	1	0	1	1	0	5	0	1	0	19	4	-1	0	3	12	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	16	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707262337	14	0	0	0	25	0	0	0	4	0	0	1	0	0	5	0	0	0	19	4	-1	0	3	10	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	16	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707270001	14	0	0	0	25	0	0	0	4	0	0	1	0	0	5	0	0	0	19	4	-1	0	3	10	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	16	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707270737	14	0	0	0	24	0	0	0	4	0	0	1	0	0	5	4	5	0	19	4	-1	0	3	10	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	6	4	0	5	25	4	16	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707270816	14	0	0	0	24	0	0	0	4	0	0	1	0	0	5	3	4	0	19	4	-1	0	3	10	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	5	4	0	5	25	4	16	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707270840	14	0	0	0	24	0	0	0	4	0	0	1	0	0	5	3	4	0	19	4	-1	0	3	10	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	5	4	0	5	25	4	16	0	2	9	12	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707270903	14	0	0	0	24	0	0	0	4	0	0	1	0	0	5	3	4	0	19	4	-1	0	3	10	15	10	0	3	0	0	0	0	0	0	0	17	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707271009	14	0	-3	-1	24	0	0	0	5	0	0	1	0	0	5	3	3	0	19	4	-1	0	3	10	15	10	0	2	0	0	0	0	0	0	0	17	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707271027	14	0	-3	-1	24	0	0	0	5	1	0	1	0	0	5	3	3	0	19	4	-1	0	3	10	15	10	0	2	0	0	0	0	0	0	0	17	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707271053	14	0	-3	-1	24	0	0	0	5	1	0	1	0	0	5	3	3	0	19	4	-1	0	3	10	15	10	0	2	0	0	0	0	0	0	0	17	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	4	5	4	14	4	5	5	3	3	3	10	11	8	16
1707271136	14	0	-3	-1	24	1	0	0	5	1	0	1	0	0	5	3	3	0	19	4	-1	0	3	10	15	10	0	2	0	0	0	0	0	0	0	17	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	11	8	16
1707271218	14	0	-3	-1	24	2	0	0	5	1	0	1	0	0	5	2	3	0	19	4	-1	0	3	10	15	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	11	8	16
1707271250	14	0	-6	-3	24	2	0	0	5	1	0	1	0	0	5	1	3	0	19	4	-1	0	3	10	15	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271309	14	0	-6	-3	24	1	0	0	5	1	0	1	0	0	5	1	3	0	19	4	-1	0	3	10	15	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271338	14	0	-6	-3	23	1	0	0	5	1	0	1	0	0	5	1	3	0	19	4	-1	0	3	10	15	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271422	14	0	-6	-3	23	0	0	0	5	1	0	1	0	0	5	1	3	0	19	4	-1	0	3	10	14	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271448	14	0	-6	-3	23	0	0	0	5	1	0	1	0	0	5	1	3	0	19	4	-1	0	3	10	14	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271510	14	0	-6	-3	23	0	0	0	5	0	0	1	0	0	5	1	3	0	19	4	-1	0	3	10	14	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271544	14	0	-6	-3	23	0	0	0	6	0	0	1	0	0	5	1	3	0	19	4	20	0	2	10	14	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271643	14	0	-6	-3	23	0	0	0	6	0	0	1	1	0	5	1	3	0	19	4	19	0	2	10	14	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271704	14	0	-6	-3	23	0	0	0	6	0	0	1	1	0	5	1	3	0	19	4	19	0	2	10	14	10	0	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271720	14	0	-6	-3	23	0	0	0	6	0	0	1	1	0	5	1	3	0	19	4	19	0	2	10	14	10	25	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707271802	14	0	-6	-3	23	0	0	0	6	0	0	1	1	0	5	1	3	0	19	4	19	0	2	10	14	10	25	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707272002	14	0	-6	-3	23	0	0	0	6	0	0	1	1	0	5	1	3	0	19	4	19	0	2	10	14	10	25	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707272150	14	0	-6	-3	23	0	0	0	6	0	0	1	1	0	5	1	3	0	19	4	19	0	2	10	14	10	25	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707272237	14	0	-6	-3	23	0	0	0	6	0	0	1	1	0	5	1	3	0	19	4	19	0	2	10	14	10	25	1	0	0	0	0	0	0	0	16	0	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	0	3	3	3	5	4	14	4	5	5	3	3	3	10	10	7	16
1707281100	14	0	-5	-3	24	0	0	0	6	1	0	1	1	0	5	1	3	-3	19	4	5	10	2	10	14	10	16	1	0	0	0	0	0	5	0	16	5	3	15	15	5	4	0	5	25	4	16	0	2	9	11	9	7	5	0	0	0	0	14	-2	3	3	3	5	4	14	4	5	3	3	3	3	10	10	7	16
1707281233	14	0	-5	-3	24	0	0	0	6	1	0	1	1	0	5	1	2	-3	19	4	5	10	2	10	14	10	15	0	0	0	0	0	0	5	0	16	5	3	15	15	5	4	0	5	25	4	16	0	2	7	11	9	7	5	0	0	0	0	14	-2	2	3	3	4	4	14	4	5	3	2	3	3	10	10	7	15
1707281457	14	0	-5	-3	24	0	1	0	6	1	0	1	2	0	5	1	2	-3	19	4	5	10	2	10	14	10	15	0	0	0	0	0	0	5	0	16	5	3	15	15	5	4	0	5	25	4	16	0	2	7	11	9	7	5	0	0	0	0	14	-2	2	3	3	4	4	14	4	5	3	2	3	3	10	9	7	14
1707281621	14	-3	-5	-3	21	-1	0	-3	6	-2	-4	0	-2	0	5	1	15	-3	19	4	5	10	2	10	14	10	15	0	0	0	0	0	0	5	0	16	5	3	15	15	5	4	0	5	25	4	16	0	2	7	11	9	7	5	0	0	0	0	14	-2	2	3	3	4	4	14	4	5	3	2	3	3	10	9	7	14
1707281911	14	-3	-5	-3	21	-1	0	-3	6	-1	-4	0	-4	-1	5	1	15	-3	19	4	5	10	2	10	14	10	15	0	0	0	0	0	0	5	0	16	5	3	15	15	5	4	0	5	25	4	16	0	2	7	11	9	7	5	0	0	0	0	14	-2	2	3	3	4	4	14	4	5	3	2	3	3	10	9	7	14
