date	EDUC1000A_11541	EDUC1000A_11681	EDUC1000A_11682	EDUC1001B_10922	EDUC1001B_13192	EDUC1005B_11313	EDUC1005B_22484	EDUC1012A_10814	EDUC1012A_14779	EDUC1017B_24137	EDUC1021_24138	EDUC1021B_21618	EDUC1025B_24140	EDUC1025B_28325	EDUC1027B_27364	EDUC1028_27365	EDUC1029_27366	EDUC206_18898	EDUC3000_11153	EDUC3994_27367	EDUC4010_11146	EDUC4017_20358	EDUC4022_12970	EDUC4025_21031	EDUC4026_21072	EDUC4027_14543	EDUC4029_21073	EDUC4035_27374	EDUC4206_10688	EDUC4206_14825	EDUC4206_18861	EDUC4206_18865	EDUC4206_18867	EDUC4206_18868	EDUC4206_18869	EDUC4206_18872	EDUC4206_18873	EDUC4206_18888	EDUC4206_18889	EDUC4206_18890	EDUC4206_18891	EDUC4206_18892	EDUC4206_18893	EDUC4206_18894	EDUC4206_18896	EDUC4206_18898	EDUC4206_18899	EDUC4206_18901	EDUC4206_21074	EDUC4206_21075	EDUC4206_23618	EDUC4207_10815	EDUC4207_16892	EDUC4207_18874	EDUC4207_18875	EDUC4207_18876	EDUC4207_18877	EDUC4207_18878	EDUC4207_18879	EDUC4207_18880	EDUC4207_18883	EDUC4207_18884	EDUC4207_18886	EDUC4207_18887	EDUC4207_18907	EDUC4207_18908	EDUC4207_18909	EDUC4207_18910	EDUC4207_18911	EDUC4207_18912	EDUC4207_18913	EDUC4207_18914	EDUC4207_18915	EDUC4305_27370	EDUC4306_27368	EDUC4401_26624	EDUC4513_26625	EDUC4613_26048	EDUC4702_26626	EDUC4728_27375	EDUC4904_27801	EDUC5300_25040	EDUC6000_26629	EDUC6001_25044	EDUC6003_25046	EDUC6005_25048	EDUC6006_25049	EDUC6007_25050	EDUC6008_26630	EDUC6009_25052	EDUC6010_25054	EDUC6011_25055	EDUC6012_25056	EDUC6013_25057	EDUC6014_25058	EDUC6016_25059	EDUC6017_26631	EDUC6022_25091	EDUC6023_25092	EDUC6024_25093	EDUC6028_25108	EDUC6990_25095	EDUC6997_25096
1707261009	0	33	-1	0	1	11	36	6	0	40	16	-3	38	39	41	36	39	0	3	39	10	31	27	30	17	15	37	-4	21	26	16	10	5	9	4	9	16	5	18	45	20	10	-3	9	5	5	5	5	26	2	6	29	10	6	14	15	3	7	1	-3	26	6	19	8	8	8	9	4	20	4	5	5	5	16	36	16	21	0	6	-4	22	28	3	5	27	3	5	0	8	4	4	2	10	9	8	8	28	10	4	6	4	7	10
1707261047	0	27	-1	0	-4	6	35	0	-2	39	16	-3	37	39	41	36	39	0	3	39	10	31	27	29	16	15	36	-4	21	26	16	10	5	9	4	9	16	5	18	45	20	10	-3	9	5	5	5	5	26	2	6	29	10	6	14	15	3	7	1	-3	26	6	19	8	8	8	9	4	20	4	5	5	5	16	36	16	21	0	6	-6	22	28	3	5	27	3	5	0	8	4	4	2	10	9	8	8	28	10	4	6	4	7	10
1707261116	0	21	-1	0	-4	6	32	0	-2	38	16	-3	37	39	41	35	38	0	3	38	10	31	27	29	16	15	36	-4	21	26	16	10	5	9	4	9	16	5	18	45	20	10	-3	9	5	5	5	5	26	2	6	29	10	6	14	15	3	7	1	-3	26	6	19	8	8	8	9	4	20	4	5	5	5	16	36	16	21	1	4	-6	22	28	3	5	27	3	5	-1	8	4	4	2	10	9	8	8	28	10	4	6	4	7	10
1707261144	0	20	-1	0	-4	3	32	0	-2	35	15	-3	35	38	40	35	38	0	3	37	10	31	27	29	16	13	36	-4	21	26	16	10	5	9	4	9	16	5	18	45	20	10	-3	9	5	5	5	5	26	2	6	29	10	6	14	15	3	7	1	-3	26	6	19	8	8	8	9	4	20	4	5	5	5	16	36	16	21	1	3	-6	21	28	3	5	27	3	5	-1	8	4	4	2	10	9	8	8	28	10	4	6	3	7	10
1707261213	0	19	-1	0	-4	0	33	0	-2	34	15	-3	33	38	41	35	38	0	3	37	10	31	27	29	16	14	36	-4	21	26	16	10	5	9	4	9	16	5	18	45	20	10	-3	9	5	5	5	5	26	2	6	29	10	6	14	15	3	7	1	-3	26	6	18	8	8	8	9	4	20	4	5	5	5	16	36	16	21	1	3	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	9	8	8	28	10	4	5	4	7	10
1707261257	0	19	-1	0	-4	0	32	1	-2	34	15	-3	33	38	41	35	38	0	3	37	10	31	27	29	16	14	36	-4	21	26	15	10	5	9	4	9	16	5	18	45	20	10	-3	9	5	5	5	5	26	2	6	29	10	6	14	15	3	7	1	-3	26	6	18	8	8	8	9	4	20	4	5	5	5	16	36	16	21	1	3	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	9	8	8	28	10	4	5	4	7	10
1707261315	0	18	-1	0	-4	0	32	1	-2	34	15	-3	33	38	41	35	38	0	3	37	10	31	27	29	16	14	36	-4	21	26	14	10	5	9	4	9	16	5	18	45	20	10	-3	9	5	5	5	5	26	2	6	29	10	6	14	15	3	7	1	-3	26	6	18	8	8	8	9	4	20	4	5	5	5	16	36	16	21	1	3	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	9	8	8	28	10	4	5	4	7	10
1707261354	0	18	-1	0	-4	0	31	1	-2	34	15	-3	33	38	41	35	38	0	3	37	10	31	27	29	16	14	36	-4	20	26	12	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	6	13	13	3	6	0	-4	26	6	18	8	7	7	7	4	20	4	5	5	5	16	36	16	21	0	2	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261538	0	0	-2	-1	-4	0	29	-2	-2	29	12	-3	34	37	39	35	38	0	3	37	8	31	27	29	16	14	36	-5	16	26	10	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	6	13	12	3	6	0	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	17	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261603	0	0	-2	-1	-4	0	28	-2	-2	27	12	-3	33	37	39	34	38	0	3	36	8	31	27	29	16	14	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	6	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	17	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261646	0	0	-2	-1	-4	0	28	-2	-2	23	12	-3	33	36	39	34	38	0	3	36	8	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261709	0	0	-2	-1	-4	0	28	-2	-2	20	12	-3	32	36	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261733	0	0	-2	-1	-4	0	27	-2	-2	19	12	-3	32	35	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261807	0	0	-2	-1	-4	0	26	-2	-2	19	12	-3	32	36	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261822	0	0	-2	-1	-4	0	26	-2	-2	19	12	-3	32	36	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261842	0	0	-2	-1	-4	0	25	-2	-2	18	12	-3	32	36	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261903	0	0	-2	-1	-4	0	24	-2	-2	18	12	-3	31	36	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707261944	0	0	-2	-1	-4	0	23	-2	-2	18	12	-3	32	36	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707262004	0	0	-2	-1	-4	0	22	-2	-2	18	12	-3	32	36	39	34	38	0	3	36	7	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707262107	0	0	-2	-1	-4	0	22	-2	-2	18	11	-3	32	36	39	34	38	0	3	36	6	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707262125	0	0	-2	-1	-4	0	22	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	6	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707262142	0	0	-2	-1	-4	0	22	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707262337	0	0	-2	-1	-4	1	21	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707270001	0	0	-2	-1	-4	1	21	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	13	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707270737	0	0	-2	-1	-4	0	23	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	14	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707270816	0	0	-2	-1	-4	0	22	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	13	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707270840	0	0	-2	-1	-4	0	22	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	13	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707270903	0	0	-2	-1	-4	0	22	-2	-2	17	11	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	18	5	7	7	6	4	20	4	5	5	5	16	36	13	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707271009	0	-1	-2	-1	-4	0	23	-2	-2	17	10	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	17	5	7	7	6	4	20	4	5	5	5	16	36	13	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707271027	0	-1	-2	-1	-4	0	23	-2	-2	17	10	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-5	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	17	5	7	7	6	4	20	4	5	5	5	16	36	13	16	-1	-1	-6	21	28	3	5	27	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707271053	0	-1	-2	-1	-4	0	23	-2	-2	17	10	-3	32	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-6	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	5	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	17	5	7	7	6	4	20	4	5	5	5	15	36	13	16	-1	-1	-6	21	28	3	5	26	2	5	-1	8	4	4	2	10	8	8	8	28	10	4	5	4	7	10
1707271136	0	-1	-2	-1	-4	0	24	-2	-2	16	10	-3	31	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-7	16	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	4	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	17	5	7	7	6	4	20	4	5	5	5	15	35	13	16	-1	-1	-6	21	28	3	5	26	2	5	-1	8	4	4	1	10	8	8	8	29	10	4	5	3	7	10
1707271218	0	-1	-2	-2	-4	0	24	-2	-2	16	10	-3	31	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-7	15	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	9	4	5	5	5	26	1	6	29	10	5	13	12	3	6	-1	-4	26	6	17	5	7	7	6	4	20	4	5	5	5	15	35	13	16	-1	-1	-7	21	28	3	5	26	2	5	-1	8	4	4	1	10	7	8	7	28	10	4	5	3	7	10
1707271250	0	-1	-2	-2	-4	0	24	-2	-2	16	10	-3	31	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-7	14	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	5	13	12	3	6	-1	-4	26	6	17	4	7	7	6	4	20	4	5	5	5	15	35	13	16	-3	-2	-7	21	28	3	5	26	2	5	-1	8	4	4	1	10	7	8	7	28	10	4	5	3	7	10
1707271309	0	-1	-2	-2	-4	0	24	-2	-2	16	10	-3	31	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-7	14	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	5	13	12	3	6	-1	-4	26	6	17	4	7	7	6	4	20	4	5	5	5	15	35	13	16	-3	-2	-7	20	28	3	5	26	2	5	-1	8	4	4	1	10	7	8	7	28	10	4	5	3	7	10
1707271338	0	-1	-2	-2	-4	0	24	-2	-2	16	10	-3	31	36	39	34	38	0	3	36	5	31	27	29	16	12	36	-7	14	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	5	13	12	3	6	-1	-4	26	6	17	4	7	7	6	4	20	4	5	5	5	15	35	13	16	-3	-2	-7	20	28	3	5	26	2	5	-1	8	4	4	1	10	7	8	7	28	10	4	5	3	7	10
1707271422	0	-2	-2	-2	-4	0	23	-2	-2	16	9	-3	29	36	39	34	38	0	3	36	5	30	27	27	16	12	36	-7	14	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	5	13	12	3	6	-1	-4	26	6	17	4	7	7	6	4	20	4	5	5	5	16	35	13	16	-3	-2	-7	20	28	3	5	26	2	5	-1	8	4	4	1	10	7	8	7	28	10	4	5	3	7	10
1707271448	0	-2	-2	-2	-4	0	23	-2	-2	16	9	-3	29	36	39	34	38	0	3	36	4	30	27	27	16	12	36	-6	14	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	5	13	12	3	6	-1	-4	26	6	17	4	7	7	6	4	20	4	5	5	5	16	35	13	16	-4	-2	-7	20	28	3	5	26	2	5	-1	8	4	4	1	10	7	8	7	28	10	4	5	3	7	10
1707271510	0	-2	-2	-2	-4	0	23	-2	-2	16	9	-3	29	36	39	34	38	0	3	36	4	30	27	27	16	12	36	-6	14	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	5	13	12	3	6	-1	-4	26	6	17	4	7	7	6	4	20	4	5	5	5	16	35	13	16	-4	-2	-7	20	28	3	5	26	2	5	-1	8	4	3	1	10	7	8	7	28	10	4	5	3	7	10
1707271544	0	-2	-2	-2	-4	0	24	-2	-2	15	9	-3	29	36	39	34	38	0	3	36	4	30	27	27	16	12	36	-8	14	26	9	10	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	4	13	12	3	6	-1	-4	26	6	17	4	7	7	6	4	20	4	5	5	5	16	35	13	16	-4	-2	-7	20	28	3	5	26	2	5	-1	8	4	3	1	9	6	8	7	27	10	4	5	3	7	10
1707271643	0	-1	-2	-2	-5	0	24	-2	-2	15	9	-3	29	36	39	34	38	0	3	34	3	29	27	27	17	10	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	4	13	12	3	6	-1	-4	26	6	15	4	7	7	6	3	20	3	5	5	5	16	35	12	17	-4	-2	-7	20	28	3	5	26	2	5	-1	8	4	2	1	9	6	8	7	27	10	4	5	3	7	10
1707271704	-1	-1	-3	-1	-6	0	24	-2	-2	15	9	-3	29	36	39	34	38	0	3	34	3	29	27	27	17	10	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	4	13	12	3	6	-1	-4	26	6	15	4	7	7	6	3	20	3	5	5	5	16	35	12	17	-3	-2	-7	19	28	3	5	26	2	5	-1	8	4	2	1	9	6	8	7	27	10	4	5	3	7	10
1707271720	-2	-1	-3	-1	-6	0	24	-3	-4	15	9	-3	29	36	39	34	38	0	3	34	3	29	27	27	17	10	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	5	29	10	4	13	11	3	6	-1	-4	26	6	15	4	7	7	6	3	20	3	5	5	5	16	35	12	17	-3	-2	-7	20	28	4	6	26	2	5	-1	8	4	2	1	9	6	8	7	27	10	4	5	3	7	10
1707271802	-2	-3	-3	-2	-6	-1	24	-3	-5	14	8	-3	29	36	39	34	38	0	3	34	3	29	27	27	17	10	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	4	29	10	4	13	10	3	6	-1	-4	26	6	15	4	7	7	6	3	20	3	5	5	5	16	35	12	17	-3	-2	-7	20	28	4	6	26	2	5	-1	8	4	2	1	9	6	8	7	27	10	4	5	3	7	10
1707272002	-2	-3	-3	-2	-6	-1	24	-3	-5	14	8	-3	29	36	39	34	38	0	3	34	3	29	27	27	17	10	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	4	29	10	4	13	10	3	6	-1	-4	26	6	15	4	7	7	6	3	20	3	5	5	5	16	35	12	17	-3	-2	-7	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
1707272150	-2	-3	-3	-2	-6	-1	24	-3	-5	14	8	-3	29	36	39	34	38	0	3	34	3	29	27	27	17	10	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	4	29	10	4	13	10	3	6	-1	-4	26	6	15	4	7	7	6	3	20	3	5	5	5	16	35	12	17	-3	-2	-7	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
1707272237	-2	-3	-3	-2	-6	-1	24	-3	-5	14	8	-3	29	36	39	34	38	0	3	34	3	29	27	27	17	10	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	4	29	10	4	13	10	3	6	-1	-4	26	6	15	4	7	7	6	3	20	3	5	5	5	16	35	12	17	-3	-2	-7	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
1707281100	-3	-4	-3	-4	-5	-2	24	-3	-5	14	7	-3	29	36	40	34	38	0	3	34	3	28	27	27	17	9	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	4	29	10	4	13	10	3	6	-2	-4	26	6	15	4	7	7	5	3	20	3	5	5	5	16	34	12	17	-3	-3	-8	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
1707281233	-2	-4	-3	-4	-5	-2	24	-3	-4	14	7	-3	29	36	40	34	38	0	3	34	3	28	27	27	17	9	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	4	29	10	4	13	10	3	6	-2	-4	26	6	15	4	7	7	5	3	20	3	5	5	5	16	34	12	17	-2	-3	-8	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
1707281457	-1	-4	-3	-4	-5	-2	24	-3	-4	14	7	-3	29	36	40	35	38	0	3	35	3	28	27	27	17	9	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	8	4	5	5	5	26	1	4	29	10	4	13	10	3	6	-2	-5	26	6	16	4	7	7	5	3	20	3	5	5	5	16	34	12	17	-2	-3	-8	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
1707281621	-1	-4	-3	-4	-5	-2	24	-3	-4	14	7	-3	29	36	40	35	38	0	3	35	2	28	27	27	17	9	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	7	4	4	5	5	26	1	4	29	10	4	13	10	3	6	-2	-4	26	6	16	4	7	7	5	3	19	3	5	5	5	16	34	12	17	-2	-3	-8	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
1707281911	-1	-4	-3	-4	-5	-2	24	-3	-4	14	7	-3	29	36	40	35	38	0	3	35	2	28	27	27	17	9	37	-10	14	24	9	9	5	9	4	9	16	4	18	45	20	10	-3	7	4	4	5	5	26	1	4	29	10	4	13	10	3	6	-2	-4	26	6	16	4	7	7	5	3	19	3	5	5	5	16	34	12	17	-2	-3	-8	20	28	5	6	26	2	5	-1	8	4	2	1	9	6	8	7	26	10	4	5	3	7	10
