date	MBIO0000_20489	MBIO1100_11328	MBIO1100_11401	MBIO1100_11402	MBIO1100_11403	MBIO1100_11404	MBIO1100_11405	MBIO1100_11943	MBIO1100_14811	MBIO1100_18437	MBIO1100C_27078	MBIO1100C_27646	MBIO1100C_27647	MBIO1100C_27649	MBIO1100C_27650	MBIO1100C_27651	MBIO1100C_27653	MBIO1100C_27654	MBIO1100C_27656	MBIO1100C_27657	MBIO1100C_27659	MBIO1100C_27662	MBIO1100C_27663	MBIO1100C_27665	MBIO1100C_27668	MBIO1100C_27676	MBIO1100C_27678	MBIO1100C_27679	MBIO1101_10364	MBIO1101_10365	MBIO1101_10366	MBIO1101_10616	MBIO1101_10617	MBIO1101_10618	MBIO1101_10619	MBIO1101_10624	MBIO1101_10993	MBIO1101_11095	MBIO1101_11125	MBIO1101_13566	MBIO1101_18442	MBIO1280A_10940	MBIO1280A_13697	MBIO1282B_12054	MBIO1282B_12093	MBIO2100_10704	MBIO2101_10246	MBIO2101_10574	MBIO2101_13330	MBIO2101_26141	MBIO2102_12593	MBIO2102_13952	MBIO2102_26178	MBIO2102C_12458	MBIO2102C_12614	MBIO2102C_13625	MBIO2102C_27723	MBIO2102C_27724	MBIO2103_10508	MBIO2103_10804	MBIO2103_10887	MBIO2103_11057	MBIO2103_13004	MBIO2103_13569	MBIO2103_13570	MBIO2103_21243	MBIO2103_26180	MBIO2300_10110	MBIO2301_11953	MBIO2301_13742	MBIO2302_10111	MBIO2303_10362	MBIO2303_21242	MBIO2304_12138	MBIO2305_12139	MBIO2305_13760	MBIO2306_10112	MBIO2307_10113	MBIO2307_18998	MBIO2310_22943	MBIO2310C_22945	MBIO2400_10114	MBIO2401_10115	MBIO2401_10177	MBIO3105_28212	MBIO3502_14812	MBIO3503_18438	MBIO3503_18439	MBIO3513_13107	MBIO3518_13108	MBIO3600_10117	MBIO3601_10363	MBIO3608_27777	MBIO3912_11329	MBIO3913_12323	MBIO3914_13699	MBIO3915_22839	MBIO3991_10214	MBIO3993_12055
1707261009	12	41	64	39	10	29	66	36	75	63	36	22	19	36	28	17	15	0	0	5	31	37	29	32	14	39	27	26	23	51	26	14	10	50	56	52	46	13	17	51	1	0	6	9	16	5	10	7	0	11	97	51	45	34	30	37	41	36	22	18	12	25	30	22	21	22	22	22	11	6	31	10	21	19	14	5	11	6	12	65	65	38	22	3	23	21	22	0	14	14	11	3	23	12	10	0	19	18	15
1707261047	12	39	61	36	10	25	64	33	71	63	33	20	19	34	27	17	12	0	0	3	29	36	28	31	12	38	27	26	15	51	24	11	9	49	55	52	46	10	17	50	0	0	0	8	13	0	8	7	0	8	95	50	33	33	19	37	40	34	18	18	11	25	29	16	21	21	20	18	8	5	31	10	21	14	12	2	11	6	12	62	62	33	21	-1	23	21	22	0	14	14	11	3	23	12	10	0	18	18	15
1707261116	12	36	61	34	10	19	62	27	69	63	32	17	19	34	27	16	11	0	0	1	25	36	26	29	8	37	27	26	12	49	24	7	6	49	53	51	45	8	16	48	0	0	0	6	14	0	8	7	0	8	95	48	30	31	17	37	40	33	18	15	10	25	29	16	20	21	20	17	7	5	31	10	21	10	10	0	11	6	12	59	59	32	20	-1	22	21	22	0	14	14	11	3	23	12	10	0	18	18	15
1707261144	11	33	52	32	10	14	59	17	66	60	29	17	16	28	24	17	8	0	0	0	21	35	24	20	7	37	26	24	10	47	21	0	4	47	52	48	44	3	12	43	0	0	0	4	11	0	8	7	0	8	92	45	22	26	11	35	39	33	17	15	5	24	28	15	17	21	18	14	4	5	30	10	20	7	7	0	11	6	12	44	44	31	18	-1	21	21	22	0	14	14	11	3	23	12	10	0	18	18	15
1707261213	11	31	51	31	10	14	59	15	65	60	28	16	15	27	24	15	9	0	0	0	21	35	24	19	6	37	26	24	7	47	21	0	4	46	52	49	44	2	10	42	0	0	0	4	11	0	8	7	0	8	91	44	21	24	10	35	39	33	16	15	5	24	27	14	17	21	18	14	4	5	30	10	20	7	7	0	11	6	12	44	44	31	18	-1	21	21	22	0	14	14	11	3	23	12	10	0	18	18	15
1707261257	11	30	51	29	9	13	59	15	65	61	28	15	15	27	24	13	9	0	-1	0	20	35	24	19	6	37	26	25	6	46	21	0	5	47	52	47	44	0	9	43	0	0	1	1	10	0	8	7	0	8	90	44	21	24	10	35	39	32	16	15	5	24	26	14	17	21	18	13	4	5	30	10	20	7	7	0	10	5	12	44	44	31	18	-1	20	21	22	0	14	14	11	3	23	12	10	0	18	18	14
1707261315	11	30	51	29	9	13	59	16	64	61	28	15	15	27	24	13	9	0	-1	0	20	35	24	19	7	36	26	25	6	47	21	0	5	45	52	49	43	0	8	43	0	0	1	1	10	-1	8	7	0	7	90	44	22	25	10	35	39	32	17	15	5	24	26	14	17	21	18	13	4	5	30	10	20	7	7	0	10	5	12	44	44	31	18	-1	20	21	22	0	14	14	11	3	23	12	10	0	18	18	14
1707261354	11	30	51	29	9	13	59	17	64	61	28	15	15	27	24	13	9	0	-1	0	20	35	24	20	7	36	26	25	6	47	21	0	5	45	52	50	43	0	8	43	0	0	1	1	10	-1	8	7	0	7	90	44	21	24	10	35	39	32	16	15	5	24	26	14	17	21	18	12	4	5	30	10	20	7	7	0	10	5	12	44	44	29	17	-2	20	21	22	0	14	14	11	3	23	12	10	0	18	18	14
1707261538	10	19	28	7	9	0	48	6	57	53	23	9	10	16	12	0	0	0	-1	0	7	31	17	11	5	34	22	21	0	40	6	0	1	32	41	37	31	0	0	26	0	0	0	0	4	-1	8	7	0	7	74	29	0	0	2	27	38	21	10	7	0	15	19	9	9	19	16	3	0	0	10	0	10	0	0	-1	10	6	11	19	19	29	17	-2	20	21	22	0	14	14	11	3	24	12	10	0	18	18	14
1707261603	10	18	26	7	9	0	46	5	51	52	19	9	9	15	11	0	0	0	-1	0	7	30	16	11	4	32	21	21	0	39	4	0	1	30	40	35	31	0	0	21	0	0	0	0	4	-1	8	7	0	7	66	30	0	0	0	26	37	18	10	7	0	15	16	9	5	19	16	3	0	0	9	1	8	0	0	-1	10	6	11	18	18	29	17	-2	20	21	22	0	13	13	11	3	24	12	10	0	18	18	14
1707261646	9	12	17	7	9	1	36	0	44	48	16	7	5	14	3	0	0	0	-1	1	7	23	13	7	3	28	19	19	0	34	0	0	0	29	37	35	20	0	0	7	0	0	0	1	0	-1	8	7	0	7	53	26	0	0	0	20	30	14	7	5	0	13	13	8	3	16	15	3	0	0	2	0	2	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	18	18	14
1707261709	9	11	14	7	9	0	30	1	43	46	14	6	5	13	1	0	0	0	-1	1	6	22	8	7	4	29	19	17	0	33	0	0	0	22	37	35	17	0	0	5	0	0	0	0	0	-1	8	7	0	7	53	26	0	1	0	20	29	14	7	5	0	13	13	8	3	16	15	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	18	18	14
1707261733	9	10	15	7	9	0	30	0	43	45	14	6	4	13	2	0	0	0	-1	1	6	21	9	7	3	29	19	16	0	33	0	0	0	21	37	34	16	0	0	6	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	20	29	14	7	5	0	13	13	8	2	16	15	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	18	18	14
1707261807	9	10	14	7	9	0	30	0	43	45	14	6	4	13	1	0	0	0	-1	1	6	21	9	7	3	29	19	16	0	33	0	0	0	20	37	34	16	0	0	6	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	20	29	14	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707261822	9	10	14	7	9	0	27	0	43	45	14	6	4	13	1	0	0	0	-1	1	6	19	8	7	3	29	19	16	0	32	0	0	0	19	37	33	16	0	0	6	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	20	29	14	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707261842	9	9	14	7	9	0	27	0	43	45	14	6	3	12	2	0	0	0	-1	1	6	19	8	7	3	29	19	16	0	32	0	0	0	18	37	33	16	0	0	6	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	20	29	14	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707261903	9	9	14	7	9	0	27	0	41	45	12	6	3	12	2	0	0	0	-1	1	6	19	8	7	3	29	19	16	0	29	1	0	0	18	37	33	17	0	0	5	0	1	0	0	0	-1	8	7	0	7	52	26	0	0	0	20	29	14	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707261944	9	9	14	7	9	0	27	0	41	45	12	6	3	12	2	0	0	0	-1	1	6	19	8	7	3	29	19	16	1	29	1	0	0	19	36	33	17	0	0	4	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	19	29	15	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707262004	9	9	14	7	9	0	27	0	40	45	11	6	3	12	2	0	0	0	-1	1	6	19	8	7	3	29	19	16	0	30	1	0	0	19	36	33	16	0	0	4	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	19	29	15	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707262107	9	9	13	7	9	0	27	0	40	45	11	6	3	11	2	0	0	0	-1	1	6	19	8	7	3	29	19	16	0	30	1	0	0	19	36	32	16	0	0	4	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	19	29	15	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707262125	9	9	13	7	9	0	26	0	40	45	11	6	3	11	2	0	0	0	-1	1	6	18	8	7	3	29	19	16	0	30	0	0	0	19	36	32	16	0	0	4	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	19	29	15	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707262142	9	9	13	7	9	0	26	0	40	45	11	6	3	11	2	0	0	0	-1	1	6	18	8	7	3	29	19	16	0	30	0	0	0	20	36	32	16	0	0	3	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	19	29	15	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707262337	9	9	11	7	9	0	26	1	40	43	11	6	3	9	2	0	0	0	-1	1	6	17	9	9	2	29	19	14	0	29	0	0	0	19	35	33	16	0	0	2	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	1	19	28	15	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	16	18	14
1707270001	9	9	11	7	9	0	26	1	40	43	11	6	3	9	2	0	0	0	-1	1	6	17	9	9	2	29	19	14	0	29	0	0	0	19	35	33	16	0	0	2	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	1	19	28	15	7	4	0	13	13	8	1	17	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	16	18	14
1707270737	9	10	11	7	9	0	25	0	40	42	11	7	3	10	1	0	0	0	-1	1	6	17	8	8	2	29	19	13	0	29	0	0	0	18	36	32	16	0	0	1	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	20	28	15	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	18	18	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707270816	9	10	11	7	9	0	25	0	40	42	11	7	3	10	1	0	0	0	-1	1	6	17	8	8	2	29	19	13	0	29	0	0	0	18	36	32	16	0	0	1	0	0	0	0	0	-1	8	7	0	7	52	26	0	0	0	20	28	15	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	17	17	29	17	-2	19	21	22	0	11	11	9	1	24	12	10	0	17	18	14
1707270840	9	10	11	7	9	0	25	0	40	42	11	7	3	10	1	0	0	0	-1	1	6	17	8	8	2	29	19	13	0	29	0	0	0	18	36	32	16	0	0	1	0	0	0	0	0	-1	8	7	0	7	51	26	0	0	0	20	28	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	17	17	27	15	-2	19	21	22	0	11	11	8	0	24	12	10	0	17	18	14
1707270903	9	10	11	7	9	0	25	0	40	42	11	7	3	10	1	0	0	0	-1	1	6	17	8	8	2	29	19	13	0	29	0	0	0	18	36	32	16	0	0	1	0	0	0	0	0	-1	8	7	0	7	51	26	0	0	0	20	28	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	17	17	26	15	-3	19	21	22	0	11	11	8	0	24	12	10	0	17	18	14
1707271009	9	10	11	7	9	0	24	0	40	42	11	7	3	10	1	0	0	0	-1	1	6	16	8	9	1	29	19	13	0	29	0	0	0	16	36	32	16	0	0	2	0	0	0	0	0	-2	8	7	0	6	51	26	0	0	0	20	28	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	11	11	8	0	24	12	10	0	17	18	14
1707271027	9	10	11	7	9	0	24	0	40	41	11	7	3	10	1	0	0	0	-1	1	6	16	8	9	1	29	18	13	0	29	0	0	0	16	35	32	16	0	0	2	0	0	0	0	0	-2	8	7	0	6	51	26	0	0	0	20	28	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	11	11	8	0	24	12	10	0	16	18	14
1707271053	9	10	11	7	9	0	24	0	40	41	11	7	3	10	1	0	0	0	-1	1	6	16	8	9	1	29	18	13	0	29	0	0	0	16	35	32	16	0	0	2	0	0	0	0	1	-2	8	7	0	6	51	26	0	0	0	20	28	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	8	0	24	12	10	0	17	18	14
1707271136	9	10	10	7	9	0	24	-1	40	41	11	7	3	10	0	0	0	0	-1	1	6	16	8	8	1	29	18	13	0	29	0	0	0	16	34	32	16	0	0	1	0	0	0	0	1	-2	8	7	0	6	51	26	0	0	0	20	28	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	8	0	24	12	10	0	17	18	14
1707271218	9	10	11	7	8	0	24	-1	40	41	11	7	3	11	0	0	0	-1	-1	1	6	16	8	8	1	29	18	13	0	28	0	0	0	15	34	32	17	0	0	2	0	0	0	0	1	-3	8	6	0	6	51	26	0	0	0	20	28	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	8	0	24	12	10	0	17	18	14
1707271250	9	10	10	7	4	2	23	-1	40	41	11	7	3	10	0	0	0	-5	-1	2	7	15	8	8	1	29	18	13	0	28	0	0	0	15	33	32	15	1	0	0	0	0	0	0	1	-3	8	6	0	6	51	25	0	0	0	20	27	14	7	5	0	13	13	8	1	16	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	7	-1	24	12	10	0	17	18	14
1707271309	9	8	10	7	4	2	24	-1	40	41	11	6	2	10	0	0	0	-5	-1	2	7	16	8	8	1	29	18	13	0	28	0	0	0	15	32	32	15	1	0	0	0	0	0	0	1	-3	8	6	0	6	50	25	0	0	0	20	26	14	7	5	0	13	13	8	1	15	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	7	-1	24	12	10	0	17	18	14
1707271338	9	8	11	7	4	1	24	-1	40	40	11	6	2	10	1	0	0	-5	-1	2	6	16	8	8	1	29	18	12	0	28	0	0	0	14	32	32	15	1	0	0	0	0	0	0	1	-3	8	6	0	6	50	25	0	0	0	20	26	14	7	5	0	13	13	8	1	15	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	7	-1	24	12	10	0	17	18	14
1707271422	9	8	11	7	4	1	24	-1	40	40	11	6	2	10	1	0	0	-5	-1	2	6	16	8	8	1	29	18	12	0	28	0	0	0	14	32	32	15	1	0	0	0	0	0	0	1	-4	8	6	0	5	49	25	0	0	0	20	25	14	6	5	0	13	13	8	1	15	16	3	0	0	1	0	1	0	0	-1	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	7	-1	24	12	10	0	17	18	14
1707271448	9	6	11	7	4	1	24	0	40	40	11	6	0	10	1	0	0	-5	-1	2	6	16	8	9	1	29	18	12	0	29	0	0	0	14	32	31	15	0	0	0	0	0	0	0	2	-4	8	6	0	5	49	25	0	0	0	20	25	14	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-2	0	-3	10	6	11	16	16	26	15	-3	19	21	22	0	10	10	7	-1	24	12	10	0	17	18	14
1707271510	9	6	11	7	4	1	24	0	40	40	11	6	0	10	1	0	0	-5	-1	2	6	16	8	9	1	29	18	12	0	29	0	0	0	14	32	31	15	0	0	0	0	0	0	0	2	-4	8	6	0	5	49	25	0	0	0	20	25	14	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-3	0	-4	10	6	11	16	16	25	14	-3	19	21	22	0	10	10	7	-1	24	12	10	0	17	18	14
1707271544	9	7	12	7	3	1	24	-1	40	40	11	7	0	10	1	0	0	-5	-2	2	6	16	8	8	1	29	18	12	0	29	0	0	0	14	31	31	15	0	0	0	0	0	0	0	2	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	16	16	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707271643	9	7	11	6	2	2	24	-1	39	40	10	7	0	10	0	-1	0	-5	-3	2	7	16	8	8	1	29	18	12	0	28	0	0	0	13	30	31	15	0	0	0	0	0	0	0	1	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	15	15	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707271704	9	7	11	6	2	2	24	-1	39	40	10	7	0	10	0	-1	0	-5	-3	2	7	16	8	8	1	29	18	12	0	28	0	0	0	13	30	31	15	0	0	0	0	0	0	0	1	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	15	15	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707271720	9	7	11	6	2	2	24	-1	39	40	10	7	0	10	0	-1	0	-5	-3	2	7	16	8	8	1	29	18	12	0	28	0	0	0	13	30	31	15	0	0	0	0	1	0	0	1	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	15	15	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707271802	9	7	11	6	2	2	24	-1	39	40	10	7	0	10	0	-1	0	-5	-3	2	7	16	8	8	1	29	18	12	0	28	0	0	0	13	30	31	15	0	0	0	0	1	0	0	1	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	15	15	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707272002	9	7	11	6	2	2	24	-1	39	40	10	7	0	10	0	-1	0	-5	-3	2	7	16	8	8	1	29	18	12	0	28	0	0	0	13	30	31	15	0	0	0	0	1	0	0	1	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	15	15	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707272150	9	7	11	6	2	2	24	-1	39	40	10	7	0	10	0	-1	0	-5	-3	2	7	16	8	8	1	29	18	12	0	28	0	0	0	13	30	31	15	0	0	0	0	1	0	0	1	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	15	15	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707272237	9	7	11	6	2	2	24	-1	39	40	10	7	0	10	0	-1	0	-5	-3	2	7	16	8	8	1	29	18	12	0	28	0	0	0	13	30	31	15	0	0	0	0	1	0	0	1	-4	8	6	0	5	48	25	0	0	0	20	25	13	6	5	0	13	13	7	1	16	16	3	0	0	1	0	1	-6	0	-7	10	6	11	15	15	25	14	-3	19	21	22	0	10	10	7	-1	23	12	10	0	17	18	14
1707281100	9	7	11	5	0	2	24	-1	39	41	10	7	0	10	0	-2	0	-6	-4	2	7	16	8	8	1	29	19	12	0	27	1	0	0	12	29	31	15	0	0	0	0	0	0	0	1	-4	8	6	0	5	47	23	0	-1	0	18	25	13	5	4	0	13	11	7	1	15	16	3	0	0	1	0	1	-6	0	-7	11	6	12	-1	-1	25	14	-3	19	21	22	0	9	9	7	-1	23	12	10	0	17	18	14
1707281233	9	7	11	5	0	2	24	-1	19	41	10	7	0	10	0	-2	0	-6	-4	2	7	16	8	8	1	29	19	12	0	27	1	0	0	12	29	31	15	0	0	0	0	0	0	0	1	-4	8	6	0	5	47	23	0	-1	0	18	25	13	5	4	0	13	11	7	1	15	16	3	0	0	1	0	1	-6	0	-7	11	6	12	-1	-1	25	14	-3	19	21	22	0	9	9	7	-1	23	12	10	0	17	18	14
1707281457	9	7	11	5	0	2	24	-1	20	41	11	7	0	10	0	-2	0	-6	-4	2	7	16	8	8	1	29	19	12	0	27	1	0	0	12	29	31	15	0	0	0	1	0	0	0	1	-4	8	6	0	5	47	23	0	-1	0	18	25	13	5	4	0	13	11	7	1	15	16	2	-1	0	1	0	1	-6	0	-7	11	6	12	-1	-1	25	14	-3	19	21	23	0	9	9	7	-1	23	12	10	0	17	18	14
1707281621	9	7	11	5	0	2	24	-1	20	41	11	7	0	10	0	-2	0	-6	-4	2	7	16	8	8	1	29	19	12	0	27	1	0	0	12	29	31	15	0	0	0	1	0	0	0	1	-4	8	6	0	5	47	23	0	-1	0	18	25	13	5	4	0	13	11	7	1	15	16	2	-1	0	1	0	1	-6	0	-7	11	6	12	-1	-1	25	14	-3	19	21	23	0	9	9	7	-1	23	12	10	0	17	18	14
1707281911	9	8	11	5	0	2	24	-1	20	41	11	8	0	10	0	-2	0	-6	-4	2	7	16	8	8	1	29	19	12	0	27	1	0	0	13	29	31	15	0	0	0	1	0	0	0	2	-4	8	6	0	5	47	23	0	-1	0	18	25	13	5	4	0	13	11	7	1	15	16	2	-1	0	1	0	1	-6	0	-7	11	6	12	-1	-1	25	14	-3	19	21	23	0	9	9	7	-1	23	12	10	0	17	18	14
