date	LITE1100_13313	LITE1325_26978	LITE1326B_24639	LITE1327_26979	LITE1400_11089	LITE1401_12052	LITE1505B_26980	LITE1573A_22021	LITE1579B_26982	LITE1609A_26983	LITE1610A_27910	LITE1611_11197	LITE1611_11198	LITE1611_11199	LITE1611_11200	LITE1611_11201	LITE1611_11202	LITE1611_11203	LITE1611_11204	LITE1611_11205	LITE1611_11206	LITE1611_11207	LITE1611_11208	LITE1611_11552	LITE1611_12086	LITE1611_12176	LITE1611_12177	LITE1611_12190	LITE1611_12387	LITE1611_13498	LITE1611_16404	LITE1611_16408	LITE1611_16410	LITE1611_16411	LITE1611_20505	LITE1611_20508	LITE1611_20510	LITE1611_20511	LITE1611_20518	LITE1611_20523	LITE1611_23104	LITE1611_23105	LITE1611_23392	LITE1611_25285	LITE1611_25287	LITE1611_26027	LITE1611_27849	LITE1611_28138	LITE1611_28659	LITE1614_14087	LITE2104_26984	LITE2105_26985	LITE2303_26986	LITE2304B_26987	LITE2312_26988	LITE2405_11188	LITE2406_12257	LITE2407_13470	LITE2408_13471	LITE2523B_26989	LITE2526_27285	LITE2534B_26990	LITE2568B_26991	LITE2569B_26992	LITE2574B_26993	LITE2580B_26994	LITE2606_27911	LITE2616_26995	LITE2620_26996	LITE2672_26997	LITE3330_28608	LITE3347_26999	LITE3402_11595	LITE3405_13435	LITE3526_27000	LITE3602_24659	LITE3603_24660	LITE3616_27002	LITE3617_27913	LITE3903_10694	LITE3904_10821	LITE3905_24662	LITE3993_10936
1707261354	28	22	55	14	7	17	25	29	0	32	69	0	23	21	0	22	11	0	0	1	16	16	22	16	0	2	11	13	0	8	1	17	12	20	9	5	0	0	0	21	17	19	11	23	14	22	1	23	11	28	22	4	0	43	23	0	5	-1	4	5	24	15	32	13	36	25	15	14	3	5	0	0	9	12	21	4	4	0	0	6	-1	5	6
1707261538	23	15	44	0	0	1	7	0	0	7	69	0	21	18	0	18	3	0	0	0	13	7	15	9	0	0	6	8	0	4	0	15	12	8	7	0	0	0	0	17	8	10	0	22	7	16	0	23	9	28	7	0	0	40	16	0	5	-1	4	1	24	7	19	12	28	12	13	10	2	5	0	0	9	12	21	4	4	0	0	6	-1	5	6
1707261603	23	15	44	0	0	0	2	0	0	1	69	0	21	18	0	16	2	0	0	0	13	6	14	6	0	0	3	8	0	2	0	13	8	8	6	0	0	0	0	17	7	8	0	20	8	16	0	23	9	28	6	0	0	39	15	0	5	-1	4	0	24	7	17	12	27	11	13	10	1	5	0	0	9	12	21	4	4	0	0	6	-1	5	6
1707261646	23	10	40	0	0	0	0	0	0	0	69	0	19	16	0	11	0	0	0	0	2	1	7	4	0	0	1	4	0	0	0	13	6	5	2	0	0	0	0	16	0	0	0	18	8	13	0	23	9	28	4	0	0	29	14	0	5	-1	4	0	19	5	9	10	26	4	13	7	1	4	0	0	8	12	21	4	4	0	0	6	-1	5	6
1707261709	23	10	39	0	0	0	0	0	0	0	69	0	19	16	0	11	0	0	0	0	0	0	8	4	0	0	1	5	0	0	0	13	4	6	1	0	0	0	0	17	0	0	0	18	8	13	0	23	9	28	4	0	0	26	14	0	5	-1	4	0	19	4	10	10	25	4	13	7	1	3	0	0	8	12	21	4	4	0	0	6	-1	5	6
1707261733	23	10	39	0	0	0	1	0	0	0	69	0	19	16	0	11	0	0	0	0	0	0	8	4	0	0	1	4	0	0	0	13	3	5	0	0	0	0	0	17	0	0	0	18	7	13	0	23	7	28	4	0	0	26	14	0	5	-1	4	0	19	3	10	10	25	4	13	7	1	3	0	0	8	12	21	4	4	0	0	6	-1	5	6
1707261807	23	10	40	0	0	0	0	0	0	9	68	0	19	16	0	11	0	0	0	0	0	0	8	2	0	0	0	3	0	0	0	13	3	4	0	0	0	0	0	17	0	0	0	18	6	13	0	23	7	28	4	0	0	25	14	0	5	-1	4	0	19	3	10	10	25	4	13	7	1	2	0	0	8	12	21	4	4	0	0	6	-1	5	6
1707261822	23	10	40	0	0	0	0	0	0	9	68	0	19	16	0	11	0	0	0	0	0	0	8	2	0	0	0	3	0	0	0	13	3	4	0	0	0	0	0	17	0	0	0	18	6	13	0	23	6	28	4	0	0	25	14	0	5	-1	4	0	19	4	9	10	24	3	13	7	1	2	0	0	8	12	21	4	4	0	0	6	-1	5	6
1707261842	23	9	40	0	0	0	0	0	0	8	68	0	19	17	0	11	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	13	3	4	0	0	0	0	0	17	0	1	0	18	6	13	0	23	5	28	3	0	0	23	14	0	5	-1	4	0	19	4	8	10	24	3	13	7	1	2	0	0	8	12	21	4	4	0	0	6	-1	5	6
1707261903	23	9	40	0	0	0	0	0	0	7	68	0	19	17	0	11	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	13	3	4	0	0	0	0	0	17	0	1	0	18	6	13	0	23	5	28	3	0	0	23	14	0	5	-1	4	0	19	4	8	10	24	3	13	7	1	2	0	0	8	12	21	4	4	0	0	6	-1	5	6
1707261944	22	9	40	0	0	0	0	0	0	4	68	0	19	17	0	11	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	12	3	3	0	0	0	0	0	17	0	1	0	18	6	13	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	4	8	10	23	2	13	7	1	2	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707262004	22	9	40	0	0	0	1	0	0	4	68	0	19	17	0	11	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	12	3	3	0	0	0	0	0	17	0	1	0	18	6	13	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	4	8	10	24	2	13	7	1	2	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707262107	22	9	40	0	0	0	1	0	0	3	68	0	19	17	0	10	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	12	3	3	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	4	7	10	24	2	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707262125	22	9	40	0	0	0	1	0	0	2	68	0	19	17	0	10	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	12	3	3	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	4	7	10	24	2	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707262142	22	9	40	0	0	0	1	0	0	2	68	0	19	17	0	10	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	12	3	3	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	3	6	10	24	2	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707262337	22	9	39	0	0	0	0	0	0	1	69	0	19	17	0	10	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	12	3	3	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	3	5	10	24	1	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707270001	22	9	39	0	0	0	0	0	0	1	69	0	19	17	0	10	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	12	3	3	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	3	5	10	24	1	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707270737	22	9	39	0	0	0	0	0	0	1	69	0	19	17	0	10	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	12	3	4	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	2	5	10	24	1	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707270816	22	9	39	0	0	0	0	0	0	1	69	0	19	17	0	10	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	12	3	4	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	2	4	10	24	1	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707270840	22	9	39	0	0	0	0	0	0	0	69	0	19	17	0	10	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	12	3	4	0	0	0	0	0	17	0	1	0	18	6	12	0	23	5	26	3	0	0	23	14	0	5	-1	4	0	18	2	4	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707270903	22	9	39	0	0	0	0	0	0	0	69	0	19	17	0	9	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	12	3	4	0	0	0	0	0	17	0	1	0	18	6	12	0	23	6	26	3	0	0	23	14	0	5	-1	4	0	18	1	4	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271009	22	9	39	-1	0	0	0	0	0	0	69	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	12	3	4	0	0	0	0	0	17	0	1	0	18	5	12	0	23	6	26	3	0	0	23	14	0	5	-1	4	0	18	1	4	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271027	22	9	39	-1	0	0	0	0	0	1	69	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	12	2	4	0	0	0	0	0	17	0	1	0	18	5	12	0	23	6	26	3	0	0	23	14	0	5	-1	4	0	18	1	4	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271053	22	9	38	-1	0	0	0	0	0	1	69	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	12	2	4	0	0	0	0	0	17	0	1	0	18	4	12	0	24	6	26	3	0	0	23	14	0	5	-1	4	0	18	1	4	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271136	22	9	38	-1	0	0	1	0	0	2	69	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	12	3	4	0	0	0	0	0	17	0	0	0	18	4	13	0	24	6	26	3	0	0	22	14	0	5	-1	4	0	18	1	4	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271218	22	9	38	-1	0	0	1	0	0	2	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	12	3	4	1	0	0	0	0	17	0	0	0	18	4	13	0	24	3	26	3	0	0	22	14	0	5	-1	4	0	18	1	4	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271250	22	9	38	-1	0	0	1	0	0	2	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	12	3	4	1	0	0	0	0	17	0	0	0	18	4	13	0	24	3	26	3	0	0	23	14	0	5	-1	4	0	18	1	4	10	24	1	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271309	22	9	38	-1	0	0	1	0	0	2	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	12	3	4	1	0	0	0	0	17	0	0	0	18	4	13	0	24	3	26	3	0	0	23	14	0	5	-1	4	0	18	1	4	10	24	1	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271338	22	9	38	-1	0	0	0	0	0	2	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	11	3	4	1	0	0	0	0	17	0	1	0	18	4	13	0	24	3	26	3	0	0	23	14	0	5	-1	4	0	18	1	4	10	23	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271422	22	9	38	-1	0	0	0	0	0	1	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	11	3	4	1	0	0	0	0	17	0	1	0	18	5	12	0	24	3	26	4	0	0	23	14	0	5	-1	4	0	18	1	2	10	23	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271448	22	9	38	-1	0	0	0	0	0	1	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	11	3	4	1	0	0	0	0	17	1	1	0	18	5	12	0	24	3	26	4	0	0	23	13	0	5	-1	4	0	18	1	2	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271510	22	9	38	-1	0	0	0	0	0	1	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	12	0	24	3	26	4	0	0	23	13	0	5	-1	4	0	18	1	2	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271544	22	9	38	-1	0	0	0	0	0	1	68	0	19	17	0	9	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	12	0	24	3	26	4	0	0	23	13	0	5	-1	4	0	18	0	2	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271643	22	9	37	-1	0	0	0	0	0	1	68	0	19	17	0	9	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	13	0	5	-1	4	0	18	0	2	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271704	22	8	37	-1	0	0	0	0	0	0	51	0	19	17	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271720	22	8	37	-2	0	0	0	0	0	0	51	0	19	17	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	5	6
1707271802	22	8	37	-2	0	0	0	0	0	0	51	0	19	17	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	7	1	1	0	0	7	12	21	4	4	0	0	6	-1	4	6
1707272002	22	8	37	-2	0	0	0	0	0	0	51	0	19	17	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	6	1	1	0	0	7	12	20	4	4	0	0	6	-1	4	6
1707272150	22	8	37	-2	0	0	0	0	0	0	51	0	19	17	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	6	1	1	0	0	7	12	20	4	4	0	0	6	-1	4	6
1707272237	22	8	37	-2	0	0	0	0	0	1	51	0	19	17	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	3	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	6	1	1	0	0	7	12	20	4	4	0	0	6	-1	4	6
1707281100	22	8	37	-2	0	0	0	0	0	2	51	0	19	17	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	2	4	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	6	1	1	0	0	7	12	20	4	4	0	0	6	-1	4	6
1707281233	21	8	37	-2	0	0	0	0	0	3	51	0	19	17	0	9	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	10	2	3	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	0	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	6	1	1	0	0	7	12	20	4	4	0	0	6	-1	4	6
1707281457	21	8	37	-2	0	0	0	0	0	3	51	0	19	17	0	8	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	10	2	3	1	0	0	0	0	17	1	0	0	18	4	11	0	24	3	26	4	0	1	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	6	1	1	0	0	7	12	20	4	4	0	0	6	-1	4	6
1707281621	21	8	37	-2	0	0	0	0	0	3	51	0	5	17	0	8	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	2	3	1	0	0	0	0	24	1	0	0	18	4	11	0	24	3	26	4	0	1	23	12	0	5	-1	4	0	18	0	2	10	24	0	14	6	1	1	0	0	6	12	20	4	4	0	0	6	-1	4	6
1707281911	21	8	37	-2	0	0	0	0	0	0	51	0	5	17	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	2	3	1	0	0	0	0	24	1	0	0	18	4	11	0	24	3	26	3	0	1	23	11	0	5	-1	4	0	15	1	2	10	24	1	13	5	0	1	0	0	6	12	20	4	4	0	0	6	-2	4	6
