date	ARTE1000_21366	ARTE1001_21367	ARTE1002_21368	ARTE1103_13371	ARTE1104_13372	ARTE1104_13532	ARTE1104_13533	ARTE1105_15078	ARTE1105_18455	ARTE1105_18565	ARTE1105_20379	ARTE1105_22981	ARTE1105_25995	ARTE1105_26001	ARTE1115_13374	ARTE1116_13375	ARTE1116_13540	ARTE1116_13542	ARTE1116_23588	ARTE1117_13543	ARTE1117_13544	ARTE1117_23621	ARTE1117_28018	ARTE1118_14826	ARTE1119_13377	ARTE1120B_17190	ARTE1120B_28660	ARTE1126_26273	ARTE1129_26274	ARTE1209B_10122	ARTE1213_13378	ARTE1213_13546	ARTE1213_13547	ARTE1215_13379	ARTE1215_13620	ARTE1215_13960	ARTE1215_28332	ARTE1221_28349	ARTE1222_28348	ARTE1230_23778	ARTE1233_26277	ARTE1405B_23280	ARTE1406A_22526	ARTE1407_15107	ARTE1410A_21373	ARTE1500_23780	ARTE1501_23781	ARTE1503_28609	ARTE2100_13380	ARTE2101_13551	ARTE2106_13381	ARTE2107_14192	ARTE2108_13382	ARTE2108_13919	ARTE2109_13383	ARTE2110_13384	ARTE2111_13385	ARTE2112_13386	ARTE2113_13387	ARTE2115_26278	ARTE2116_13389	ARTE2118_26280	ARTE2119_13392	ARTE2125_26282	ARTE2126_21379	ARTE2129_19967	ARTE2131_26284	ARTE2203_13785	ARTE2205_13393	ARTE2206_13394	ARTE2207_19162	ARTE2210_19163	ARTE2417_26285	ARTE2423_26286	ARTE2443_26287	ARTE2446_26288	ARTE2446_28051	ARTE2461_25648	ARTE2464_28554	ARTE2465_26290	ARTE3100_13397	ARTE3108_28555	ARTE3113_28129	ARTE3114_13399	ARTE3115_13400	ARTE3121_26293	ARTE3203_26294	ARTE3205_13401	ARTE3213_26297	ARTE3216_26298	ARTE3218_28350	ARTE3220_26299	ARTE3401_26300	ARTE3403_23277	ARTE3427_26301	ARTE3428_26302	ARTE3602_16646	ARTE3602_16647	ARTE3602_16648	ARTE3602_16649	ARTE3602_16650	ARTE3602_16653	ARTE3602_16655	ARTE3602_16656	ARTE3602_16658	ARTE3602_16660	ARTE3602_16661	ARTE3602_25517	ARTE3603_12845	ARTE3603_12846	ARTE3603_12847	ARTE3603_12848	ARTE3603_12849	ARTE3603_12850	ARTE3603_12851	ARTE3603_12852	ARTE3603_12853	ARTE3603_13019	ARTE3603_13928	ARTE3603_23601	ARTE3990_12001	ARTE3992_12858	ARTE3994_13402	ARTE3995_12002	ARTE3996_28610
1707251351	68	69	79	3	14	12	2	13	13	17	16	14	15	15	9	11	0	10	6	15	13	11	14	5	15	34	0	10	39	65	1	3	9	11	13	11	15	12	12	35	15	54	22	41	42	14	15	10	14	9	12	13	14	11	13	13	10	8	9	15	11	8	11	11	11	12	14	12	10	13	10	13	23	13	38	6	8	11	23	13	10	13	10	8	5	4	11	0	10	9	10	2	20	14	20	15	-1	2	2	2	0	-1	2	2	0	1	0	2	1	1	-1	0	0	0	0	1	1	-1	1	0	994	4	995	2	998
1707251441	68	69	79	0	14	11	0	12	13	16	16	14	14	15	5	11	0	9	6	15	13	11	14	2	14	34	0	7	38	64	1	2	8	11	13	11	15	11	11	34	14	52	18	41	41	13	14	8	14	8	12	13	14	10	12	13	9	6	9	13	11	8	11	11	10	12	13	12	9	13	9	13	19	13	37	1	7	10	23	13	10	12	10	7	0	3	11	0	8	8	8	0	18	12	19	15	-1	2	2	2	0	-1	0	2	0	1	0	2	1	1	-1	0	0	0	0	1	1	-1	1	0	994	4	992	2	998
1707251521	67	68	78	0	14	10	0	11	12	15	15	14	14	16	3	9	0	9	4	15	13	11	14	3	14	34	0	5	38	60	1	2	7	11	12	10	15	10	11	35	14	48	15	39	39	11	15	7	14	8	12	13	12	9	12	13	9	5	9	13	11	8	10	11	9	12	13	12	9	12	8	13	19	12	37	2	7	10	22	13	10	12	10	7	0	3	10	0	7	8	8	0	18	12	19	15	-1	2	2	2	0	-1	0	2	0	1	0	2	1	1	-1	0	0	0	0	1	1	-1	1	0	994	4	992	2	998
1707251605	66	67	77	0	13	10	0	10	10	15	16	13	14	16	3	9	0	9	4	15	13	10	14	3	14	34	0	2	37	59	1	1	7	11	12	10	15	9	11	35	14	47	15	39	40	10	15	6	14	6	12	13	12	8	12	13	7	5	9	13	10	7	10	10	9	12	13	12	9	12	7	12	18	12	35	2	4	10	22	13	10	9	9	6	0	3	10	0	5	8	8	0	18	11	19	15	-1	2	2	2	0	-1	0	2	0	1	0	2	1	1	-1	0	0	0	0	1	1	-1	1	0	994	4	992	2	998
1707251658	65	65	74	0	11	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	50	0	0	6	10	12	10	15	9	9	32	13	43	11	37	39	9	15	6	13	5	12	13	12	8	12	12	5	2	8	12	10	6	8	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	4	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	1	-1	0	0	0	0	1	1	-1	1	0	994	4	992	2	998
1707251727	65	65	74	0	11	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	9	9	32	13	43	11	37	39	9	15	6	13	5	12	13	12	8	12	12	5	2	8	12	10	6	8	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	1	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707251900	65	65	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	9	37	39	9	15	6	13	5	12	13	12	8	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707251927	65	65	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	9	37	39	10	15	6	13	5	12	13	12	8	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707252025	65	65	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	9	37	39	10	15	6	13	5	12	13	12	7	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707252100	65	65	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	9	37	39	10	15	6	13	5	12	13	12	7	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707252124	65	65	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	9	37	39	10	15	6	13	5	12	13	12	7	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707252143	65	65	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	8	37	39	10	15	6	13	5	12	13	12	7	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707252259	66	66	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	7	37	38	10	15	6	13	5	12	13	12	7	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707252332	66	66	74	0	12	10	0	10	10	14	16	12	13	16	1	8	0	8	4	14	12	10	13	2	14	34	0	0	37	49	0	0	6	10	12	10	15	8	9	32	13	44	7	37	38	10	15	6	13	5	12	13	12	7	12	12	5	2	8	12	10	6	9	10	8	12	13	12	8	10	7	11	15	12	33	1	4	10	22	13	10	8	6	3	0	3	9	0	2	7	6	0	16	8	19	13	-1	2	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	992	1	998
1707260820	66	66	73	0	11	9	0	9	9	13	16	11	13	16	0	8	0	8	3	13	11	10	13	2	13	33	0	0	37	48	0	0	6	10	12	10	15	7	8	32	13	41	9	36	42	10	15	5	11	5	12	13	11	6	12	11	4	2	8	11	10	5	9	10	7	12	13	11	8	10	7	10	14	12	31	1	3	9	21	13	10	7	6	2	0	3	8	0	1	6	6	0	15	8	19	12	-1	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261009	65	65	70	0	8	8	0	8	7	8	16	10	12	15	0	5	0	5	0	13	7	9	12	0	12	32	0	0	37	38	0	0	0	7	11	8	14	3	6	30	13	37	3	32	33	4	13	2	3	1	11	12	9	6	11	7	3	2	7	10	5	2	6	8	5	8	13	7	2	7	4	10	2	11	28	0	2	8	19	13	9	7	4	1	0	3	4	0	0	4	6	0	15	7	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261047	65	63	66	0	7	6	0	7	7	8	15	10	11	15	0	3	0	4	0	13	6	9	10	0	10	31	0	0	37	30	0	0	0	6	9	7	13	3	6	30	13	35	0	29	28	2	13	2	0	0	11	12	8	5	8	4	4	1	7	10	5	2	5	8	3	7	13	3	1	6	4	10	2	11	25	0	1	8	19	13	9	7	3	1	0	3	3	0	0	4	5	0	15	7	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261116	64	63	65	0	6	6	0	7	6	5	14	9	10	15	0	3	0	3	0	13	5	8	10	0	10	31	0	0	34	23	0	0	0	6	9	5	12	3	4	30	13	33	1	29	23	1	13	2	0	0	10	11	7	3	7	3	3	1	6	10	5	0	4	8	3	7	13	2	1	6	4	9	2	11	20	0	0	6	19	12	9	7	2	1	0	3	2	0	0	4	5	0	15	6	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261144	64	63	64	0	5	6	0	6	6	5	14	8	9	15	0	2	0	3	0	13	5	8	10	0	10	31	0	0	34	17	0	0	0	4	8	5	12	2	4	29	13	32	0	29	18	0	12	2	0	0	10	10	5	2	7	2	3	1	6	10	4	0	3	8	1	7	13	0	1	3	3	9	1	11	20	0	0	4	18	12	8	7	2	1	0	3	2	0	0	4	5	0	15	6	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261213	64	63	64	0	5	6	0	6	6	5	14	8	9	15	0	2	0	3	0	13	5	8	10	1	9	31	0	0	34	17	0	0	0	4	8	5	12	2	4	29	13	32	0	29	17	1	12	2	0	0	10	10	5	2	7	1	3	1	6	10	4	0	3	8	1	7	13	0	0	3	3	8	1	11	20	0	0	4	18	12	8	7	2	1	0	3	1	0	0	4	5	0	15	6	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261257	63	64	64	0	5	6	0	6	6	5	14	6	9	15	0	2	0	3	0	13	5	8	10	1	9	31	0	0	34	16	0	0	0	4	8	5	12	2	4	29	13	29	0	29	17	1	12	2	0	0	10	10	5	2	7	1	3	1	6	10	4	0	3	8	1	7	13	0	0	3	3	8	1	11	20	0	0	4	18	12	8	7	2	1	0	3	1	0	0	4	4	0	14	6	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261315	63	64	64	0	5	6	0	6	6	5	14	6	9	15	0	2	0	3	0	13	5	8	10	1	9	31	0	0	34	17	0	0	0	4	8	5	12	1	4	29	13	29	0	29	17	1	12	2	0	0	10	10	5	2	7	1	3	1	6	10	4	0	3	8	1	7	13	0	1	3	3	8	1	11	20	0	0	4	18	12	8	7	2	1	0	3	1	0	0	4	4	0	15	6	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261354	63	64	63	0	5	6	0	6	6	5	14	6	9	15	0	2	0	3	0	13	5	8	10	1	9	31	0	0	34	17	0	0	0	4	8	5	12	1	4	29	13	29	0	29	17	1	12	2	0	0	10	10	5	2	7	1	3	1	6	10	4	0	3	8	1	7	13	0	0	3	3	8	1	11	20	0	0	4	18	12	8	7	2	1	0	3	1	0	0	4	4	0	15	6	19	10	-2	1	2	2	0	-1	0	2	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261538	57	60	62	0	2	2	0	2	3	4	10	0	7	12	0	1	0	1	0	1	0	0	7	0	7	30	0	0	32	0	0	0	0	0	0	0	6	1	3	28	13	14	0	26	3	0	11	0	0	0	5	0	3	0	5	1	2	0	5	10	4	0	2	8	0	7	12	0	0	2	1	4	0	9	14	0	0	2	15	12	8	7	0	1	0	3	1	0	0	4	4	0	15	5	19	10	-2	1	2	2	0	-1	0	1	0	1	0	2	0	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261603	57	60	62	0	1	2	0	3	0	2	9	0	6	11	0	1	0	1	0	0	0	0	6	0	7	29	0	0	33	0	0	0	0	0	0	0	5	2	3	28	13	11	0	26	0	0	11	0	0	0	4	0	3	0	5	1	2	0	5	10	4	0	2	8	0	7	12	0	0	2	1	4	0	7	13	0	0	2	14	12	8	7	0	1	0	3	1	0	0	4	4	0	15	5	19	10	-2	1	2	2	0	-1	0	1	0	1	0	2	-1	0	-1	0	0	0	0	1	1	-1	1	0	994	4	991	1	998
1707261646	54	56	61	0	0	0	0	2	0	2	6	0	4	11	0	1	0	0	0	0	0	0	1	0	7	29	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	2	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	3	12	0	0	1	0	2	0	4	11	0	0	0	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	5	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707261709	54	56	61	0	0	0	0	2	0	2	5	0	4	11	0	1	0	0	0	0	0	0	1	0	7	28	0	0	31	0	0	0	0	0	0	0	1	0	2	27	12	2	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	0	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707261733	54	56	60	0	0	0	0	2	0	2	5	0	4	9	0	1	0	0	0	0	0	0	1	0	6	28	0	0	32	0	0	0	0	0	0	0	1	0	2	27	12	1	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707261807	54	56	60	0	0	0	0	2	0	2	5	0	4	9	0	1	0	0	0	0	0	0	1	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	2	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707261822	54	56	60	0	0	0	0	1	0	2	5	0	4	9	0	1	0	0	0	0	0	0	1	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	1	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707261842	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	29	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707261903	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707261944	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	1	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707262004	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	1	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707262107	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	1	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707262125	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	1	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707262142	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	1	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707262337	54	56	60	0	0	0	0	1	0	2	5	0	3	9	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707270001	54	56	60	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	6	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707270737	54	56	60	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	6	28	0	0	31	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707270816	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	31	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	2	0	3	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	15	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707270840	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	31	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	1	0	1	0	1	1	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	14	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707270903	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	31	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	1	0	1	0	1	1	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	14	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707271009	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	1	1	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	14	4	19	10	-2	1	2	2	-2	-1	0	1	-1	1	-1	1	-1	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707271027	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	1	1	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	14	4	19	10	-2	1	2	2	-2	-3	0	0	-1	1	-1	1	-2	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707271053	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	23	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	1	1	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	14	4	19	10	-3	1	2	2	-2	-4	0	0	-1	1	-1	1	-2	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707271136	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	22	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	1	1	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	14	4	19	10	-3	1	2	2	-2	-4	0	0	-1	1	-2	1	-2	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
1707271218	54	56	59	0	0	0	0	1	0	2	5	0	3	8	0	1	0	0	0	0	0	0	0	0	5	28	0	0	32	0	0	0	0	0	0	0	0	0	2	27	12	0	0	22	0	0	11	0	0	0	3	0	1	0	5	1	2	0	5	10	3	0	2	8	0	1	12	0	0	1	0	1	0	4	11	0	0	1	11	11	8	7	0	0	0	3	1	0	0	4	4	0	14	4	19	10	-3	1	2	2	-2	-4	0	0	-1	1	-2	1	-2	0	-1	0	0	0	0	1	0	-1	1	0	993	4	992	1	997
